"ACTIVITY_ID","CASE_NUMBER","PRIORITY_CODE","PRIORITY_DESC","FISCAL_YEAR"
"3602367825","06-2021-1204","2569","Drinking Water - Community Water Systems","2021"
"3602400246","06-2021-1253","2569","Drinking Water - Community Water Systems","2021"
"3602400242","06-2021-1255","2569","Drinking Water - Community Water Systems","2021"
"3602397909","06-2021-1258","2569","Drinking Water - Community Water Systems","2021"
"3602427874","06-2021-1259","2532","Region 06 - Drinking Water","2021"
"3602428114","06-2021-1260","2532","Region 06 - Drinking Water","2021"
"3602390175","06-2021-1261","2569","Drinking Water - Community Water Systems","2021"
"3602400135","06-2021-1262","2532","Region 06 - Drinking Water","2021"
"3602383656","06-2021-1264","2569","Drinking Water - Community Water Systems","2021"
"3602398949","06-2021-1265","2532","Region 06 - Drinking Water","2021"
"3602489695","06-2021-1266","2569","Drinking Water - Community Water Systems","2021"
"3602398933","06-2021-1267","2532","Region 06 - Drinking Water","2021"
"3602426833","06-2021-1268","2569","Drinking Water - Community Water Systems","2021"
"3602434276","06-2021-1269","2569","Drinking Water - Community Water Systems","2021"
"3602446010","06-2021-1271","2569","Drinking Water - Community Water Systems","2021"
"3602434302","06-2021-1272","2569","Drinking Water - Community Water Systems","2021"
"3602434310","06-2021-1273","2569","Drinking Water - Community Water Systems","2021"
"3602446080","06-2021-1274","2569","Drinking Water - Community Water Systems","2021"
"3602446051","06-2021-1275","2569","Drinking Water - Community Water Systems","2021"
"3602474841","06-2021-1276","2569","Drinking Water - Community Water Systems","2021"
"3602714560","06-2021-1278","2569","Drinking Water - Community Water Systems","2021"
"3602812040","06-2021-1279","2569","Drinking Water - Community Water Systems","2021"
"3602702685","06-2021-1280","2569","Drinking Water - Community Water Systems","2021"
"3602801165","06-2021-1285","2569","Drinking Water - Community Water Systems","2021"
"3602751972","06-2021-1286","2569","Drinking Water - Community Water Systems","2021"
"3602751986","06-2021-1287","2569","Drinking Water - Community Water Systems","2021"
"3602751883","06-2021-1288","2569","Drinking Water - Community Water Systems","2021"
"3602751161","06-2021-1289","2569","Drinking Water - Community Water Systems","2021"
"3602751930","06-2021-1290","2569","Drinking Water - Community Water Systems","2021"
"3602751996","06-2021-1291","2569","Drinking Water - Community Water Systems","2021"
"3602769873","06-2021-1294","2569","Drinking Water - Community Water Systems","2021"
"3602797975","06-2021-1296","2569","Drinking Water - Community Water Systems","2021"
"3603601057","06-2021-1297","2569","Drinking Water - Community Water Systems","2021"
"3602797988","06-2021-1298","2569","Drinking Water - Community Water Systems","2021"
"3602804872","06-2021-1299","2569","Drinking Water - Community Water Systems","2021"
"3602801180","06-2021-1300","2569","Drinking Water - Community Water Systems","2021"
"3602801192","06-2021-1301","2569","Drinking Water - Community Water Systems","2021"
"3602801194","06-2021-1302","2569","Drinking Water - Community Water Systems","2021"
"3602809779","06-2021-1303","2569","Drinking Water - Community Water Systems","2021"
"3602806373","06-2021-1304","2569","Drinking Water - Community Water Systems","2021"
"3602817543","06-2021-1307","2569","Drinking Water - Community Water Systems","2021"
"3602817488","06-2021-1308","2569","Drinking Water - Community Water Systems","2021"
"3602823890","06-2021-1310","2569","Drinking Water - Community Water Systems","2021"
"3602817246","06-2021-1311","2569","Drinking Water - Community Water Systems","2021"
"3602819437","06-2021-1312","2569","Drinking Water - Community Water Systems","2021"
"3602891759","06-2021-1313","2647","Region 06 - Drinking Water","2022"
"3602872089","06-2021-1314","2647","Region 06 - Drinking Water","2022"
"3602363992","06-2021-1703","2571","NPDES SNC - Municipal POTW","2021"
"3602363996","06-2021-1704","2571","NPDES SNC - Municipal POTW","2021"
"3602363984","06-2021-1705","2571","NPDES SNC - Municipal POTW","2021"
"3602802208","06-2021-1709","2570","NPDES SNC - Industrial","2021"
"3602471821","06-2021-1710","2571","NPDES SNC - Municipal POTW","2021"
"3602463043","06-2021-1711","2571","NPDES SNC - Municipal POTW","2021"
"3602471826","06-2021-1712","2571","NPDES SNC - Municipal POTW","2021"
"3602469107","06-2021-1713","2571","NPDES SNC - Municipal POTW","2021"
"3602469117","06-2021-1714","2570","NPDES SNC - Industrial","2021"
"3602469121","06-2021-1715","2570","NPDES SNC - Industrial","2021"
"3602465302","06-2021-1720","2571","NPDES SNC - Municipal POTW","2021"
"3602770503","06-2021-1725","2571","NPDES SNC - Municipal POTW","2021"
"3602752199","06-2021-1726","2570","NPDES SNC - Industrial","2021"
"3602720999","06-2021-1727","2571","NPDES SNC - Municipal POTW","2021"
"3602724963","06-2021-1728","2571","NPDES SNC - Municipal POTW","2021"
"3602746229","06-2021-1729","2571","NPDES SNC - Municipal POTW","2021"
"3602749696","06-2021-1730","2571","NPDES SNC - Municipal POTW","2021"
"3602752055","06-2021-1731","2570","NPDES SNC - Industrial","2021"
"3602709709","06-2021-1732","2419","Region 06 - Minor Wastewater Collection & Treatment Systems","2020"
"3602709709","06-2021-1732","2573","NPDES SNC - Private sewerage facilities","2021"
"3602770809","06-2021-1735","2571","NPDES SNC - Municipal POTW","2021"
"3602752163","06-2021-1740","2570","NPDES SNC - Industrial","2021"
"3602752400","06-2021-1741","2570","NPDES SNC - Industrial","2021"
"3602752413","06-2021-1742","2570","NPDES SNC - Industrial","2021"
"3602802237","06-2021-1745","2570","NPDES SNC - Industrial","2021"
"3602802143","06-2021-1746","2570","NPDES SNC - Industrial","2021"
"3602804192","06-2021-1749","2538","Region 06 - MSGP Compliance","2021"
"3602802116","06-2021-1750","2570","NPDES SNC - Industrial","2021"
"3602809513","06-2021-1751","2528","Region 06 - CAFO Compliance","2021"
"3602802429","06-2021-1754","2570","NPDES SNC - Industrial","2021"
"3602802439","06-2021-1755","2570","NPDES SNC - Industrial","2021"
"3602802438","06-2021-1756","2570","NPDES SNC - Industrial","2021"
"3602805575","06-2021-1757","2538","Region 06 - MSGP Compliance","2021"
"3602805208","06-2021-1758","2538","Region 06 - MSGP Compliance","2021"
"3602805576","06-2021-1759","2538","Region 06 - MSGP Compliance","2021"
"3602806222","06-2021-1760","2538","Region 06 - MSGP Compliance","2021"
"3602793742","06-2021-1762","2538","Region 06 - MSGP Compliance","2021"
"3602793748","06-2021-1763","2538","Region 06 - MSGP Compliance","2021"
"3602778887","06-2021-1764","2538","Region 06 - MSGP Compliance","2021"
"3602793830","06-2021-1765","2538","Region 06 - MSGP Compliance","2021"
"3602809735","06-2021-1766","2538","Region 06 - MSGP Compliance","2021"
"3602778849","06-2021-1767","2538","Region 06 - MSGP Compliance","2021"
"3602809739","06-2021-1768","2538","Region 06 - MSGP Compliance","2021"
"3602809741","06-2021-1769","2538","Region 06 - MSGP Compliance","2021"
"3602804883","06-2021-1770","2571","NPDES SNC - Municipal POTW","2021"
"3602808396","06-2021-1772","2571","NPDES SNC - Municipal POTW","2021"
"3602799637","06-2021-1773","2571","NPDES SNC - Municipal POTW","2021"
"3602814216","06-2021-1774","2457","NPDES SNC - Municipal POTW","2020"
"3602799644","06-2021-1776","2573","NPDES SNC - Private sewerage facilities","2021"
"3602806269","06-2021-1778","2538","Region 06 - MSGP Compliance","2021"
"3602794322","06-2021-1779","2538","Region 06 - MSGP Compliance","2021"
"3602829162","06-2021-1780","2528","Region 06 - CAFO Compliance","2021"
"3602794709","06-2021-1784","2538","Region 06 - MSGP Compliance","2021"
"3602794709","06-2021-1784","2589","x----> (CA Only) - NPDES SNC - Industrial","2021"
"3602793754","06-2021-1785","2570","NPDES SNC - Industrial","2021"
"3602809681","06-2021-1787","2538","Region 06 - MSGP Compliance","2021"
"3602818108","06-2021-1788","2538","Region 06 - MSGP Compliance","2021"
"3602818168","06-2021-1790","2538","Region 06 - MSGP Compliance","2021"
"3602818231","06-2021-1791","2538","Region 06 - MSGP Compliance","2021"
"3602818240","06-2021-1792","2538","Region 06 - MSGP Compliance","2021"
"3602818376","06-2021-1794","2538","Region 06 - MSGP Compliance","2021"
"3602818197","06-2021-1795","2538","Region 06 - MSGP Compliance","2021"
"3602818367","06-2021-1796","2538","Region 06 - MSGP Compliance","2021"
"3602803543","06-2021-1797","2538","Region 06 - MSGP Compliance","2021"
"3602826691","06-2021-1811","2570","NPDES SNC - Industrial","2021"
"3602822701","06-2021-1837","2571","NPDES SNC - Municipal POTW","2021"
"3602307817","06-2021-3300","2524","Region 06 - 112r Risk Management Plans","2021"
"3602307817","06-2021-3300","2561","CARR - Chem Manufacturing","2021"
"3602329947","06-2021-3301","2524","Region 06 - 112r Risk Management Plans","2021"
"3602329947","06-2021-3301","2561","CARR - Chem Manufacturing","2021"
"3602314149","06-2021-3302","2524","Region 06 - 112r Risk Management Plans","2021"
"3602314149","06-2021-3302","2561","CARR - Chem Manufacturing","2021"
"3602336361","06-2021-3303","2524","Region 06 - 112r Risk Management Plans","2021"
"3602336361","06-2021-3303","2561","CARR - Chem Manufacturing","2021"
"3602336388","06-2021-3304","2524","Region 06 - 112r Risk Management Plans","2021"
"3602336388","06-2021-3304","2561","CARR - Chem Manufacturing","2021"
"3602489769","06-2021-3305","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602489769","06-2021-3305","2568","CCAC - VOC Other","2021"
"3602342366","06-2021-3306","2524","Region 06 - 112r Risk Management Plans","2021"
"3602342366","06-2021-3306","2561","CARR - Chem Manufacturing","2021"
"3602379711","06-2021-3307","2524","Region 06 - 112r Risk Management Plans","2021"
"3602379711","06-2021-3307","2564","CARR - Other High Risk","2021"
"3602490116","06-2021-3308","2531","Region 06 - Cease & Desist","2021"
"3602490116","06-2021-3308","2559","Aftermarket Defeat Devices - On-Road","2021"
"3602406276","06-2021-3309","2524","Region 06 - 112r Risk Management Plans","2021"
"3602406276","06-2021-3309","2563","CARR - Gas Processing","2021"
"3602475043","06-2021-3311","2524","Region 06 - 112r Risk Management Plans","2021"
"3602475043","06-2021-3311","2565","CARR - Refineries","2021"
"3602690156","06-2021-3312","2524","Region 06 - 112r Risk Management Plans","2021"
"3602690156","06-2021-3312","2565","CARR - Refineries","2021"
"3602490081","06-2021-3313","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602490081","06-2021-3313","2568","CCAC - VOC Other","2021"
"3602739736","06-2021-3314","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602739736","06-2021-3314","2568","CCAC - VOC Other","2021"
"3602489819","06-2021-3315","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602489819","06-2021-3315","2568","CCAC - VOC Other","2021"
"3602375603","06-2021-3316","2524","Region 06 - 112r Risk Management Plans","2021"
"3602375603","06-2021-3316","2560","CARR - Ammonia Ref","2021"
"3602375586","06-2021-3317","2524","Region 06 - 112r Risk Management Plans","2021"
"3602375586","06-2021-3317","2560","CARR - Ammonia Ref","2021"
"3602725394","06-2021-3318","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602725394","06-2021-3318","2568","CCAC - VOC Other","2021"
"3602489783","06-2021-3319","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602489783","06-2021-3319","2568","CCAC - VOC Other","2021"
"3602739896","06-2021-3320","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602739896","06-2021-3320","2568","CCAC - VOC Other","2021"
"3602439555","06-2021-3321","2524","Region 06 - 112r Risk Management Plans","2021"
"3602439555","06-2021-3321","2563","CARR - Gas Processing","2021"
"3602691333","06-2021-3322","2524","Region 06 - 112r Risk Management Plans","2021"
"3602691333","06-2021-3322","2563","CARR - Gas Processing","2021"
"3602465293","06-2021-3323","2533","Region 06 - Explosions/reportable events/fires","2021"
"3602465293","06-2021-3323","2560","CARR - Ammonia Ref","2021"
"3602725395","06-2021-3324","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602725395","06-2021-3324","2568","CCAC - VOC Other","2021"
"3602736480","06-2021-3325","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602736480","06-2021-3325","2568","CCAC - VOC Other","2021"
"3602739808","06-2021-3326","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602739808","06-2021-3326","2568","CCAC - VOC Other","2021"
"3602714230","06-2021-3327","2524","Region 06 - 112r Risk Management Plans","2021"
"3602714230","06-2021-3327","2561","CARR - Chem Manufacturing","2021"
"3602732731","06-2021-3328","2524","Region 06 - 112r Risk Management Plans","2021"
"3602732731","06-2021-3328","2561","CARR - Chem Manufacturing","2021"
"3602808309","06-2021-3329","2568","CCAC - VOC Other","2021"
"3602695939","06-2021-3332","2524","Region 06 - 112r Risk Management Plans","2021"
"3602695939","06-2021-3332","2563","CARR - Gas Processing","2021"
"3602760642","06-2021-3334","2524","Region 06 - 112r Risk Management Plans","2021"
"3602760642","06-2021-3334","2560","CARR - Ammonia Ref","2021"
"3602691311","06-2021-3335","2524","Region 06 - 112r Risk Management Plans","2021"
"3602691311","06-2021-3335","2561","CARR - Chem Manufacturing","2021"
"3602770510","06-2021-3336","2524","Region 06 - 112r Risk Management Plans","2021"
"3602770510","06-2021-3336","2561","CARR - Chem Manufacturing","2021"
"3602770516","06-2021-3337","2524","Region 06 - 112r Risk Management Plans","2021"
"3602770516","06-2021-3337","2561","CARR - Chem Manufacturing","2021"
"3602714253","06-2021-3338","2524","Region 06 - 112r Risk Management Plans","2021"
"3602714253","06-2021-3338","2561","CARR - Chem Manufacturing","2021"
"3602756094","06-2021-3340","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602756094","06-2021-3340","2568","CCAC - VOC Other","2021"
"3602742375","06-2021-3342","2524","Region 06 - 112r Risk Management Plans","2021"
"3602742375","06-2021-3342","2563","CARR - Gas Processing","2021"
"3602823030","06-2021-3343","2524","Region 06 - 112r Risk Management Plans","2021"
"3602823030","06-2021-3343","2561","CARR - Chem Manufacturing","2021"
"3602822921","06-2021-3344","2524","Region 06 - 112r Risk Management Plans","2021"
"3602822921","06-2021-3344","2561","CARR - Chem Manufacturing","2021"
"3602732774","06-2021-3345","2533","Region 06 - Explosions/reportable events/fires","2021"
"3602732774","06-2021-3345","2561","CARR - Chem Manufacturing","2021"
"3602809515","06-2021-3346","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602809515","06-2021-3346","2568","CCAC - VOC Other","2021"
"3602845108","06-2021-3348","2568","CCAC - VOC Other","2021"
"3602770805","06-2021-3349","2524","Region 06 - 112r Risk Management Plans","2021"
"3602770805","06-2021-3349","2563","CARR - Gas Processing","2021"
"3602851936","06-2021-3351","2639","Region 06 - 112r Risk Management Plans","2022"
"3602851936","06-2021-3351","2679","CARR - Chem Manufacturing","2022"
"3602794726","06-2021-3352","2524","Region 06 - 112r Risk Management Plans","2021"
"3602794726","06-2021-3352","2561","CARR - Chem Manufacturing","2021"
"3602794630","06-2021-3353","2524","Region 06 - 112r Risk Management Plans","2021"
"3602794630","06-2021-3353","2561","CARR - Chem Manufacturing","2021"
"3602817155","06-2021-3354","2524","Region 06 - 112r Risk Management Plans","2021"
"3602817155","06-2021-3354","2560","CARR - Ammonia Ref","2021"
"3603082141","06-2021-3355","2657","Region 06 - State SIP/Permitting Activities","2022"
"3603082141","06-2021-3355","2686","CCAC - VOC Other","2022"
"3602845347","06-2021-3356","2568","CCAC - VOC Other","2021"
"3602897663","06-2021-3357","2686","CCAC - VOC Other","2022"
"3602825824","06-2021-3358","2524","Region 06 - 112r Risk Management Plans","2021"
"3602825824","06-2021-3358","2563","CARR - Gas Processing","2021"
"3602819516","06-2021-3361","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602819516","06-2021-3361","2568","CCAC - VOC Other","2021"
"3602825167","06-2021-3362","2524","Region 06 - 112r Risk Management Plans","2021"
"3602825167","06-2021-3362","2563","CARR - Gas Processing","2021"
"3602817559","06-2021-3363","2524","Region 06 - 112r Risk Management Plans","2021"
"3602817559","06-2021-3363","2563","CARR - Gas Processing","2021"
"3602825262","06-2021-3364","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602825262","06-2021-3364","2568","CCAC - VOC Other","2021"
"3602823974","06-2021-3365","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602823974","06-2021-3365","2568","CCAC - VOC Other","2021"
"3602828070","06-2021-3366","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602828070","06-2021-3366","2568","CCAC - VOC Other","2021"
"3602828051","06-2021-3368","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602828051","06-2021-3368","2568","CCAC - VOC Other","2021"
"3602364179","06-2021-3369","2568","CCAC - VOC Other","2021"
"3602832506","06-2021-3370","2524","Region 06 - 112r Risk Management Plans","2021"
"3602832506","06-2021-3370","2564","CARR - Other High Risk","2021"
"3602828899","06-2021-3371","2524","Region 06 - 112r Risk Management Plans","2021"
"3602828899","06-2021-3371","2565","CARR - Refineries","2021"
"3602828938","06-2021-3372","2524","Region 06 - 112r Risk Management Plans","2021"
"3602828938","06-2021-3372","2565","CARR - Refineries","2021"
"3602854491","06-2021-3373","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602854491","06-2021-3373","2568","CCAC - VOC Other","2021"
"3602919362","06-2021-3374","2639","Region 06 - 112r Risk Management Plans","2022"
"3602919362","06-2021-3374","2678","CARR - Ammonia Ref","2022"
"3602838990","06-2021-3375","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602838990","06-2021-3375","2568","CCAC - VOC Other","2021"
"3602839017","06-2021-3376","2542","Region 06 - State SIP/Permitting Activities","2021"
"3602839017","06-2021-3376","2568","CCAC - VOC Other","2021"
"3602918600","06-2021-3377","2639","Region 06 - 112r Risk Management Plans","2022"
"3602918600","06-2021-3377","2679","CARR - Chem Manufacturing","2022"
"3602490123","06-2021-3400","3036","Region 06 - Oil and Gas/Energy","2025"
"3602851633","06-2021-3401","2524","Region 06 - 112r Risk Management Plans","2021"
"3602851633","06-2021-3401","2561","CARR - Chem Manufacturing","2021"
"3602304060","06-2021-3418","2568","CCAC - VOC Other","2021"
"3602831369","06-2021-6144","2544","Region 06 - TSCA Lead-based paint RRP","2021"
"3603018841","06-2022-0910","2639","Region 06 - 112r Risk Management Plans","2022"
"3603216472","06-2022-0915","2309","Region 06 - Illegal Waste Disposal Treatment","2019"
"3603310345","06-2022-0940","2694","RCRA/Air - Universe","2022"
"3603364768","06-2022-0944","2414","Region 06 - CD Implementation","2020"
"3602907233","06-2022-1201","2687","Drinking Water - Community Water Systems","2022"
"3602889118","06-2022-1202","2647","Region 06 - Drinking Water","2022"
"3602892323","06-2022-1203","2647","Region 06 - Drinking Water","2022"
"3602920131","06-2022-1204","2647","Region 06 - Drinking Water","2022"
"3602920131","06-2022-1204","2687","Drinking Water - Community Water Systems","2022"
"3602917680","06-2022-1207","2647","Region 06 - Drinking Water","2022"
"3602917006","06-2022-1208","2647","Region 06 - Drinking Water","2022"
"3602899230","06-2022-1211","2687","Drinking Water - Community Water Systems","2022"
"3602909073","06-2022-1212","2687","Drinking Water - Community Water Systems","2022"
"3602978294","06-2022-1214","2687","Drinking Water - Community Water Systems","2022"
"3602978683","06-2022-1215","2687","Drinking Water - Community Water Systems","2022"
"3602909020","06-2022-1216","2687","Drinking Water - Community Water Systems","2022"
"3602907248","06-2022-1218","2647","Region 06 - Drinking Water","2022"
"3602907265","06-2022-1219","2647","Region 06 - Drinking Water","2022"
"3602907275","06-2022-1220","2647","Region 06 - Drinking Water","2022"
"3602908953","06-2022-1221","2647","Region 06 - Drinking Water","2022"
"3602934655","06-2022-1222","2647","Region 06 - Drinking Water","2022"
"3602934665","06-2022-1223","2647","Region 06 - Drinking Water","2022"
"3602924948","06-2022-1227","2687","Drinking Water - Community Water Systems","2022"
"3602976738","06-2022-1228","2687","Drinking Water - Community Water Systems","2022"
"3602978781","06-2022-1229","2687","Drinking Water - Community Water Systems","2022"
"3602977644","06-2022-1230","2687","Drinking Water - Community Water Systems","2022"
"3602974719","06-2022-1231","2647","Region 06 - Drinking Water","2022"
"3602976701","06-2022-1232","2687","Drinking Water - Community Water Systems","2022"
"3603008675","06-2022-1233","2687","Drinking Water - Community Water Systems","2022"
"3602997868","06-2022-1235","2647","Region 06 - Drinking Water","2022"
"3603054087","06-2022-1237","2647","Region 06 - Drinking Water","2022"
"3603055155","06-2022-1238","2647","Region 06 - Drinking Water","2022"
"3603054095","06-2022-1239","2647","Region 06 - Drinking Water","2022"
"3603055704","06-2022-1240","2647","Region 06 - Drinking Water","2022"
"3603055430","06-2022-1241","2647","Region 06 - Drinking Water","2022"
"3603055137","06-2022-1242","2647","Region 06 - Drinking Water","2022"
"3603055411","06-2022-1243","2647","Region 06 - Drinking Water","2022"
"3603052473","06-2022-1244","2569","Drinking Water - Community Water Systems","2021"
"3603052473","06-2022-1244","2647","Region 06 - Drinking Water","2022"
"3603052420","06-2022-1245","2687","Drinking Water - Community Water Systems","2022"
"3603031168","06-2022-1247","2687","Drinking Water - Community Water Systems","2022"
"3603037814","06-2022-1248","2687","Drinking Water - Community Water Systems","2022"
"3603037825","06-2022-1249","2687","Drinking Water - Community Water Systems","2022"
"3603038093","06-2022-1250","2687","Drinking Water - Community Water Systems","2022"
"3603157258","06-2022-1251","2647","Region 06 - Drinking Water","2022"
"3603095229","06-2022-1255","2647","Region 06 - Drinking Water","2022"
"3603157605","06-2022-1256","2647","Region 06 - Drinking Water","2022"
"3603075389","06-2022-1257","2687","Drinking Water - Community Water Systems","2022"
"3603075407","06-2022-1258","2687","Drinking Water - Community Water Systems","2022"
"3603249830","06-2022-1263","2687","Drinking Water - Community Water Systems","2022"
"3603249854","06-2022-1264","2687","Drinking Water - Community Water Systems","2022"
"3603363952","06-2022-1265","2647","Region 06 - Drinking Water","2022"
"3603157311","06-2022-1266","2647","Region 06 - Drinking Water","2022"
"3603169259","06-2022-1267","2647","Region 06 - Drinking Water","2022"
"3603164684","06-2022-1268","2647","Region 06 - Drinking Water","2022"
"3603157283","06-2022-1269","2647","Region 06 - Drinking Water","2022"
"3603169248","06-2022-1270","2647","Region 06 - Drinking Water","2022"
"3603217823","06-2022-1271","2647","Region 06 - Drinking Water","2022"
"3603169304","06-2022-1273","2647","Region 06 - Drinking Water","2022"
"3603133965","06-2022-1274","2647","Region 06 - Drinking Water","2022"
"3603127776","06-2022-1276","2647","Region 06 - Drinking Water","2022"
"3603093995","06-2022-1277","2647","Region 06 - Drinking Water","2022"
"3603093951","06-2022-1278","2647","Region 06 - Drinking Water","2022"
"3603107380","06-2022-1279","2687","Drinking Water - Community Water Systems","2022"
"3603107478","06-2022-1280","2687","Drinking Water - Community Water Systems","2022"
"3603134344","06-2022-1281","2647","Region 06 - Drinking Water","2022"
"3603134372","06-2022-1282","2647","Region 06 - Drinking Water","2022"
"3603135127","06-2022-1283","2647","Region 06 - Drinking Water","2022"
"3603159832","06-2022-1284","2647","Region 06 - Drinking Water","2022"
"3603164029","06-2022-1285","2647","Region 06 - Drinking Water","2022"
"3603303223","06-2022-1286","2647","Region 06 - Drinking Water","2022"
"3603304107","06-2022-1288","2687","Drinking Water - Community Water Systems","2022"
"3603249846","06-2022-1289","2687","Drinking Water - Community Water Systems","2022"
"3603278137","06-2022-1291","2687","Drinking Water - Community Water Systems","2022"
"3603283255","06-2022-1292","2687","Drinking Water - Community Water Systems","2022"
"3603305078","06-2022-1295","2687","Drinking Water - Community Water Systems","2022"
"3603303243","06-2022-1296","2647","Region 06 - Drinking Water","2022"
"3603287987","06-2022-1300","2687","Drinking Water - Community Water Systems","2022"
"3603287998","06-2022-1301","2687","Drinking Water - Community Water Systems","2022"
"3603288612","06-2022-1302","2687","Drinking Water - Community Water Systems","2022"
"3603289146","06-2022-1303","2687","Drinking Water - Community Water Systems","2022"
"3603289152","06-2022-1304","2687","Drinking Water - Community Water Systems","2022"
"3603289255","06-2022-1305","2687","Drinking Water - Community Water Systems","2022"
"3603289273","06-2022-1306","2687","Drinking Water - Community Water Systems","2022"
"3602903384","06-2022-1307","2687","Drinking Water - Community Water Systems","2022"
"3603289301","06-2022-1308","2687","Drinking Water - Community Water Systems","2022"
"3603289313","06-2022-1309","2687","Drinking Water - Community Water Systems","2022"
"3603293311","06-2022-1311","2687","Drinking Water - Community Water Systems","2022"
"3603303966","06-2022-1312","2687","Drinking Water - Community Water Systems","2022"
"3603303998","06-2022-1313","2687","Drinking Water - Community Water Systems","2022"
"3603293736","06-2022-1314","2687","Drinking Water - Community Water Systems","2022"
"3603293587","06-2022-1315","2687","Drinking Water - Community Water Systems","2022"
"3603304005","06-2022-1316","2687","Drinking Water - Community Water Systems","2022"
"3603293770","06-2022-1317","2687","Drinking Water - Community Water Systems","2022"
"3603304011","06-2022-1319","2687","Drinking Water - Community Water Systems","2022"
"3603293336","06-2022-1320","2687","Drinking Water - Community Water Systems","2022"
"3603294253","06-2022-1321","2687","Drinking Water - Community Water Systems","2022"
"3603293585","06-2022-1322","2687","Drinking Water - Community Water Systems","2022"
"3603353020","06-2022-1324","2687","Drinking Water - Community Water Systems","2022"
"3603353038","06-2022-1325","2687","Drinking Water - Community Water Systems","2022"
"3603323425","06-2022-1326","2687","Drinking Water - Community Water Systems","2022"
"3602963816","06-2022-1706","2689","NPDES SNC - Municipal POTW","2022"
"3602975718","06-2022-1707","2689","NPDES SNC - Municipal POTW","2022"
"3602964480","06-2022-1708","2688","NPDES SNC - Industrial","2022"
"3603072024","06-2022-1710","2689","NPDES SNC - Municipal POTW","2022"
"3602974168","06-2022-1722","2651","Region 06 - Minor Wastewater Collection & Treatment Systems","2022"
"3602983936","06-2022-1726","2430","Region 06 - MSGP Compliance","2020"
"3602983829","06-2022-1728","2538","Region 06 - MSGP Compliance","2021"
"3602983812","06-2022-1729","2538","Region 06 - MSGP Compliance","2021"
"3602983812","06-2022-1729","2570","NPDES SNC - Industrial","2021"
"3602935040","06-2022-1730","2643","Region 06 - CAFO Compliance","2022"
"3602925909","06-2022-1731","2689","NPDES SNC - Municipal POTW","2022"
"3602963232","06-2022-1733","2651","Region 06 - Minor Wastewater Collection & Treatment Systems","2022"
"3602963232","06-2022-1733","2689","NPDES SNC - Municipal POTW","2022"
"3603005180","06-2022-1735","2643","Region 06 - CAFO Compliance","2022"
"3603037787","06-2022-1736","2643","Region 06 - CAFO Compliance","2022"
"3603019666","06-2022-1738","2689","NPDES SNC - Municipal POTW","2022"
"3603046692","06-2022-1739","2689","NPDES SNC - Municipal POTW","2022"
"3603001306","06-2022-1740","2689","NPDES SNC - Municipal POTW","2022"
"3603081829","06-2022-1741","2689","NPDES SNC - Municipal POTW","2022"
"3603004301","06-2022-1743","2690","NPDES SNC - Non-sewerage, non-industrial","2022"
"3603057651","06-2022-1756","2688","NPDES SNC - Industrial","2022"
"3603059082","06-2022-1757","2688","NPDES SNC - Industrial","2022"
"3603059104","06-2022-1758","2688","NPDES SNC - Industrial","2022"
"3603060186","06-2022-1759","2688","NPDES SNC - Industrial","2022"
"3603060439","06-2022-1760","2688","NPDES SNC - Industrial","2022"
"3603359344","06-2022-1761","2651","Region 06 - Minor Wastewater Collection & Treatment Systems","2022"
"3603359344","06-2022-1761","2689","NPDES SNC - Municipal POTW","2022"
"3603052482","06-2022-1762","2689","NPDES SNC - Municipal POTW","2022"
"3603040739","06-2022-1763","2689","NPDES SNC - Municipal POTW","2022"
"3603062633","06-2022-1766","2689","NPDES SNC - Municipal POTW","2022"
"3603251234","06-2022-1769","2650","Region 06 - Illegal Waste Disposal Treatment","2022"
"3603310954","06-2022-1771","2651","Region 06 - Minor Wastewater Collection & Treatment Systems","2022"
"3603186134","06-2022-1773","2689","NPDES SNC - Municipal POTW","2022"
"3603275265","06-2022-1774","2689","NPDES SNC - Municipal POTW","2022"
"3603275266","06-2022-1775","2689","NPDES SNC - Municipal POTW","2022"
"3603275268","06-2022-1776","2688","NPDES SNC - Industrial","2022"
"3603275267","06-2022-1777","2688","NPDES SNC - Industrial","2022"
"3603216495","06-2022-1778","2688","NPDES SNC - Industrial","2022"
"3603192331","06-2022-1779","2689","NPDES SNC - Municipal POTW","2022"
