"ACTIVITY_ID","CASE_NUMBER","ACTIVITY_STATUS_DATE","ACTIVITY_TYPE_CODE","ACTIVITY_TYPE_DESC"
"40757","06-2000-1143",,"CMD","Case File"
"40758","06-2000-1144",,"CMD","Case File"
"40848","06-2000-1234",,"CMD","Case File"
"40849","06-2000-1235",,"CMD","Case File"
"40850","06-2000-1236",,"CMD","Case File"
"38714","06-1999-0034",,"CMD","Case File"
"38715","06-1999-0035",,"CMD","Case File"
"38716","06-1999-0036",,"CMD","Case File"
"40488","06-2000-0872",,"CMD","Case File"
"40489","06-2000-0873",,"CMD","Case File"
"40490","06-2000-0874",,"CMD","Case File"
"40474","06-2000-0858",,"CMD","Case File"
"40475","06-2000-0859",,"CMD","Case File"
"40476","06-2000-0860",,"CMD","Case File"
"40477","06-2000-0861",,"CMD","Case File"
"40494","06-2000-0878",,"CMD","Case File"
"40495","06-2000-0879",,"CMD","Case File"
"40496","06-2000-0880",,"CMD","Case File"
"40497","06-2000-0881",,"CMD","Case File"
"40498","06-2000-0882",,"CMD","Case File"
"40499","06-2000-0883",,"CMD","Case File"
"40500","06-2000-0884",,"CMD","Case File"
"40501","06-2000-0885",,"CMD","Case File"
"40502","06-2000-0886",,"CMD","Case File"
"40783","06-2000-1169",,"CMD","Case File"
"40373","06-2000-0757",,"CMD","Case File"
"40374","06-2000-0758",,"CMD","Case File"
"39927","06-2000-0300",,"CMD","Case File"
"36378","06-1996-0074",,"CMD","Case File"
"35560","06-1993-0011",,"CMD","Case File"
"35561","06-1993-0013",,"CMD","Case File"
"35288","06-1991-0107",,"CMD","Case File"
"35292","06-1991-0111",,"CMD","Case File"
"35297","06-1991-0117",,"CMD","Case File"
"38174","06-1998-0482",,"CMD","Case File"
"38175","06-1998-0483",,"CMD","Case File"
"38176","06-1998-0484",,"CMD","Case File"
"35688","06-1993-0149",,"CMD","Case File"
"35689","06-1993-0150",,"CMD","Case File"
"35690","06-1993-0151",,"CMD","Case File"
"35829","06-1994-0118",,"CMD","Case File"
"41894","06-2002-1725",,"CMD","Case File"
"41895","06-2002-1726",,"CMD","Case File"
"38400","06-1998-0708",,"CMD","Case File"
"38245","06-1998-0553",,"CMD","Case File"
"38246","06-1998-0554",,"CMD","Case File"
"38029","06-1998-0335",,"CMD","Case File"
"38030","06-1998-0336",,"CMD","Case File"
"37726","06-1998-0029",,"CMD","Case File"
"38405","06-1998-0713",,"CMD","Case File"
"38406","06-1998-0714",,"CMD","Case File"
"38250","06-1998-0558",,"CMD","Case File"
"38251","06-1998-0559",,"CMD","Case File"
"38252","06-1998-0560",,"CMD","Case File"
"37731","06-1998-0034",,"CMD","Case File"
"37732","06-1998-0035",,"CMD","Case File"
"37733","06-1998-0036",,"CMD","Case File"
"37734","06-1998-0037",,"CMD","Case File"
"37735","06-1998-0038",,"CMD","Case File"
"37736","06-1998-0039",,"CMD","Case File"
"37737","06-1998-0040",,"CMD","Case File"
"37738","06-1998-0041",,"CMD","Case File"
"37739","06-1998-0042",,"CMD","Case File"
"37740","06-1998-0043",,"CMD","Case File"
"37741","06-1998-0044",,"CMD","Case File"
"38336","06-1998-0644",,"CMD","Case File"
"39563","06-1999-0899",,"CMD","Case File"
"39564","06-1999-0900",,"CMD","Case File"
"40424","06-2000-0808",,"CMD","Case File"
"40425","06-2000-0809",,"CMD","Case File"
"40426","06-2000-0810",,"CMD","Case File"
"40427","06-2000-0811",,"CMD","Case File"
"40428","06-2000-0812",,"CMD","Case File"
"40870","06-2000-1258",,"CMD","Case File"
"40871","06-2000-1259",,"CMD","Case File"
"41002","06-2001-0099",,"CMD","Case File"
"41003","06-2001-0100",,"CMD","Case File"
"41004","06-2001-0101",,"CMD","Case File"
"36575","06-1996-0277",,"CMD","Case File"
"36576","06-1996-0278",,"CMD","Case File"
"36577","06-1996-0279",,"CMD","Case File"
"35994","06-1995-0120",,"CMD","Case File"
"36273","06-1995-0404",,"CMD","Case File"
"36167","06-1995-0298",,"CMD","Case File"
"37538","06-1997-0712",,"CMD","Case File"
"37539","06-1997-0713",,"CMD","Case File"
"37540","06-1997-0714",,"CMD","Case File"
"38189","06-1998-0497",,"CMD","Case File"
"38190","06-1998-0498",,"CMD","Case File"
"38191","06-1998-0499",,"CMD","Case File"
"38192","06-1998-0500",,"CMD","Case File"
"37465","06-1997-0637",,"CMD","Case File"
"40845","06-2000-1231",,"CMD","Case File"
"40846","06-2000-1232",,"CMD","Case File"
"40847","06-2000-1233",,"CMD","Case File"
"40657","06-2000-1043",,"CMD","Case File"
"40658","06-2000-1044",,"CMD","Case File"
"38936","06-1999-0264",,"CMD","Case File"
"38937","06-1999-0265",,"CMD","Case File"
"38939","06-1999-0268",,"CMD","Case File"
"41448","06-2001-2710",,"CMD","Case File"
"41654","06-2001-5106",,"CMD","Case File"
"41655","06-2001-5107",,"CMD","Case File"
"41656","06-2001-5108",,"CMD","Case File"
"41944","06-2002-1775",,"CMD","Case File"
"41945","06-2002-1776",,"CMD","Case File"
"41946","06-2002-1777",,"CMD","Case File"
"41947","06-2002-1778",,"CMD","Case File"
"41948","06-2002-1779",,"CMD","Case File"
"41949","06-2002-1780",,"CMD","Case File"
"41950","06-2002-1781",,"CMD","Case File"
"39819","06-2000-0192",,"CMD","Case File"
"39820","06-2000-0193",,"CMD","Case File"
"39821","06-2000-0194",,"CMD","Case File"
"39822","06-2000-0195",,"CMD","Case File"
"37202","06-1997-0372",,"CMD","Case File"
"37203","06-1997-0373",,"CMD","Case File"
"38013","06-1998-0319",,"CMD","Case File"
"38014","06-1998-0320",,"CMD","Case File"
"38015","06-1998-0321",,"CMD","Case File"
"38016","06-1998-0322",,"CMD","Case File"
"38017","06-1998-0323",,"CMD","Case File"
"38018","06-1998-0324",,"CMD","Case File"
"38019","06-1998-0325",,"CMD","Case File"
"38020","06-1998-0326",,"CMD","Case File"
"38021","06-1998-0327",,"CMD","Case File"
"38022","06-1998-0328",,"CMD","Case File"
"38023","06-1998-0329",,"CMD","Case File"
"39355","06-1999-0691",,"CMD","Case File"
"37227","06-1997-0397",,"CMD","Case File"
"39405","06-1999-0741",,"CMD","Case File"
"39406","06-1999-0742",,"CMD","Case File"
"40545","06-2000-0930",,"CMD","Case File"
"40546","06-2000-0931",,"CMD","Case File"
"40547","06-2000-0932",,"CMD","Case File"
"40548","06-2000-0933",,"CMD","Case File"
"39413","06-1999-0749",,"CMD","Case File"
"39156","06-1999-0490",,"CMD","Case File"
"39157","06-1999-0491",,"CMD","Case File"
"39755","06-2000-0128",,"CMD","Case File"
"39756","06-2000-0129",,"CMD","Case File"
"39757","06-2000-0130",,"CMD","Case File"
"39758","06-2000-0131",,"CMD","Case File"
"38259","06-1998-0567",,"CMD","Case File"
"38260","06-1998-0568",,"CMD","Case File"
"38261","06-1998-0569",,"CMD","Case File"
"38262","06-1998-0570",,"CMD","Case File"
"38263","06-1998-0571",,"CMD","Case File"
"38264","06-1998-0572",,"CMD","Case File"
"38265","06-1998-0573",,"CMD","Case File"
"38266","06-1998-0574",,"CMD","Case File"
"38108","06-1998-0414",,"CMD","Case File"
"38109","06-1998-0415",,"CMD","Case File"
"38110","06-1998-0416",,"CMD","Case File"
"39454","06-1999-0790",,"CMD","Case File"
"39455","06-1999-0791",,"CMD","Case File"
"38697","06-1999-0016",,"CMD","Case File"
"38698","06-1999-0017",,"CMD","Case File"
"38699","06-1999-0019",,"CMD","Case File"
"39356","06-1999-0692",,"CMD","Case File"
"39130","06-1999-0462",,"CMD","Case File"
"48901","08-1991-0070",,"CMD","Case File"
"48902","08-1991-0073",,"CMD","Case File"
"48533","08-1989-0245",,"CMD","Case File"
"48534","08-1989-0246",,"CMD","Case File"
"48944","08-1991-0115",,"CMD","Case File"
"47353","07-2001-0204","07/17/2001","SFD","Voluntary Disclosure"
"47179","07-2001-0025","12/06/2000","SFD","Voluntary Disclosure"
"45736","07-1997-0178",,"CMD","Case File"
"148996","07-2005-0244",,"CMD","Case File"
"44583","07-1992-0442",,"CMD","Case File"
"52564","09-1995-0001",,"CMD","Case File"
"51219","08-1999-0096",,"CMD","Case File"
"51225","08-1999-0102",,"CMD","Case File"
"51730","08-2001-0019",,"CMD","Case File"
"44533","07-1992-0373",,"CMD","Case File"
"44808","07-1993-0381",,"CMD","Case File"
"47559","07-2002-0098",,"CMD","Case File"
"36904","06-1997-0073",,"CMD","Case File"
"38834","06-1999-0159",,"CMD","Case File"
"38835","06-1999-0160",,"CMD","Case File"
"38836","06-1999-0161",,"CMD","Case File"
"38837","06-1999-0162",,"CMD","Case File"
"38838","06-1999-0163",,"CMD","Case File"
"38839","06-1999-0164",,"CMD","Case File"
"38840","06-1999-0165",,"CMD","Case File"
"39521","06-1999-0857",,"CMD","Case File"
"38587","06-1998-0900",,"CMD","Case File"
"38588","06-1998-0901",,"CMD","Case File"
"38589","06-1998-0902",,"CMD","Case File"
"38658","06-1998-0971",,"CMD","Case File"
"41112","06-2001-0210",,"CMD","Case File"
"41113","06-2001-0211",,"CMD","Case File"
"41114","06-2001-0212",,"CMD","Case File"
"41115","06-2001-0213",,"CMD","Case File"
"38737","06-1999-0057",,"CMD","Case File"
"41093","06-2001-0191",,"CMD","Case File"
"41094","06-2001-0192",,"CMD","Case File"
"52977","09-1998-0101",,"CMD","Case File"
"52978","09-1998-0102",,"CMD","Case File"
"48504","08-1989-0216",,"CMD","Case File"
"48505","08-1989-0217",,"CMD","Case File"
"48506","08-1989-0218",,"CMD","Case File"
"48508","08-1989-0220",,"CMD","Case File"
"49850","08-1994-0085",,"CMD","Case File"
"48524","08-1989-0236",,"CMD","Case File"
"48509","08-1989-0221",,"CMD","Case File"
"41967","06-2002-1798",,"CMD","Case File"
"41968","06-2002-1799",,"CMD","Case File"
"45329","07-1995-0088",,"CMD","Case File"
"46518","07-1999-0346",,"CMD","Case File"
"46519","07-1999-0347",,"CMD","Case File"
"47165","07-2001-0011","10/04/2000","SFD","Voluntary Disclosure"
"47563","07-2002-0102",,"CMD","Case File"
"50167","08-1995-0015",,"CMD","Case File"
"52979","09-1998-0103",,"CMD","Case File"
"52980","09-1998-0104",,"CMD","Case File"
"52981","09-1998-0105",,"CMD","Case File"
"51459","08-2000-0059",,"CMD","Case File"
"51460","08-2000-0060",,"CMD","Case File"
"51461","08-2000-0061",,"CMD","Case File"
"51462","08-2000-0062",,"CMD","Case File"
"51248","08-1999-0125",,"CMD","Case File"
"51249","08-1999-0126",,"CMD","Case File"
"51250","08-1999-0127",,"CMD","Case File"
"51251","08-1999-0128",,"CMD","Case File"
"51252","08-1999-0129",,"CMD","Case File"
"51253","08-1999-0130",,"CMD","Case File"
"51465","08-2000-0065",,"CMD","Case File"
"48722","08-1990-0190",,"CMD","Case File"
"37386","06-1997-0558",,"CMD","Case File"
"51373","08-1999-0253",,"CMD","Case File"
"51374","08-1999-0254",,"CMD","Case File"
"51375","08-1999-0255",,"CMD","Case File"
"51376","08-1999-0256",,"CMD","Case File"
"51377","08-1999-0257",,"CMD","Case File"
"52205","09-1990-0018",,"CMD","Case File"
"52206","09-1990-0019",,"CMD","Case File"
"46072","07-1998-0230",,"CMD","Case File"
"51487","08-2000-0088",,"CMD","Case File"
"47103","07-2000-0655",,"CMD","Case File"
"42087","06-2002-4131",,"CMD","Case File"
"41385","06-2001-1319",,"CMD","Case File"
"41386","06-2001-1320",,"CMD","Case File"
"41425","06-2001-1359",,"CMD","Case File"
"51508","08-2000-0109",,"CMD","Case File"
"51509","08-2000-0110",,"CMD","Case File"
"51510","08-2000-0111",,"CMD","Case File"
"51511","08-2000-0112",,"CMD","Case File"
"55471","10-1997-0180",,"CMD","Case File"
"51384","08-1999-0265",,"CMD","Case File"
"51698","08-2000-0301",,"CMD","Case File"
"51430","08-2000-0029",,"CMD","Case File"
"51431","08-2000-0030",,"CMD","Case File"
"50461","08-1995-0318",,"CMD","Case File"
"51432","08-2000-0031",,"CMD","Case File"
"51433","08-2000-0032",,"CMD","Case File"
"53622","09-2000-0354",,"CMD","Case File"
"53623","09-2000-0355",,"CMD","Case File"
"53624","09-2000-0356",,"CMD","Case File"
"53625","09-2000-0357",,"CMD","Case File"
"41982","06-2002-1813",,"CMD","Case File"
"51648","08-2000-0250",,"CMD","Case File"
"51650","08-2000-0252",,"CMD","Case File"
"51651","08-2000-0253",,"CMD","Case File"
"51652","08-2000-0254",,"CMD","Case File"
"54370","10-1991-0349",,"CMD","Case File"
"38097","06-1998-0403",,"CMD","Case File"
"43693","07-1990-0041",,"CMD","Case File"
"44361","07-1992-0136",,"CMD","Case File"
"44020","07-1991-0076",,"CMD","Case File"
"43151","07-1988-0010",,"CMD","Case File"
"41426","06-2001-1360",,"CMD","Case File"
"41427","06-2001-1361",,"CMD","Case File"
"41428","06-2001-1362",,"CMD","Case File"
"41429","06-2001-1363",,"CMD","Case File"
"41430","06-2001-1364",,"CMD","Case File"
"41431","06-2001-1365",,"CMD","Case File"
"41432","06-2001-1701",,"CMD","Case File"
"41433","06-2001-2553",,"CMD","Case File"
"41976","06-2002-1807",,"CMD","Case File"
"41977","06-2002-1808",,"CMD","Case File"
"46432","07-1999-0257",,"CMD","Case File"
"47079","07-2000-0631","09/12/2000","SFD","Voluntary Disclosure"
"47080","07-2000-0632","09/12/2000","SFD","Voluntary Disclosure"
"51468","08-2000-0068",,"CMD","Case File"
"51469","08-2000-0069",,"CMD","Case File"
"51470","08-2000-0070",,"CMD","Case File"
"48558","08-1990-0023",,"CMD","Case File"
"48559","08-1990-0024",,"CMD","Case File"
"52985","09-1998-0109",,"CMD","Case File"
"52986","09-1998-0110",,"CMD","Case File"
"52987","09-1998-0111",,"CMD","Case File"
"52988","09-1998-0112",,"CMD","Case File"
"45556","07-1996-0268",,"CMD","Case File"
"41415","06-2001-1349",,"CMD","Case File"
"41416","06-2001-1350",,"CMD","Case File"
"41417","06-2001-1351",,"CMD","Case File"
"41418","06-2001-1352",,"CMD","Case File"
"41606","06-2001-4528",,"CMD","Case File"
"41607","06-2001-4529",,"CMD","Case File"
"41608","06-2001-4530",,"CMD","Case File"
"41265","06-2001-0911",,"CMD","Case File"
"41266","06-2001-0912",,"CMD","Case File"
"41742","06-2001-5197",,"CMD","Case File"
"48488","08-1989-0200",,"CMD","Case File"
"43921","07-1990-0414",,"CMD","Case File"
"51488","08-2000-0089",,"CMD","Case File"
"51489","08-2000-0090",,"CMD","Case File"
"51490","08-2000-0091",,"CMD","Case File"
"47454","07-2001-0308",,"CMD","Case File"
"50457","08-1995-0314",,"CMD","Case File"
"51466","08-2000-0066",,"CMD","Case File"
"50220","08-1995-0069",,"CMD","Case File"
"41983","06-2002-1814",,"CMD","Case File"
"41984","06-2002-1815",,"CMD","Case File"
"41985","06-2002-1816",,"CMD","Case File"
"41986","06-2002-1817",,"CMD","Case File"
"41987","06-2002-1818",,"CMD","Case File"
"41323","06-2001-1251",,"CMD","Case File"
"41324","06-2001-1252",,"CMD","Case File"
"41325","06-2001-1253",,"CMD","Case File"
"41326","06-2001-1254",,"CMD","Case File"
"41327","06-2001-1255",,"CMD","Case File"
"41379","06-2001-1313",,"CMD","Case File"
"41380","06-2001-1314",,"CMD","Case File"
"41590","06-2001-4511",,"CMD","Case File"
"41591","06-2001-4512",,"CMD","Case File"
"43422","07-1989-0145",,"CMD","Case File"
"41963","06-2002-1794",,"CMD","Case File"
"53629","09-2000-0361",,"CMD","Case File"
"53630","09-2000-0362",,"CMD","Case File"
"51786","08-2001-0075",,"CMD","Case File"
"51787","08-2001-0076",,"CMD","Case File"
"53331","09-2000-0059",,"CMD","Case File"
"53332","09-2000-0060",,"CMD","Case File"
"53333","09-2000-0061",,"CMD","Case File"
"53334","09-2000-0062",,"CMD","Case File"
"48576","08-1990-0041",,"CMD","Case File"
"51010","08-1998-0108",,"CMD","Case File"
"50235","08-1995-0085",,"CMD","Case File"
"50060","08-1994-0298",,"CMD","Case File"
"51239","08-1999-0116",,"CMD","Case File"
"51240","08-1999-0117",,"CMD","Case File"
"51467","08-2000-0067",,"CMD","Case File"
"44108","07-1991-0209",,"CMD","Case File"
"41629","06-2001-4551",,"CMD","Case File"
"41249","06-2001-0703",,"CMD","Case File"
"51024","08-1998-0122",,"CMD","Case File"
"93351","03-2003-0170",,"CMD","Case File"
"93354","03-2003-0171",,"CMD","Case File"
"105629","06-2003-0605","09/19/2003","SFD","Voluntary Disclosure"
"103018","06-2003-0602","08/26/2003","SFD","Voluntary Disclosure"
"103251","06-2003-0600","08/20/2003","SFD","Voluntary Disclosure"
"86138","05-2002-1009",,"CMD","Case File"
"97244","08-2003-0109",,"CMD","Case File"
"95771","06-2003-1945","04/07/2003","INS","Inspection/Evaluation"
"145168","HQ-2003-6002","02/04/2005","SFD","Voluntary Disclosure"
"87438","04-2002-9025",,"CMD","Case File"
"87441","04-2002-9944",,"CMD","Case File"
"88616","HQ-2002-5053","09/27/2002","SFD","Voluntary Disclosure"
"88619","HQ-2002-5054","09/30/2002","SFD","Voluntary Disclosure"
"90623","01-2003-0008","11/19/2002","INS","Inspection/Evaluation"
"105901","01-2003-9175","09/30/2003","SFD","Voluntary Disclosure"
"135067","01-2004-9300","01/06/2003","SFD","Voluntary Disclosure"
"55943","10-2000-0069",,"CMD","Case File"
"55944","10-2000-0070",,"CMD","Case File"
"54189","10-1990-0019",,"CMD","Case File"
"52911","09-1998-0034",,"CMD","Case File"
"52912","09-1998-0035",,"CMD","Case File"
"52913","09-1998-0036",,"CMD","Case File"
"52914","09-1998-0037",,"CMD","Case File"
"52875","09-1997-0182",,"CMD","Case File"
"52876","09-1997-0183",,"CMD","Case File"
"52877","09-1997-0184",,"CMD","Case File"
"104410","08-2003-0196",,"CMD","Case File"
"95972","04-2003-9902",,"CMD","Case File"
"108842","01-2003-9212","05/30/2003","SFD","Voluntary Disclosure"
"105551","01-2003-9160","05/21/2003","SFD","Voluntary Disclosure"
"128096","01-2004-9108","05/04/2004","SFD","Voluntary Disclosure"
"95519","01-2003-9068","02/26/2003","SFD","Voluntary Disclosure"
"94326","05-2003-0032","11/04/2002","AIF","Administrative - Informal"
"94330","05-2003-0033","11/04/2002","AIF","Administrative - Informal"
"84156","03-2002-0233",,"CMD","Case File"
"84161","03-2002-0234",,"CMD","Case File"
"95714","06-2003-1944","03/27/2003","INS","Inspection/Evaluation"
"161476","05-2005-0126","04/22/2005","SFD","Voluntary Disclosure"
"1400008517","05-2008-6619","08/21/2008","SFD","Voluntary Disclosure"
"55726","10-1999-0116",,"CMD","Case File"
"51168","08-1999-0044",,"INS","Inspection/Evaluation"
"96353","01-2002-9003","09/30/2002","SFD","Voluntary Disclosure"
"95718","01-2003-9069","10/25/2002","SFD","Voluntary Disclosure"
"126401","06-2004-0602","08/30/2004","SFD","Voluntary Disclosure"
"87637","04-2002-9965",,"CMD","Case File"
"87640","04-2002-9024",,"CMD","Case File"
"105306","08-2003-0238","11/25/2002","AFR","Administrative - Formal"
"91789","03-2003-0129",,"CMD","Case File"
"88458","01-2002-0225","03/06/2002","SFD","Voluntary Disclosure"
"106386","01-2003-9183","09/22/2003","SFD","Voluntary Disclosure"
"92692","06-2003-1930",,"CMD","Case File"
"96315","06-2003-1897","11/13/2002","INS","Inspection/Evaluation"
"96315","06-2003-1897","11/13/2002","INS","Inspection/Evaluation"
"96218","08-2003-0081",,"CMD","Case File"
"89920","08-2003-0031","10/16/2002","INS","Inspection/Evaluation"
"1800036540","07-2009-0303","12/02/2002","INV","Compliance Investigation"
"51450","08-2000-0050",,"INF","Information Request"
"131287","05-2004-3947",,"CMD","Case File"
"90930","06-2003-1763",,"INS","Inspection/Evaluation"
"109315","01-2004-9013","12/11/2003","SFD","Voluntary Disclosure"
"91941","06-2003-1858",,"CMD","Case File"
"100632","05-2003-0061",,"CMD","Case File"
"91015","06-2003-1841",,"CMD","Case File"
"90930","06-2003-1763","11/19/2001","INS","Inspection/Evaluation"
"90930","06-2003-1763","11/19/2001","INS","Inspection/Evaluation"
"94326","05-2003-0032",,"CMD","Case File"
"91159","06-2003-1845",,"CMD","Case File"
"115216","08-2004-0064",,"AFR","Administrative - Formal"
"89748","06-2003-5302",,"CMD","Case File"
"89752","06-2003-5500",,"CMD","Case File"
"104545","01-2003-9140","08/22/2003","SFD","Voluntary Disclosure"
"47586","07-2002-0130",,"CMD","Case File"
"91058","06-2003-1835","12/17/2002","INS","Inspection/Evaluation"
"99676","02-2003-7503",,"INS","Inspection/Evaluation"
"90191","06-2003-1794",,"CMD","Case File"
"88312","04-2002-9972",,"CMD","Case File"
"129357","07-2004-0314","11/17/2002","INS","Inspection/Evaluation"
"51918","08-2002-0009",,"INS","Inspection/Evaluation"
"94267","02-2003-7917","01/31/2003","INS","Inspection/Evaluation"
"90927","06-2003-1832",,"CMD","Case File"
"96304","08-2003-0086",,"CMD","Case File"
"91669","06-2003-1848",,"CMD","Case File"
"91672","06-2003-1847",,"AFR","Administrative - Formal"
"91672","06-2003-1847",,"CMD","Case File"
"91650","06-2003-1870",,"CMD","Case File"
"91652","06-2003-1876",,"CMD","Case File"
"91654","06-2003-1881",,"CMD","Case File"
"91657","06-2003-1880",,"CMD","Case File"
"91662","06-2003-1852",,"CMD","Case File"
"102443","01-2003-9095","07/29/2003","SFD","Voluntary Disclosure"
"96035","06-2003-1122","05/28/2003","AFR","Administrative - Formal"
"51876","08-2001-0166",,"CMD","Case File"
"51184","08-1999-0060",,"AIF","Administrative - Informal"
"91675","06-2003-1850",,"CMD","Case File"
"91678","06-2003-1849",,"CMD","Case File"
"123551","01-2004-9074","06/08/2004","SFD","Voluntary Disclosure"
"102462","01-2003-9114","07/15/2003","SFD","Voluntary Disclosure"
"104552","01-2003-9147","09/18/2003","SFD","Voluntary Disclosure"
"112831","07-2004-0118","02/18/2003","INS","Inspection/Evaluation"
"135338","07-2005-0026","02/18/2003","INS","Inspection/Evaluation"
"112832","07-2004-0117","02/18/2003","INS","Inspection/Evaluation"
"126027","07-2004-0264","02/18/2003","INS","Inspection/Evaluation"
"90939","06-2003-1831",,"CMD","Case File"
"90941","06-2003-1830",,"CMD","Case File"
"90943","06-2003-1828",,"CMD","Case File"
"92688","06-2003-1928",,"CMD","Case File"
"85532","03-2002-0277",,"CMD","Case File"
"85535","03-2002-0278",,"CMD","Case File"
"93198","06-2003-3304",,"CMD","Case File"
"90342","06-2003-1799",,"CMD","Case File"
"90342","06-2003-1799",,"CMD","Case File"
"51452","08-2000-0052",,"INS","Inspection/Evaluation"
"126093","05-2004-2940",,"CMD","Case File"
"109490","02-2004-9275","07/16/2003","INS","Inspection/Evaluation"
"114365","02-2004-9274","07/16/2003","INS","Inspection/Evaluation"
"114365","02-2004-9274","07/16/2003","INS","Inspection/Evaluation"
"98210","06-2003-1124","01/31/2003","AIF","Administrative - Informal"
"85626","05-2002-1003",,"CMD","Case File"
"142825","05-2005-0057","03/24/2005","SFD","Voluntary Disclosure"
"132544","05-2004-0641",,"CMD","Case File"
"104597","08-2003-0208",,"CMD","Case File"
"88668","08-2003-0007",,"CMD","Case File"
"88665","08-2003-0006",,"CMD","Case File"
"51139","08-1999-0015",,"CMD","Case File"
"87447","04-2002-9945",,"CMD","Case File"
"87455","04-2002-9036",,"CMD","Case File"
"51652","08-2000-0254",,"INS","Inspection/Evaluation"
"99922","05-2003-0343",,"CMD","Case File"
"92693","06-2003-1929",,"CMD","Case File"
"96222","08-2003-0083",,"CMD","Case File"
"53309","09-2000-0037",,"CMD","Case File"
"97952","06-2003-0749",,"CMD","Case File"
"129218","05-2004-0081","06/24/2004","SFD","Voluntary Disclosure"
"107168","05-2003-6800","07/30/2003","SFD","Voluntary Disclosure"
"50911","08-1998-0007",,"CMD","Case File"
"51357","08-1999-0235",,"CMD","Case File"
"50973","08-1998-0070",,"CMD","Case File"
"50986","08-1998-0084",,"CMD","Case File"
"130869","08-2004-0218","06/18/2003","INS","Inspection/Evaluation"
"87019","08-2002-0145","05/08/2002","INS","Inspection/Evaluation"
"50957","08-1998-0053",,"CMD","Case File"
"52192","09-1989-0041",,"CMD","Case File"
"52193","09-1990-0001",,"CMD","Case File"
"52194","09-1990-0002",,"CMD","Case File"
"52196","09-1990-0008",,"CMD","Case File"
"54030","10-1986-0013",,"CMD","Case File"
"52857","09-1997-0160",,"CMD","Case File"
"52858","09-1997-0162",,"CMD","Case File"
"52859","09-1997-0163",,"CMD","Case File"
"93080","04-2002-9030",,"CMD","Case File"
"91018","01-2003-0012","12/11/2002","INS","Inspection/Evaluation"
"92526","06-2003-1903",,"CMD","Case File"
"92529","06-2003-1902",,"CMD","Case File"
"88380","03-2003-0005","06/28/2002","INV","Compliance Investigation"
"102774","03-2003-0358","06/28/2002","INV","Compliance Investigation"
"92412","06-2003-1874",,"CMD","Case File"
"53310","09-2000-0038",,"CMD","Case File"
"53311","09-2000-0039",,"CMD","Case File"
"55170","10-1995-0085",,"CMD","Case File"
"144950","08-2005-0062","02/16/2005","CMD","Case File"
"600010350","02-2006-1208","05/10/2005","INS","Inspection/Evaluation"
"169070","02-2005-0878","02/06/2006","SFD","Voluntary Disclosure"
"129713","05-2004-3945",,"CMD","Case File"
"137266","05-2005-2001","07/14/2004","INS","Inspection/Evaluation"
"51851","08-2001-0141",,"JDC","Judicial"
"150132","08-2005-0104",,"JDC","Judicial"
"175461","02-2006-1201","07/01/2004","INS","Inspection/Evaluation"
"600071305","05-2008-3755","09/01/2011","SFD","Voluntary Disclosure"
"600070888","01-2008-5003","06/04/2004","INF","Information Request"
"126029","05-2004-0065",,"CMD","Case File"
"135713","06-2005-1754","10/28/2004","INS","Inspection/Evaluation"
"142982","01-2005-0009","09/17/2004","SFD","Voluntary Disclosure"
"139996","06-2005-1927","07/01/2004","INS","Inspection/Evaluation"
"139952","03-2005-0083","03/10/2005","SFD","Voluntary Disclosure"
"600018426","02-2007-7908","12/14/2004","INS","Inspection/Evaluation"
"144032","07-2005-0204",,"CMD","Case File"
"125931","08-2004-0154","06/09/2004","CMD","Case File"
"123821","03-2004-0323",,"CMD","Case File"
"123826","03-2004-0324",,"CMD","Case File"
"600027681","05-2007-9907","09/14/2004","INS","Inspection/Evaluation"
"600027681","05-2007-9907","09/14/2004","INS","Inspection/Evaluation"
"600027681","05-2007-9907","09/14/2004","INS","Inspection/Evaluation"
"600027681","05-2007-9907","09/14/2004","INS","Inspection/Evaluation"
"600027681","05-2007-9907","09/14/2004","INS","Inspection/Evaluation"
"600027681","05-2007-9907","09/14/2004","INS","Inspection/Evaluation"
"600027681","05-2007-9907","09/14/2004","INS","Inspection/Evaluation"
"153023","04-2005-9927",,"CMD","Case File"
"146979","04-2005-9935",,"CMD","Case File"
"136751","08-2005-0025","10/13/2004","CMD","Case File"
"133633","05-2004-0089","06/30/2004","SFD","Voluntary Disclosure"
"126083","05-2004-3956",,"CMD","Case File"
"128350","02-2004-9168","12/15/2003","INS","Inspection/Evaluation"
"122949","08-2004-0139","06/16/2004","CMD","Case File"
"88995","05-2003-4085","10/11/2007","INS","Inspection/Evaluation"
"141881","08-2005-0051","09/08/2004","CMD","Case File"
"151177","05-2005-0101",,"CMD","Case File"
"141400","03-2005-0131",,"CMD","Case File"
"141400","03-2005-0131",,"CMD","Case File"
"600006699","07-2006-0278","01/13/2005","INS","Inspection/Evaluation"
"141044","02-2005-0812","02/15/2005","SFD","Voluntary Disclosure"
"137030","07-2005-0070",,"CMD","Case File"
"123953","01-2004-9084","07/01/2004","SFD","Voluntary Disclosure"
"160285","02-2005-1223","06/08/2004","INS","Inspection/Evaluation"
"161079","02-2005-1049","06/08/2004","INS","Inspection/Evaluation"
"128028","06-2004-0619","09/21/2004","SFD","Voluntary Disclosure"
"144245","06-2005-5607",,"CMD","Case File"
"142633","02-2005-3301","08/05/2004","INS","Inspection/Evaluation"
