"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","COMP_ACTION_ID","ENVIRONMENTAL_IMPACT_ID","SEP_ID","POLLUTANT_CODE","POLLUTANT_NAME","AVERAGE_ANNUAL_VALUE","POLLUTANT_UNIT_CODE","MEDIA_CODE","MEDIA_DESC","SEP_OR_COMP_FLAG"
"39655","06-2000-0028","27586","2600805913","9216",,"2787","NITRIC ACID","255","lbs","AIR","Air","C"
"39728","06-2000-0101","27657","2600805914","9313",,"1165","COPPER","14540","lbs","WAT","Water","C"
"39750","06-2000-0123","27679","2600801262","9330",,"6236","TSS","103080","lbs","WAT","Water","C"
"39752","06-2000-0125","27681","2600801263","9331",,"652","BIOCHEMICAL OXYGEN DEMAND (BOD)","180","lbs","WAT","Water","C"
"39790","06-2000-0163","27719","2600802250","9380",,"6589","CRUDE OIL","15","DRUMS","WAT","Water","C"
"39864","06-2000-0237","27790","2600801951","9430",,"1394","DICHLOROMETHANE","622","lbs","AIR","Air","C"
"39871","06-2000-0244","27796","2600801955","9455",,"5590","MEK","14","lbs","AIR","Air","C"
"39892","06-2000-0265","27817","2600801961","9465",,"4210","TOTAL SUSPENDED SOLIDS","2000","lbs","WAT","Water","C"
"39924","06-2000-0297","27848","2600803847","9497",,"6589","CRUDE OIL","40","DRUMS","WAT","Water","C"
"40031","06-2000-0409","27953","2600802684","9577",,"832","CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND","2730","lbs","WAT","Water","C"
"40031","06-2000-0409","27953","2600802684","9579",,"4850","AMMONIA-NITROGEN","36030","lbs","WAT","Water","C"
"40264","06-2000-0645","28185","2600804924","9619",,"4210","TOTAL SUSPENDED SOLIDS","10","lbs","WAT","Water","C"
"40272","06-2000-0654","28193","2600804925","9620",,"2948","OIL AND GREASE (O & G)","100","gal","WAT","Water","C"
"40275","06-2000-0657","28196","2600804928","9623",,"2948","OIL AND GREASE (O & G)","100","gal","WAT","Water","C"
"40502","06-2000-0886","28414","2600800159","9651",,"1165","COPPER","10","lbs","WAT","Water","C"
"40509","06-2000-0894","28421","2600808865","9658",,"2948","OIL AND GREASE (O & G)","100","gal","WAT","Water","C"
"40621","06-2000-1007","28527","2600800170","9671",,"1288","CUMENE","10","lbs","AIR","Air","C"
"40632","06-2000-1018","28538","2600800172","9675",,"5313","FECAL COLIFORM BACTERIA","100","ml","WAT","Water","C"
"40703","06-2000-1089","28609","2600800190","9700",,"2948","OIL AND GREASE (O & G)","100","gal","WAT","Water","C"
"40762","06-2000-1148","28666","2600805433","9707",,"6589","CRUDE OIL","50","DRUMS","WAT","Water","C"
"40771","06-2000-1157","28675","2600805437","9712",,"6589","CRUDE OIL","25","DRUMS","WAT","Water","C"
"40805","06-2000-1191","28709","2600810356","9733",,"7214","DIESEL FUEL","40000","lbs","AIR","Air","C"
"40810","06-2000-1196","28714","2600802198","9736",,"8139","JET FUEL","35000","lbs","AIR","Air","C"
"40834","06-2000-1220","28735","2600813589","30306",,"6686",,"824000","PNDSYR","AIR","Air","C"
"40846","06-2000-1232","28742","2600800748","2600800014",,"5727","NOX","6523.33333333333333333333333333333333333","tons","AIR","Air","C"
"41060","06-2001-0158","28939","2600802233","9791",,"5677","NACL H2O (BRINE)","100","DRUMS","WAT","Water","C"
"41090","06-2001-0188","28968","2600800436","9805",,"652","BIOCHEMICAL OXYGEN DEMAND (BOD)","20","gal","WAT","Water","C"
"41100","06-2001-0198","28978","2600800970","9812",,"375","AMMONIA","617","lbs","WAT","Water","C"
"41115","06-2001-0213","28991","2600808701","9821",,"6589","CRUDE OIL","3","DRUMS","WAT","Water","C"
"41116","06-2001-0214","28992","2600800977","9822",,"6589","CRUDE OIL","8","DRUMS","WAT","Water","C"
"41134","06-2001-0232","29010","2600800989","9835",,"67","1,1,1-TRICHLOROETHANE","1840","lbs","AIR","Air","C"
"41163","06-2001-0261","29036","2600800997","9848",,"6594","BRINE","20","DRUMS","WAT","Water","C"
"41604","06-2001-4526","29446","2600802794","9904",,"6589","CRUDE OIL","35","DRUMS","WAT","Water","C"
"41618","06-2001-4540","29460","2600804504","9916",,"6589","CRUDE OIL","20","DRUMS","WAT","Water","C"
"41635","06-2001-4557","29477","2600804517","9930",,"6589","CRUDE OIL","10","DRUMS","WAT","Water","C"
"41683","06-2001-5135","29525","2600801553","9952",,"3714","SILVER","37","lbs","WAT","Water","C"
"41701","06-2001-5155","29543","2600801686","9961",,"6596","SALTWATER","10","DRUMS","WAT","Water","C"
"41729","06-2001-5184","29571","2600801696","9979",,"4210","TOTAL SUSPENDED SOLIDS","1","tons","WAT","Water","C"
"41885","06-2002-1716","29727","2600812400","14830",,"4210",,"200","L","WAT","Water","C"
"41941","06-2002-1772","29783","2600805064","10005",,"652","BIOCHEMICAL OXYGEN DEMAND (BOD)","1700","lbs","WAT","Water","C"
"41949","06-2002-1780","29791","2600807355","14383",,"4210",,"200","L","WAT","Water","C"
"41953","06-2002-1784","29795","2600809702","14766",,"4210",,"30542","lbs","WAT","Water","C"
"41954","06-2002-1785","29796","2600806752","14753",,"4210",,"216995","lbs","WAT","Water","C"
"41977","06-2002-1808","29819","2600808502","14905",,"4210",,"14425","lbs","WAT","Water","C"
"41993","06-2002-1824","29835","2600806763","14770",,"4210",,"3645","lbs","WAT","Water","C"
"42017","06-2002-3329","29859","2600805206","10042",,"742","BUTADIENE","340","lbs","AIR","Air","C"
"42024","06-2002-3708","600009803","2600814563","600006549",,"6613",,"1420800","PNDSYR","SWT","Water (navigable/surface)","C"
"42172","06-2002-4512","29980","2600805217","10055",,"6589","CRUDE OIL","10","DRUMS","WAT","Water","C"
"42175","06-2002-4515","29983","2600805220","10058",,"6589","CRUDE OIL","10","DRUMS","WAT","Water","C"
"45069","07-1994-0258","31869","2600805472","10133",,"6562","LEAD","1361","kg","WAT","Water","C"
"45331","07-1995-0093","32047","2600806344","10148",,"4284","TRICHLOROEHTYLENE","5","L","DWT","Water (drinking)","C"
"45589","07-1997-0004","32236","2600810638","10238",,"6595","TOULENE","35358","lbs","AIR","Air","C"
"45729","07-1997-0171","32366","2600812251","10294",,"5617","METHANOL","7500","lbs","AIR","Air","C"
"46719","07-2000-0209","33278","2600801601","10431",,"2317","LEAD(PH)","60000","yd3","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
"47320","07-2001-0170","45325","2600808248","16303",,"6562",,"10","lbs","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"47509","07-2002-0045","34006","2600806174","14011",,"6382",,"500","LBS/YR","AIR","Air","C"
"47574","07-2002-0113","34064","2600810491","15288",,"6382",,"200","lbs","AIR","Air","C"
"47605","07-2002-0149","34094","2600810208","15373",,"6900",,"2","gal","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"47626","07-2002-0172","43592","2600806753","14755",,"2948",,"300","DRUMS","LIQ","Liquid","C"
"50494","08-1996-0034","55273","2600814625","28650",,"467",,"5227200","yd3","SIL","Soil","C"
"51156","08-1999-0032","36493","2600808287","13854",,"2215",,"15","lbs","WAT","Water","C"
"51167","08-1999-0043","36504","2600804165","10972",,"955","CFC (CHLOROFLUOROCARBONS)","1816","lbs","AIR","Air","C"
"51282","08-1999-0159","36611","2600803943","11077",,"3273","PETROLEUM OIL","84250","gal","WAT","Water","C"
"51363","08-1999-0243","3600286940","3600051195","3600037363",,"7152",,"7042507243","lbs","LAN","Land","C"
"51686","08-2000-0289","47348","2600807586","18482",,"6580",,"0","ACRES","WTL","Water (wetlands)","C"
"51747","08-2001-0036","37064","2600805922","11677",,"1530","DREDGE AND FILL MATERIAL",,"yd3","WAT","Water","C"
"51757","08-2001-0046","37074","2600807609","11696",,"6738","XYLENE","360000","mg","AIR","Air","C"
"51904","08-2001-0195","37206","2600804405","11874",,"6580","FILL MATERIAL","10000","yd3","WAT","Water","C"
"51919","08-2002-0010","37220","2600802029","11891",,"6583","GASOLINE","8000","gal","WAT","Water","C"
"51931","08-2002-0022","37231","2600802033","11901",,"6723","WASTE OIL","250","gal","WAT","Water","C"
"52260","09-1991-0033","2200000809","2600821889","2200000620",,"905",,"204770","PNDSYR","WPT","Water (wastewater to POTW)","C"
"52448","09-1993-0031","37695","2600803738","11977",,"6562","LEAD","2","lbs","WAT","Water","C"
"52448","09-1993-0031","37695","2600803738","11975",,"2741","NICKEL","20","lbs","WAT","Water","C"
"52491","09-1994-0023","37736","2600800473","11990",,"6296","VOCS","341","tons","AIR","Air","C"
"52640","09-1996-0022","37877","2600802641","12078",,"3949","SULFURIC ACID_(TRI - 1991)","1537","lbs","GWT","Water (ground)","C"
"52703","09-1996-0088","37918","2600804057","12116",,"2102","HYDROGEN SULFIDE","200","lbs","AIR","Air","C"
"52858","09-1997-0162","38051","2600804002","12183",,"1165","COPPER","50","lbs","WAT","Water","C"
"52991","09-1998-0115","42399","2600805658","13769",,"3935",,"63000","gal","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
"53271","09-1999-0209","55773","2600813925","23894",,"6613",,"70","ACRS","WTL","Water (wetlands)","C"
"53443","09-2000-0171","49740","2600811678","19467",,"6418",,"50000","LBS/YR","AIR","Air","C"
"53560","09-2000-0292","53752","2600810077","22659",,"4210",,"71525","lbs","WPT","Water (wastewater to POTW)","C"
"53651","09-2000-0383","38786","2600805367","12379",,"3173","PCB","6000","tons","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
"53864","09-2001-0157","42581","2600806148","13980",,"4775",,"4","gal","LDF","Landfill","C"
"53879","09-2002-0015","38998","2600810921","14556",,"5617",,"4912","lbs","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
"53885","09-2002-0021","39003","2600804757","12531",,"928","CHLORINE","5500","lbs","SWT","Water (navigable/surface)","C"
"53890","09-2002-0026","39008","2600804758","12532",,"6818","PERCHLOROETHYLENE","845","lbs","AIR","Air","C"
"54902","10-1994-0005","39560","2600803124","12567",,"5617","METHANOL","14516","lbs","AIR","Air","C"
"55142","10-1995-0052","39701","2600804905","12649",,"261","ACETONE","4672","kg","AIR","Air","C"
"55147","10-1995-0058","39704","2600805528","12654",,"680","BOD","125000","lbs","WAT","Water","C"
"55171","10-1995-0086","39713","2600804906","12667",,"6663","TCE","1270052","kg","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
"55451","10-1997-0160","39927","2600805185","12881",,"5313","FECAL COLIFORM BACTERIA","11700000","ml","WAT","Water","C"
"55559","10-1998-0097","40008","2600801355","12968",,"5313","FECAL COLIFORM BACTERIA","1800000","lbs","WAT","Water","C"
"55592","10-1998-0132","40028","2600801361","12985",,"2948","OIL AND GREASE (O & G)","2000","gal","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
"55812","10-1999-0205","40194","2600801797","13068",,"2423","MANGANESE","5","lbs","AIR","Air","C"
"55938","10-2000-0064","40293","2600801814","13108",,"680","BOD","20","mg","WAT","Water","C"
"55938","10-2000-0064","40293","2600801814","13110",,"6236","TSS","20","mg","WAT","Water","C"
"55964","10-2000-0090","40319","2600801822","13137",,"1780","FILL (DIRT, ROCK)","8000","ft3","LDF","Landfill","C"
"55987","10-2000-0119","40338","2600801826","13149",,"4344","TSS (SUSPENDED SOLID","4000","lbs","WAT","Water","C"
"56002","10-2000-0135","42207","2600807459","15119",,"6289",,"1620","tons","AIR","Air","C"
"56174","10-2001-0075","40478","2600804595","13208",,"2931","OIL & GAS","3000","lbs","WAT","Water","C"
"56195","10-2001-0096","40493","2600800128","13212",,"3923","SULFUR DIOXIDE (SO2)","60","tons","AIR","Air","C"
"56199","10-2001-0100","40495","2600800129","13222",,"5914","PM PARTICULATES","550","tons","AIR","Air","C"
"56293","10-2001-0194","40538","2600800135","13239",,"6105","SULFIC ACID","300","gal","LIQ","Liquid","C"
"56386","10-2002-0024","43911","2600807985","15164",,"4210",,"825","lbs","WAT","Water","C"
"56420","10-2002-0064","40596","2600807394","15195",,"1462",,"84","kg","SED","Water (sediment)","C"
"56420","10-2002-0064","40596","2600807394","15207",,"618",,"377","kg","SED","Water (sediment)","C"
"56420","10-2002-0064","40596","2600807394","15213",,"245",,"56","kg","SED","Water (sediment)","C"
"56420","10-2002-0064","40596","2600807394","15222",,"2741",,"11100","kg","SED","Water (sediment)","C"
"56420","10-2002-0064","40596","2600807394","15241",,"1374",,"22","kg","SED","Water (sediment)","C"
"56421","10-2002-0065","43831","2600806070","15508",,"1462",,"69","kg","SED","Water (sediment)","C"
"56421","10-2002-0065","43831","2600806070","15534",,"3714",,"371","kg","SED","Water (sediment)","C"
"56421","10-2002-0065","43831","2600806070","15539",,"5680",,"73","kg","SED","Water (sediment)","C"
"56421","10-2002-0065","43831","2600806070","15519",,"1385",,"5","kg","SED","Water (sediment)","C"
"56422","10-2002-0066","43833","2600806071","15582",,"3329",,"1","kg","SED","Water (sediment)","C"
"56422","10-2002-0066","43833","2600806071","15585",,"1631",,"2","kg","SED","Water (sediment)","C"
"83889","03-2002-0202","45663","2600810989","16516",,"2885",,"60","PEOPLE","DWT","Water (drinking)","C"
"83946","07-2002-0188","42225","2600811835","13569",,"3207",,"100","gal","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"84234","07-2002-0199","42308","2600811779","15391",,"6382",,"2500","LBS/YR","AIR","Air","C"
"84554","06-2002-1844","42346","2600805988","13719",,"4210",,"4000","lbs","WAT","Water","C"
"84580","03-2002-0246","3600183286","3600038971","3600027217",,"10486",,"457866","PNDSYR","WPT","Water (wastewater to POTW)","C"
"84738","07-2002-0211","43500","2600806059","16744",,"7217",,"27","DRUMS","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"84787","03-2002-0214","43788","2600807440","15087",,"6417",,"2000","LBS/YR","WAT","Water","C"
"84793","09-2002-0062","42425","2600805661","13787",,"6435",,"200000","LBS/YR","SWT","Water (navigable/surface)","C"
"84919","06-2002-1865","42444","2600805674","13824",,"4210",,"2000","lbs","WAT","Water","C"
"85067","10-2002-0137","47012","2600811370","17401",,"6598",,"3","ACRES","WTL","Water (wetlands)","C"
"85101","02-2002-3120","42467","2600810290","13873",,"652",,"233482","LBS/YR","WAT","Water","C"
"85104","02-2002-3025","42470","2600812370","13876",,"652",,"1000","tons","WAT","Water","C"
"85131","06-2002-1869","42491","2600810445","13899",,"4210",,"23189","lbs","WAT","Water","C"
"85148","02-2002-3137","42500","2600810452","13908",,"652",,"44748","LBS/YR","WAT","Water","C"
"85194","07-2002-0225","42513","2600810456","13915",,"5152",,"192","gal","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"85279","06-2002-1905","42543","2600808540","13956",,"4210",,"72740","lbs","WAT","Water","C"
"85331","02-2002-8045","42571","2600806187","14035",,"6638",,"136","PEOPLE","DWT","Water (drinking)","C"
"85556","05-2002-0343","42632","2600806475","19110",,"5713",,"25","PEOPLE","DWT","Water (drinking)","C"
"85661","08-2002-0105","42655","2600810060","15593",,"467",,"1124","lbs","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
"85817","02-2002-8040","42697","2600806194","14056",,"6638",,"1100","PEOPLE","DWT","Water (drinking)","C"
"85873","10-2002-0146","42728","2600810570","14985",,"2817",,"13","LBS/YR","WAT","Water","C"
"85941","08-2002-0113","42733","2600810925","14572",,"6589",,"15","DRUMS","WAT","Water","C"
"85942","05-2002-2014","42734","2600807452","15469",,"6585",,"82","kg","SWT","Water (navigable/surface)","C"
"86345","02-2002-8043","42943","2600808162","14182",,"6639",,"312","PEOPLE","DWT","Water (drinking)","C"
"86472","01-2002-0150","42996","2600808043","19523",,"2448",,"10","LBS/YR","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"86472","01-2002-0150","42996","2600808043","19525",,"6850",,"33","LBS/YR","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"86563","04-2002-9070","600004251","2600806464","600001602",,"7003",,"116800","PNDSYR","AIR","Air","C"
"86563","04-2002-9070","600004251","2600806464","600001603",,"10193",,"1057200","PNDSYR","AIR","Air","C"
"86563","04-2002-9070","600004251","2600806464","600001605",,"12289",,"48000","PNDSYR","AIR","Air","C"
"86727","09-2002-0083","43160","2600805704","14305",,"4210",,"13","lbs","WAT","Water","C"
"86851","05-2003-0266","47068","2600809070","17503",,"823",,"320000","LBS/YR","AIR","Air","C"
"86957","09-2002-0090","43242","2600807368","14590",,"4210",,"14","lbs","WAT","Water","C"
"86981","08-2002-0142","44709","2600807233","18509",,"6724",,"15400","gal","WAT","Water","C"
"87013","09-2002-0094","43252","2600807378","14474",,"4210",,"13","lbs","WAT","Water","C"
"87030","01-2002-0172","3000009943","3000010527","3000007335",,"5889",,"5","lbs","SWT","Water (navigable/surface)","C"
"87035","01-2002-0173","600004061","2600812853","600001816",,"11916",,"340000000","gal","SWT","Water (navigable/surface)","C"
"87096","03-2002-0317","600003750","2600812507","600001256",,"7659",,"73500","gal","SIL","Soil","C"
"87150","02-2002-2007","43319","2600810922","14567",,"6424",,"2000","lbs","AIR","Air","C"
"87203","09-2002-0140","55235","2600810095","23541",,"4210",,"18700000","PNDSYR","SWT","Water (navigable/surface)","C"
"87204","09-2002-0120","600010043","2600815271","600006720",,"10358",,"7257600","PNDSYR","AIR","Air","C"
"87307","01-2002-0189","43456","2600810964","14641",,"2741",,"150","lbs","WAT","Water","C"
"87379","01-2002-0190","43477","2600806924","17570",,"4210",,"33","ACRES","SWT","Water (navigable/surface)","C"
"87856","01-2002-0204","43792","2600807707","18688",,"6352",,"52.5","lbs","WAT","Water","C"
"87984","02-2002-3012","43850","2600807447","15097",,"4210",,"5004","lbs","WAT","Water","C"
"88009","02-2002-3078","43862","2600807454","15113",,"6613",,"360000","lbs","WAT","Water","C"
"88108","02-2002-3050","43908","2600805686","15148",,"6613",,"3120000","lbs","WAT","Water","C"
"88125","02-2002-3065","43921","2600807989","15158",,"6613",,"1560000","lbs","WAT","Water","C"
"88455","03-2003-0006","44304","2600807965","17210",,"6417",,"375","gal","MLT","Multi-Media","C"
"88674","08-2003-0008","44238","2600806922","17568",,"5553",,"3800","PEOPLE","DWT","Water (drinking)","C"
"88732","07-2003-0005","44248","2600807933","15653",,"6738",,"825","gal","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"88928","08-2003-0012","44270","2600810373","15732",,"6417",,"2500","gal","WAT","Water","C"
"89081","10-2003-0013","46136","2600808894","17619",,"5937",,"256","LBS/YR","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
