"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","COMP_ACTION_ID","ENVIRONMENTAL_IMPACT_ID","SEP_ID","POLLUTANT_CODE","POLLUTANT_NAME","AVERAGE_ANNUAL_VALUE","POLLUTANT_UNIT_CODE","MEDIA_CODE","MEDIA_DESC","SEP_OR_COMP_FLAG"
"130450","08-2004-0213","53166","2600810110","21967",,"6613",,"8595014","lbs","SWT","Water (navigable/surface)","C"
"130534","04-2004-4003","56666","2600803389","25113",,"2566",,"5000","lbs","LAN","Land","C"
"130534","04-2004-4003","56666","2600803389","25114",,"6854",,"1500","lbs","LAN","Land","C"
"131265","05-2004-2797","53237","2600806362","21976",,"6306",,"22640","LBS/YR","AIR","Air","C"
"131351","08-2004-0198","3000005012","3000008581","3000006024",,"814",,"3134000","PNDSYR","AIR","Air","C"
"132378","05-2004-0083","53335","2600819268","28490",,"7658",,"88","MFHU","HUS","Housing","C"
"132544","05-2004-0641","54338","2600806225","23025",,"652",,"240193","PNDSYR","SWT","Water (navigable/surface)","C"
"132661","05-2004-0645","53356","2600808424","23028",,"6435",,"4695","PNDSYR","SWT","Water (navigable/surface)","C"
"132661","05-2004-0645","53356","2600808424","22952",,"8558",,"1000000","gal","WPT","Water (wastewater to POTW)","C"
"132746","03-2005-0003","53642","2600803232","22605",,"652",,"22700","lbs","SWT","Water (navigable/surface)","C"
"133839","02-2004-0871","53455","2600809461","22238",,"6614",,"220","lbs","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"133861","02-2004-0831","53457","2600809462","22242",,"6614",,"220","lbs","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"133866","02-2004-0887","53458","2600809463","22244",,"6614",,"220","lbs","LND","Land (includes RCRA waste, FIFRA pesticides, TSCA asbestos/PCBs)","C"
"133924","03-2005-0021","61145","2600815363","30183",,"4210",,"18","PNDSYR","SWT","Water (navigable/surface)","C"
"134161","02-2004-0807","53470","2600803405","22274",,"6417",,"1320","gal","SWT","Water (navigable/surface)","C"
"134451","03-2005-0023","53967","2600809305","22787",,"500",,"1","SCHLS","SHB","Schools/Housing/Buildings","C"
"135093","06-2005-4512","54102","2600809351","22858",,"6589",,"168","Gals","SWT","Water (navigable/surface)","C"
"135112","03-2005-0028","1000000355","2600809904","1000000200",,"6662",,"123","lbs","HMN","Humans","C"
"135248","07-2005-0003","53612","2600809675","22551",,"6613",,"92355","lbs","SRM","Water (stormwater)","C"
"135422","07-2005-0032","53662","2600803336","22622",,"7070",,"20000","gal","SWT","Water (navigable/surface)","C"
"135476","04-2005-4752","53673","2600812300","22627",,"4210",,"897557","LBS/YR","SRM","Water (stormwater)","C"
"135607","03-2005-0043","600006126","2600812538","600003242",,"7658",,"23","MFHU","HUS","Housing","C"
"135709","03-2005-0045","3000009575","3000009858","3000006969",,"8459",,"16665","yd3","GWT","Water (ground)","C"
"135709","03-2005-0045","3000009575","3000009858","3000006972",,"10278",,"0","yd3","GWT","Water (ground)","C"
"136005","05-2005-0012","53792","2600819632","27937",,"7658",,"29","MFHU","HUS","Housing","C"
"136014","06-2005-4517","54467","2600805801","23134",,"6589",,"210","Gals","SWT","Water (navigable/surface)","C"
"136123","06-2005-5603","53813","2600815149","23876",,"6583",,"26000","gal","SIL","Soil","C"
"136135","06-2005-4310","54446","2600805789","23117",,"7070",,"21000","gal","SWT","Water (navigable/surface)","C"
"136285","06-2005-1778","54065","2600811471","22830",,"4210",,"25773","lbs","SWT","Water (navigable/surface)","C"
"136287","06-2005-1780","54066","2600811475","22835",,"4210",,"25773","lbs","SWT","Water (navigable/surface)","C"
"136472","03-2005-0053","600011657","2600810538","600007939",,"500",,"1","BLDGUNT","SHB","Schools/Housing/Buildings","C"
"136880","05-2005-0301","53961","2600806226","22802",,"3370",,"400","PNDSYR","SWT","Water (navigable/surface)","C"
"136881","05-2005-0302","53962","2600806291","22798",,"652",,"24900","PNDSYR","SWT","Water (navigable/surface)","C"
"136911","05-2005-0605","55461","2600815545","28146",,"6306",,"0","yd3","SIL","Soil","C"
"137239","06-2005-1806","54409","2600806524","23079",,"4210",,"12000","lbs","SWT","Water (navigable/surface)","C"
"137439","06-2005-1812","54307","2600806208","23001",,"6594",,"3740","PNDSYR","SWT","Water (navigable/surface)","C"
"137668","04-2005-3000","54162","2600819379","28076",,"6662",,"600000","lbs","HMN","Humans","C"
"137843","04-2005-4751","54193","2600811393","22927",,"4210",,"91250","PNDSYR","SWT","Water (navigable/surface)","C"
"137859","06-2005-2712","54197","2600805831","23192",,"6580",,"12","ACRS","WTL","Water (wetlands)","C"
"137860","06-2005-1889","54198","2600813885","29808",,"905",,"11750","PNDSYR","SWT","Water (navigable/surface)","C"
"137861","06-2005-1888","54199","2600814105","29814",,"905",,"95763","PNDSYR","SWT","Water (navigable/surface)","C"
"137928","04-2005-3010","58089","2600819374","28071",,"6662",,"25800","lbs","HMN","Humans","C"
"137985","06-2005-1820","54459","2600805797","23130",,"4210",,"4999","lbs","SWT","Water (navigable/surface)","C"
"138455","01-2005-2020","59731","2600812654","600002372",,"6613",,"14658","PNDSYR","SWT","Water (navigable/surface)","C"
"138484","01-2005-2027","58070","2600814760","27734",,"652",,"27","PNDSYR","SWT","Water (navigable/surface)","C"
"138714","07-2005-0103","54320","2600806216","23012",,"6613",,"89852","lbs","SWT","Water (navigable/surface)","C"
"138719","07-2005-0104","54321","2600806217","23013",,"6613",,"61190","lbs","SWT","Water (navigable/surface)","C"
"138755","06-2005-4532","54621","2600806044","23238",,"6589",,"630","Gals","SWT","Water (navigable/surface)","C"
"138907","05-2005-0306","54365","2600806508","23040",,"7006",,"11220839","gal","SWT","Water (navigable/surface)","C"
"139309","05-2005-0308","54412","2600805809","24052",,"6618",,"6000000","gal","SWT","Water (navigable/surface)","C"
"139401","06-2005-1877","55221","2600814712","29822",,"2817",,"16529","PNDSYR","SWT","Water (navigable/surface)","C"
"139428","05-2005-0310","54429","2600806532","23105",,"375",,"880","PNDSYR","SWT","Water (navigable/surface)","C"
"139453","06-2005-1892","55252","2600810101","23556",,"3329",,"4","PNDSYR","WPT","Water (wastewater to POTW)","C"
"139768","06-2005-2730","54522","2600805832","28311",,"6580",,"19660","LFls","WTL","Water (wetlands)","C"
"140048","05-2005-9002","1800022482","2600821639","2200001029",,"6",,"840","gal","SWT","Water (navigable/surface)","C"
"140899","02-2004-0878","54759","2600807204","23303",,"6614",,"26","gal","LAN","Land","C"
"140952","07-2005-0147","54767","2600806053","23305",,"6613",,"215240","lbs","SWT","Water (navigable/surface)","C"
"140976","02-2004-0870","54779","2600807037","23317",,"6614",,"85","gal","SIL","Soil","C"
"140986","02-2005-0814","54798","2600808183","27299",,"6614",,"8","gal","LAN","Land","C"
"141018","05-2005-4537","54786","2600807039","23319",,"3923",,"1394000","PNDSYR","AIR","Air","C"
"141044","02-2005-0812","54791","2600808179","23323",,"6614",,"26","gal","LAN","Land","C"
"141126","03-2005-0101","54805","2600808184","23331",,"6613",,"200000","PNDSYR","SWT","Water (navigable/surface)","C"
"141443","10-2005-0088","56287","2600808462","24364",,"6613",,"682000","lbs","SWT","Water (navigable/surface)","C"
"141454","02-2004-3804","54851","2600808206","23374",,"7070",,"126200","gal","SWT","Water (navigable/surface)","C"
"141472","03-2005-0111","54863","2600813928","23897",,"6719",,"200","PPL","DWT","Water (drinking)","C"
"141672","06-2005-1930","55537","2600813734","23747",,"2983",,"14300","PNDSYR","SWT","Water (navigable/surface)","C"
"141809","09-2005-0041","54914","2600803032","24155",,"8298",,"198","yd3","SIL","Soil","C"
"141823","07-2005-0163","54917","2600808293","23399",,"6613",,"67200","LFT","WTL","Water (wetlands)","C"
"141834","06-2005-1934","55540","2600813740","23749",,"2983",,"154308","PNDSYR","SWT","Water (navigable/surface)","C"
"141895","03-2005-0060","3400022558","3400017624","3400013040",,"467",,"0","yd3","SIL","Soil","C"
"141895","03-2005-0060","3400022558","3400017624","3400013045",,"6725",,"40","yd3","SIL","Soil","C"
"141895","03-2005-0060","3600024626","3600013127","3600009764",,"6725",,"274","yd3","SIL","Soil","C"
"141895","03-2005-0060","3600060545","3600027755","3600019582",,"2200",,"0","yd3","SIL","Soil","C"
"142144","02-2005-0802","54984","2600806282","23442",,"6614",,"690","gal","SIL","Soil","C"
"142214","03-2005-0120","55036","2600806287","23447",,"6986",,"11820","PNDSYR","AIR","Air","C"
"142356","02-2005-8043","55093","2600806249","23482",,"7170",,"200","PPL","DWT","Water (drinking)","C"
"142359","02-2005-8039","55095","2600806247","23480",,"7170",,"120","PPL","DWT","Water (drinking)","C"
"142622","02-2004-0846","55180","2600806259","23495",,"6417",,"20000","gal","SWT","Water (navigable/surface)","C"
"142681","04-2005-5754","55203","2600806269","23517",,"6580",,"58.78","ACRS","WTL","Water (wetlands)","C"
"142900","08-2005-0057","55266","2600813972","24048",,"6662",,"80","PPL","DWT","Water (drinking)","C"
"143124","02-2005-8040","55332","2600803370","23595",,"7170",,"25","PPL","DWT","Water (drinking)","C"
"143146","05-2005-9903","55337","2600803192","23600",,"2468",,"1000","yd3","GWT","Water (ground)","C"
"143179","02-2005-8096","55344","2600803196","23607",,"7170",,"30","PPL","DWT","Water (drinking)","C"
"143192","02-2005-8052","55352","2600803203","23614",,"7170",,"100","PPL","DWT","Water (drinking)","C"
"143207","01-2005-5010","59342","2600813621","28788",,"2448",,"3","lbs","LAN","Land","C"
"143235","04-2005-9003","1800022517","2600821409","2200000820",,"7817",,"442","lbs","LAN","Land","C"
"143235","04-2005-9003","1800022517","2600821409","1800013919",,"10331",,"11488","PNDSYR","SWT","Water (navigable/surface)","C"
"143235","04-2005-9003","1800022517","2600821450","2200000827",,"6352",,"37388","PNDSYR","SWT","Water (navigable/surface)","C"
"143414","02-2005-8121","55415","2600803269","23643",,"7170",,"116","PPL","DWT","Water (drinking)","C"
"143482","05-2005-9906","1400002020","2600817379","1400001491",,"6614",,"0","yd3","GWT","Water (ground)","C"
"143765","02-2005-3182","55441","2600805722","23684",,"4210",,"244372","PNDSYR","SWT","Water (navigable/surface)","C"
"143769","02-2005-3183","55442","2600805723","23685",,"4210",,"244372","PNDSYR","SWT","Water (navigable/surface)","C"
"143888","06-2005-1960","56162","2600808118","24267",,"2215",,"25","PNDSYR","SWT","Water (navigable/surface)","C"
"144013","07-2005-0203","55473","2600805808","23715",,"6613",,"454700","lbs","SWT","Water (navigable/surface)","C"
"144275","10-2005-0143","55569","2600813717","28131",,"7214",,"36000","gal","SIL","Soil","C"
"144405","02-2005-0825","55572","2600813926","23773",,"6614",,"7596","lbs","LAN","Land","C"
"144785","04-2005-4768","55613","2600814910","27753",,"390",,"4.95","PNDSYR","SWT","Water (navigable/surface)","C"
"145736","06-2005-1955","56024","2600803023","24105",,"6594",,"3738","PNDSYR","SWT","Water (navigable/surface)","C"
"146017","06-2005-1988","56158","2600803184","24243",,"6721",,"3","PNDSYR","SWT","Water (navigable/surface)","C"
"146017","06-2005-1988","56158","2600803184","24242",,"905",,"120","PNDSYR","SWT","Water (navigable/surface)","C"
"146101","05-2005-0619","55793","2600813632","28379",,"6424",,"105750","yd3","SIL","Soil","C"
"146475","05-2005-4545","55863","2600815048","2600800047",,"5553",,".225","PNDSYR","AIR","Air","C"
"146558","08-2005-0070","55872","2600813971","24046",,"1165",,"90","PPL","DWT","Water (drinking)","C"
"146870","04-2005-9806","55921","2600815083","24015",,"7899",,"12000","gal","LAN","Land","C"
"147041","06-2005-4000","2600001789","2600823713","2600002804",,"10193",,"0","PNDSYR","AIR","Air","C"
"147368","06-2005-4548","56012","2600803021","24097",,"6589",,"504","Gals","SWT","Water (navigable/surface)","C"
"147745","06-2005-2694","56767","2600814751","25350",,"2948",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"147767","06-2005-2652","56484","2600811128","24537",,"360",,"6.2","PNDSYR","SWT","Water (navigable/surface)","C"
"147770","06-2005-2656","56492","2600806829","24544",,"6721",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"147770","06-2005-2656","56492","2600806829","24545",,"6435",,".4","PNDSYR","SWT","Water (navigable/surface)","C"
"147987","07-2005-0240","56117","2600806818","24221",,"652",,"24810","PNDSYR","SWT","Water (navigable/surface)","C"
"147998","06-2005-2232","56969","2600808849","25681",,"2948",,"34","PNDSYR","SWT","Water (navigable/surface)","C"
"148241","06-2005-2648","56482","2600805873","24512",,"6721",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"148241","06-2005-2648","56482","2600805873","24514",,"2948",,"1.4","PNDSYR","SWT","Water (navigable/surface)","C"
"148246","06-2005-2676","56507","2600808428","24646",,"2948",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"148359","06-2005-2686","56749","2600812077","25276",,"652",,"3.2","PNDSYR","SWT","Water (navigable/surface)","C"
"148449","06-2005-4339","56344","2600807014","24384",,"6589",,"126000","gal","SWT","Water (navigable/surface)","C"
"148569","06-2005-2638","56466","2600812428","24457",,"905",,"24.3","PNDSYR","SWT","Water (navigable/surface)","C"
"148650","06-2005-1970","57658","2600818316","29769",,"652",,"21550","PNDSYR","SWT","Water (navigable/surface)","C"
"148674","06-2005-1974","57661","2600814488","29627",,"4197",,"14374","PNDSYR","SWT","Water (navigable/surface)","C"
"148714","06-2005-2692","56757","2600813295","25338",,"6721",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"148718","06-2005-2664","56499","2600806833","24586",,"3370",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"148728","03-2005-0188","56265","2600817829","27053",,"5553",,"8100","yd3","SIL","Soil","C"
"148731","06-2005-2672","56504","2600806792","24623",,"6721",,"0","PNDSYR","SWT","Water (navigable/surface)","C"
"148737","06-2005-2690","56752","2600813238","25310",,"3370",,"0","PNDSYR","SWT","Water (navigable/surface)","C"
"148775","08-2005-0087","56214","2600808133","24316",,"6719",,"90","PPL","DWT","Water (drinking)","C"
"148809","06-2005-2236","56983","2600810687","25705",,"360",,"46.8","PNDSYR","SWT","Water (navigable/surface)","C"
"148809","06-2005-2236","56983","2600810687","25707",,"5553",,"1.2","PNDSYR","SWT","Water (navigable/surface)","C"
"148895","06-2005-2244","56810","2600810866","25744",,"3370",,"2.8","PNDSYR","SWT","Water (navigable/surface)","C"
"148945","06-2005-2042","57664","2600817490","27396",,"6594",,"7476","PNDSYR","SWT","Water (navigable/surface)","C"
"149175","06-2005-2390","56574","2600804483","24758",,"2948",,"7","PNDSYR","SWT","Water (navigable/surface)","C"
"149175","06-2005-2390","56574","2600804483","24754",,"652",,"15.9","PNDSYR","SWT","Water (navigable/surface)","C"
"149175","06-2005-2390","56574","2600804483","24756",,"832",,"123.9","PNDSYR","SWT","Water (navigable/surface)","C"
"149179","06-2005-2396","56581","2600803173","25047",,"2215",,"21.8","PNDSYR","SWT","Water (navigable/surface)","C"
"149180","06-2005-2398","56582","2600803009","25052",,"6435",,"2.3","PNDSYR","SWT","Water (navigable/surface)","C"
"149181","06-2005-2400","56583","2600809446","25058",,"652",,"15.9","PNDSYR","SWT","Water (navigable/surface)","C"
"149181","06-2005-2400","56583","2600809446","25059",,"832",,"123.8","PNDSYR","SWT","Water (navigable/surface)","C"
"149181","06-2005-2400","56583","2600809446","25061",,"6435",,"3.2","PNDSYR","SWT","Water (navigable/surface)","C"
"149181","06-2005-2400","56583","2600809446","25065",,"360",,"13.4","PNDSYR","SWT","Water (navigable/surface)","C"
"149188","06-2005-2406","56587","2600803377","25092",,"6435",,"3.2","PNDSYR","SWT","Water (navigable/surface)","C"
"149189","07-2005-0256","56262","2600808154","24356",,"7659",,"10000","gal","LAN","Land","C"
"149328","06-2005-2246","56811","2600810867","25752",,"6721",,"4.1","PNDSYR","SWT","Water (navigable/surface)","C"
"149337","06-2005-2408","56600","2600809621","25011",,"6721",,"1.2","PNDSYR","SWT","Water (navigable/surface)","C"
"149337","06-2005-2408","56600","2600809621","25013",,"2948",,"8.3","PNDSYR","SWT","Water (navigable/surface)","C"
"149338","06-2005-2410","56602","2600811250","24999",,"652",,"6.2","PNDSYR","SWT","Water (navigable/surface)","C"
"149340","06-2005-2412","56603","2600811248","24991",,"2948",,"15.1","PNDSYR","SWT","Water (navigable/surface)","C"
"149342","06-2005-2414","56604","2600811247","24978",,"832",,"66.6","PNDSYR","SWT","Water (navigable/surface)","C"
"149363","06-2005-2420","56607","2600803007","24951",,"3370",,"0","PNDSYR","SWT","Water (navigable/surface)","C"
"149365","06-2005-2424","56609","2600804473","24929",,"4210",,"310","PNDSYR","SWT","Water (navigable/surface)","C"
"149366","06-2005-2426","56610","2600804472","24914",,"832",,"262.8","PNDSYR","SWT","Water (navigable/surface)","C"
"149367","06-2005-2428","56611","2600807044","24904",,"832",,"33.2","PNDSYR","SWT","Water (navigable/surface)","C"
"149367","06-2005-2428","56611","2600807044","24908",,"3370",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"149368","06-2005-2430","56612","2600807043","24898",,"3370",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"149370","06-2005-2434","56614","2600807040","24879",,"360",,"8.5","PNDSYR","SWT","Water (navigable/surface)","C"
"149373","06-2005-2440","56617","2600811054","24850",,"5553",,".4","PNDSYR","SWT","Water (navigable/surface)","C"
"149376","06-2005-2444","56619","2600809323","24825",,"360",,"9.9","PNDSYR","SWT","Water (navigable/surface)","C"
"149381","06-2005-2450","56622","2600804498","24789",,"3370",,".3","PNDSYR","SWT","Water (navigable/surface)","C"
"149411","03-2001-0440","59204","2600815524","28588",,"2817",,"1211","lbs","SWT","Water (navigable/surface)","C"
"149531","06-2005-2252","56815","2600806784","25782",,"6435",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"149531","06-2005-2252","56815","2600806784","25785",,"360",,".4","lbs","SWT","Water (navigable/surface)","C"
"149650","06-2005-2268","56833","2600806114","25821",,"6721",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"149724","06-2005-2272","56834","2600806118","25856",,"2215",,"182.8","PNDSYR","SWT","Water (navigable/surface)","C"
"149734","06-2005-2274","56836","2600806049","25862",,"2948",,"3.3","PNDSYR","SWT","Water (navigable/surface)","C"
"149734","06-2005-2274","56836","2600806049","25858",,"652",,"7.4","PNDSYR","SWT","Water (navigable/surface)","C"
"149832","08-2005-0094","56393","2600817908","27324",,"6589",,"16800","gal","SWT","Water (navigable/surface)","C"
"149953","06-2005-2282","56839","2600803334","25890",,"3370",,"4.2","lbs","SWT","Water (navigable/surface)","C"
"149987","05-2005-0096","56434","2600819270","28494",,"7658",,"4","MFHU","HUS","Housing","C"
"150012","06-2005-2284","56451","2600805601","25897",,"6721",,".5","PNDSYR","SWT","Water (navigable/surface)","C"
"150012","06-2005-2284","56451","2600805601","25896",,"832",,"55.2","lbs","SWT","Water (navigable/surface)","C"
"150024","06-2005-2286","56840","2600811256","25909",,"3370",,"3.1","PNDSYR","SWT","Water (navigable/surface)","C"
"150043","04-2005-4784","56459","2600812423","24451",,"4210",,"397.85","PNDSYR","SWT","Water (navigable/surface)","C"
"150055","06-2005-2296","56843","2600811363","25945",,"652",,"67.5","PNDSYR","SWT","Water (navigable/surface)","C"
"150060","06-2005-2298","56844","2600811364","25963",,"2215",,"36.9","PNDSYR","SWT","Water (navigable/surface)","C"
"150064","04-2005-4777","56463","2600812425","24453",,"4210",,"3922800","PNDSYR","SWT","Water (navigable/surface)","C"
"150082","07-2005-0269","56467","2600812427","24455",,"7070",,"123520","gal","SWT","Water (navigable/surface)","C"
"150215","06-2005-2678","56510","2600805878","24653",,"652",,"2.2","PNDSYR","SWT","Water (navigable/surface)","C"
"150238","02-2005-8133","56522","2600808907","24669",,"7170",,"396","PPL","DWT","Water (drinking)","C"
"150239","06-2005-2520","56524","2600808908","26866",,"3370",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"150251","06-2005-2524","56531","2600808913","24677",,"4210",,"38.9","PNDSYR","SWT","Water (navigable/surface)","C"
"150251","06-2005-2524","56531","2600808913","26886",,"2948",,".5","PNDSYR","SWT","Water (navigable/surface)","C"
"150265","07-2005-0278","56536","2600808916","24682",,"7070",,"55266","gal","SWT","Water (navigable/surface)","C"
"150270","06-2005-2526","56537","2600808917","26895",,"3370",,"5.3","PNDSYR","SWT","Water (navigable/surface)","C"
"150270","06-2005-2526","56537","2600808917","26897",,"2215",,"134.4","PNDSYR","SWT","Water (navigable/surface)","C"
"150273","08-2005-0105","56538","2600819607","27873",,"6719",,"3700","PPL","DWT","Water (drinking)","C"
"150282","06-2005-2528","56540","2600808919","26781",,"360",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"150298","06-2005-2532","56544","2600808921","26783",,"652",,"1.9","PNDSYR","SWT","Water (navigable/surface)","C"
"150299","06-2005-4359","57272","2600814352","27094",,"6589",,"50400","gal","SWT","Water (navigable/surface)","C"
"150358","06-2005-2534","56547","2600808223","26806",,"2215",,"6.4","PNDSYR","SWT","Water (navigable/surface)","C"
"150387","07-2005-0285","56553","2600808925","24695",,"2817",,"2976","PNDSYR","SWT","Water (navigable/surface)","C"
"150413","06-2005-2308","56847","2600806795","26007",,"6721",,".3","PNDSYR","SWT","Water (navigable/surface)","C"
"150445","02-2005-8156","56573","2600810313","24752",,"7170",,"156","PPL","DWT","Water (drinking)","C"
"150459","02-2005-8166","56580","2600804486","24768",,"7170",,"200","PPL","DWT","Water (drinking)","C"
"150554","06-2005-4371","57763","2600812896","27451",,"6589",,"35000","gal","SWT","Water (navigable/surface)","C"
"150562","06-2005-2538","56624","2600804657","26850",,"2948",,"1.6","PNDSYR","SWT","Water (navigable/surface)","C"
"150597","06-2005-2290","56841","2600811258","25918",,"2948",,"58.1","lbs","SWT","Water (navigable/surface)","C"
"150722","06-2005-2550","56641","2600803378","26551",,"2215",,"1.4","PNDSYR","SWT","Water (navigable/surface)","C"
"150728","06-2005-2552","56643","2600803379","25100",,"4210",,"279.2","PNDSYR","SWT","Water (navigable/surface)","C"
"150728","06-2005-2552","56643","2600803379","26839",,"6721",,".5","PNDSYR","SWT","Water (navigable/surface)","C"
"150775","06-2005-2554","56648","2600803381","26557",,"4210",,"274.1","PNDSYR","SWT","Water (navigable/surface)","C"
"150814","06-2005-2556","56655","2600803385","26577",,"360",,"13.4","PNDSYR","SWT","Water (navigable/surface)","C"
"150814","06-2005-2556","56655","2600803385","26578",,"5553",,".3","PNDSYR","SWT","Water (navigable/surface)","C"
"150975","06-2005-2310","56848","2600806796","26016",,"832",,"296.5","PNDSYR","SWT","Water (navigable/surface)","C"
"150975","06-2005-2310","56848","2600806796","26024",,"5553",,".8","PNDSYR","SWT","Water (navigable/surface)","C"
"150976","06-2005-2306","56846","2600803360","25999",,"2948",,"45","PNDSYR","SWT","Water (navigable/surface)","C"
"150977","06-2005-2302","56845","2600805872","25979",,"2948",,"47.1","PNDSYR","SWT","Water (navigable/surface)","C"
"150977","06-2005-2302","56845","2600805872","25981",,"4210",,"3712.8","PNDSYR","SWT","Water (navigable/surface)","C"
"150981","06-2005-2578","56687","2600808589","26228",,"6721",,".3","PNDSYR","SWT","Water (navigable/surface)","C"
"150989","06-2005-2580","57025","2600808590","26246",,"4210",,"241.9","PNDSYR","SWT","Water (navigable/surface)","C"
"150989","06-2005-2580","57025","2600808590","26248",,"2215",,"8.4","PNDSYR","SWT","Water (navigable/surface)","C"
"151002","06-2005-2322","56855","2600807809","26075",,"4210",,"2585","PNDSYR","SWT","Water (navigable/surface)","C"
"151008","06-2005-2326","56700","2600807811","26097",,"5553",,"1","PNDSYR","SWT","Water (navigable/surface)","C"
"151011","06-2005-2328","56702","2600808099","26112",,"3370",,"1.5","PNDSYR","SWT","Water (navigable/surface)","C"
"151015","06-2005-2596","56706","2600803243","26318",,"3370",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"151018","06-2005-2452","56709","2600806814","25139",,"4210",,"246.9","PNDSYR","SWT","Water (navigable/surface)","C"
"151019","06-2005-2602","56710","2600803319","26372",,"6721",,".3","PNDSYR","SWT","Water (navigable/surface)","C"
"151019","06-2005-2602","56710","2600803319","26373",,"6435",,"1","PNDSYR","SWT","Water (navigable/surface)","C"
"151035","06-2005-2610","56714","2600808111","26413",,"3370",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"151039","06-2005-2618","56718","2600809492","26451",,"6435",,".8","PNDSYR","SWT","Water (navigable/surface)","C"
"151040","06-2005-2620","56719","2600809493","26465",,"360",,"6.4","PNDSYR","SWT","Water (navigable/surface)","C"
"151040","06-2005-2620","56719","2600809493","26466",,"2215",,"9.1","PNDSYR","SWT","Water (navigable/surface)","C"
"151047","06-2005-2454","56724","2600806928","25157",,"2215",,"7.2","PNDSYR","SWT","Water (navigable/surface)","C"
"151047","06-2005-2454","56724","2600806928","25155",,"4210",,"207.4","PNDSYR","SWT","Water (navigable/surface)","C"
"151057","06-2005-2330","56730","2600808098","26100",,"6721",,".9","PNDSYR","SWT","Water (navigable/surface)","C"
"151063","02-2005-8011","56736","2600811635","25204",,"6638",,"94","PPL","DWT","Water (drinking)","C"
"151064","06-2005-2682","56737","2600811637","25215",,"6435",,".6","PNDSYR","SWT","Water (navigable/surface)","C"
"151065","06-2005-2460","56738","2600811638","25229",,"3370",,"1.2","PNDSYR","SWT","Water (navigable/surface)","C"
"151071","06-2005-2462","56744","2600812437","25238",,"832",,"2.1","PNDSYR","SWT","Water (navigable/surface)","C"
"151071","06-2005-2462","56744","2600812437","25239",,"6721",,"0","PNDSYR","SWT","Water (navigable/surface)","C"
"151079","06-2005-2336","56746","2600808102","28659",,"6435",,"6.8","PNDSYR","SWT","Water (navigable/surface)","C"
"151094","06-2005-2470","56754","2600813293","25324",,"2215",,"8.7","PNDSYR","SWT","Water (navigable/surface)","C"
"151122","06-2005-2342","56763","2600808289","26166",,"5553",,".6","PNDSYR","SWT","Water (navigable/surface)","C"
"151127","06-2005-2624","56769","2600808619","26471",,"2787",,".2","lbs","SWT","Water (navigable/surface)","C"
"151146","06-2005-2346","56784","2600811340","26177",,"652",,"1.8","PNDSYR","SWT","Water (navigable/surface)","C"
"151146","06-2005-2346","56784","2600811340","26179",,"6721",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"151151","06-2005-2480","56786","2600811032","25425",,"5553",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"151153","06-2005-2482","56788","2600811034","25432",,"3370",,"0","PNDSYR","SWT","Water (navigable/surface)","C"
"151162","06-2005-2486","56792","2600813365","25451",,"2948",,"7.1","PNDSYR","SWT","Water (navigable/surface)","C"
"151163","06-2005-2488","56793","2600813366","25460",,"6435",,"1.5","PNDSYR","SWT","Water (navigable/surface)","C"
"151167","06-2005-2492","56797","2600806095","25484",,"4210",,"160.3","lbs","SWT","Water (navigable/surface)","C"
"151173","06-2005-2498","56800","2600806099","25519",,"832",,"62.5","lbs","SWT","Water (navigable/surface)","C"
"151173","06-2005-2498","56800","2600806099","25524",,"4210",,"278.5","PNDSYR","SWT","Water (navigable/surface)","C"
"151176","06-2005-2504","56802","2600805594","25547",,"5553",,"0","PNDSYR","SWT","Water (navigable/surface)","C"
"151180","06-2005-2508","56805","2600805596","25566",,"2215",,"24.8","PNDSYR","SWT","Water (navigable/surface)","C"
"151181","06-2005-2510","56809","2600808613","25572",,"2948",,"1.7","PNDSYR","SWT","Water (navigable/surface)","C"
"151222","03-2002-0319","3600321094","3600054255","3600040003",,"6818",,"1","yd3","GWT","Water (ground)","C"
"151242","02-2005-0011","1800021213","2600821373","1800012934",,"905",,"27726.5","PNDSYR","SWT","Water (navigable/surface)","C"
"151244","06-2005-2636","56831","2600806823","26516",,"360",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
