"PGM_SYS_ACRNM","PGM_SYS_ID","REGISTRY_ID","AGENCY","ACTIVITY_TYPE_CODE","ENF_TYPE_CODE","ENF_TYPE_DESC","ACHIEVED_DATE","ENF_IDENTIFIER","STATUTE"
"ICIS","7826536","110024532380","EPA","AIF","NOV","Notice of Violation","02/03/2006","06-100022442","SDWA"
"ICIS","7826536","110024532380","EPA","AIF","NOV","Notice of Violation","11/02/2020","06-200195093","SDWA"
"ICIS","7826538","110024532406","EPA","AIF","NONC","Notice of Noncompliance Issued","03/06/2006","08-100022211","TSCA"
"ICIS","3400101481","110024532629","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/04/2014","05-200103295","FIFRA"
"ICIS","7825463","110024532629","EPA","AIF","NOV","Notice of Violation","11/30/2005","05-100022428","FIFRA"
"ICIS","7824896","110024532816","EPA","AIF","NOV","Notice of Violation","12/01/2005","06-100022084","SDWA"
"ICIS","7824896","110024532816","EPA","AIF","NOV","Notice of Violation","04/16/2010","06-200035114","SDWA"
"ICIS","7824896","110024532816","EPA","AIF","NOV","Notice of Violation","07/20/2010","06-200037881","SDWA"
"ICIS","7824896","110024532816","EPA","AIF","NOV","Notice of Violation","02/11/2011","06-200045278","SDWA"
"ICIS","7824897","110024532825","EPA","AIF","NOV","Notice of Violation","12/01/2005","06-100022088","SDWA"
"ICIS","7824897","110024532825","EPA","AIF","NOV","Notice of Violation","10/09/2009","06-200021410","SDWA"
"ICIS","7824897","110024532825","EPA","AIF","NOV","Notice of Violation","04/11/2018","06-200160777","SDWA"
"ICIS","7824898","110024532843","EPA","AIF","NOV","Notice of Violation","12/01/2005","06-100022084","SDWA"
"ICIS","7824899","110024532852","EPA","AIF","NOV","Notice of Violation","12/01/2005","06-100022084","SDWA"
"ICIS","7824899","110024532852","EPA","AIF","NOV","Notice of Violation","07/10/2008","06-200009909","SDWA"
"ICIS","7824899","110024532852","EPA","AIF","NOV","Notice of Violation","12/04/2012","06-200076387","SDWA"
"ICIS","7824901","110024532870","EPA","AIF","NOV","Notice of Violation","12/01/2005","06-100022084","SDWA"
"ICIS","7824901","110024532870","EPA","AIF","NOV","Notice of Violation","03/04/2013","06-200079744","SDWA"
"ICIS","7824901","110024532870","EPA","AIF","NOV","Notice of Violation","03/28/2013","06-200081032","SDWA"
"ICIS","7824901","110024532870","EPA","AIF","NOV","Notice of Violation","12/04/2012","06-200076387","SDWA"
"ICIS","7825927","110024533245","EPA","AIF","NOV","Notice of Violation","10/27/2005","04-100022314","CWA"
"ICIS","7825134","110024533263","EPA","AIF","NOV","Notice of Violation","08/11/2009","06-200017222","SDWA"
"ICIS","7825135","110024533272","EPA","AIF","NOV","Notice of Violation","01/19/2006","06-100022321","SDWA"
"ICIS","7825135","110024533272","EPA","AIF","NOV","Notice of Violation","03/03/2006","06-100022178","SDWA"
"ICIS","7825135","110024533272","EPA","AIF","NOV","Notice of Violation","08/25/2006","06-200001239","SDWA"
"ICIS","7825145","110024533290","EPA","AIF","NOV","Notice of Violation","04/17/2009","06-200014777","SDWA"
"ICIS","7825933","110024533316","EPA","AIF","NOV","Notice of Violation","10/17/2005","04-100022319","CWA"
"ICIS","7825933","110024533316","EPA","AIF","NOV","Notice of Violation","10/17/2005","04-100022318","CWA"
"ICIS","7825932","110024533316","EPA","AIF","NOV","Notice of Violation","10/17/2005","04-100022778","CWA"
"ICIS","7825423","110024533414","EPA","AIF","NOV","Notice of Violation","11/21/2005","05-100022388","FIFRA"
"ICIS","7825423","110024533414","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/05/2014","05-200104097","FIFRA"
"ICIS","7825423","110024533414","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/24/2014","05-200104199","FIFRA"
"ICIS","7825423","110024533414","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/02/2017","05-200154085","FIFRA"
"ICIS","7825423","110024533414","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/29/2018","05-200158696","FIFRA"
"ICIS","7825426","110024533450","EPA","AIF","NOV","Notice of Violation","11/28/2005","05-100022392","FIFRA"
"ICIS","7825426","110024533450","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/21/2014","05-200103675","FIFRA"
"ICIS","7825431","110024533478","EPA","AIF","NOV","Notice of Violation","11/28/2005","05-100022397","FIFRA"
"ICIS","7825415","110024533539","EPA","AIF","NOV","Notice of Violation","11/21/2005","05-100022382","FIFRA"
"ICIS","7825418","110024533557","EPA","AIF","NOV","Notice of Violation","11/21/2005","05-100022384","FIFRA"
"ICIS","7825938","110024533735","EPA","AIF","NOV","Notice of Violation","01/05/2006","05-100022324","FIFRA"
"ICIS","7825925","110024534002","EPA","AIF","NOV","Notice of Violation","01/19/2006","06-100022313","SDWA"
"ICIS","7825925","110024534002","EPA","AIF","NOV","Notice of Violation","09/15/2010","06-200039998","SDWA"
"ICIS","7825925","110024534002","EPA","AIF","NOV","Notice of Violation","10/29/2013","06-200088935","SDWA"
"ICIS","7825421","110024534011","EPA","AIF","NOV","Notice of Violation","11/21/2005","05-100022385","FIFRA"
"ICIS","7825421","110024534011","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","11/01/2013","05-200104212","FIFRA"
"ICIS","8028285","110024534020","EPA","AIF","NOV","Notice of Violation","11/21/2005","05-100022363","FIFRA"
"ICIS","8028285","110024534020","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/20/2017","05-200153807","FIFRA"
"ICIS","7824929","110024534128","EPA","AIF","NONC","Notice of Noncompliance Issued","08/02/2006","07-200000795","TSCA"
"ICIS","7824930","110024534137","EPA","AIF","NONC","Notice of Noncompliance Issued","08/04/2006","07-200000817","TSCA"
"ICIS","7824928","110024534146","EPA","AIF","NONC","Notice of Noncompliance Issued","04/10/2006","07-100022856","TSCA"
