"PGM_SYS_ACRNM","PGM_SYS_ID","REGISTRY_ID","AGENCY","ACTIVITY_TYPE_CODE","ENF_TYPE_CODE","ENF_TYPE_DESC","ACHIEVED_DATE","ENF_IDENTIFIER","STATUTE"
"ICIS","31636","110010674939","EPA","AIF","NOV","Notice of Violation","12/10/2009","08-200029525","SDWA"
"ICIS","10923","110010675386","EPA","AIF","NOV","Notice of Violation","02/06/2009","08-200013986","SDWA"
"ICIS","10923","110010675386","EPA","AIF","NOV","Notice of Violation","06/29/2009","08-200016068","SDWA"
"ICIS","27383","110010675448","EPA","AIF","NOV","Notice of Violation",,"08-100018055","CWA"
"ICIS","12113","110010675563","EPA","AIF","NOV","Notice of Violation",,"08-100018497","CWA"
"ICIS","14881","110010675769","EPA","AIF","NOV","Notice of Violation",,"08-100017940","SDWA"
"ICIS","17623","110010675992","EPA","AIF","NOV","Notice of Violation",,"08-100017778","CAA"
"ICIS","19678","110010686766","EPA","AIF","NOV","Notice of Violation","11/19/2012","05-200076586","FIFRA"
"ICIS","2200002982","110010686766","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/02/2017","05-200154090","FIFRA"
"ICIS","52249","110010687079","EPA","AIF","NOV","Notice of Violation",,"08-100020139","SDWA"
"ICIS","3601287994","110010690369","EPA","AIF","NOV","Notice of Violation","01/11/2021","06-200199694","SDWA"
"ICIS","31464","110010692330","EPA","AIF","NOV","Notice of Violation","03/10/2020","08-200184946","RCRA"
"ICIS","31464","110010692330","EPA","AIF","NOV","Notice of Violation","02/19/2020","08-200184945","RCRA"
"ICIS","33761","110010692704","EPA","AIF","NONC","Notice of Noncompliance Issued","08/09/2007","08-200006660","TSCA"
"ICIS","2998","110010693044","EPA","AIF","NONC","Notice of Noncompliance Issued","12/13/2006","08-200005983","TSCA"
"ICIS","6681781","110010693534","EPA","AIF","NONC","Notice of Noncompliance Issued","08/17/2004","08-100020875","TSCA"
"ICIS","2654496","110010698110","EPA","AIF","NOV","Notice of Violation","12/27/2002","06-100018620","SDWA"
"ICIS","20366","110010700795","EPA","AIF","NOV","Notice of Violation","01/08/2020","05-200195074","SDWA"
"ICIS","7231","110010701838","EPA","AIF","NOV","Notice of Violation","10/11/2011","05-200055612","FIFRA"
"ICIS","7231","110010701838","EPA","AIF","NOV","Notice of Violation","08/12/2013","05-200088636","FIFRA"
"ICIS","24001","110010705834","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/06/2026","05-200287094","FIFRA"
"SFDW","LA1013010","110010706897","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286672","SDWA"
"SFDW","LA1013010","110010706897","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200281908","SDWA"
"ICIS","1400017181","110010708305","EPA","AIF","NOV","Notice of Violation","12/01/2008","05-200014432","FIFRA"
"ICIS","15092","110010713326","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200155315","TSCA"
"ICIS","28558","110010713380","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-100019062","TSCA"
"ICIS","15686","110010713843","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-100023217","TSCA"
"ICIS","600018866","110010714165","EPA","AIF","NONC","Notice of Noncompliance Issued","04/03/2007","03-200005917","TSCA"
"ICIS","27031","110010715397","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/28/2015","03-200138093","FIFRA"
"ICIS","30316","110010716564","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/29/2015","03-200138146","FIFRA"
"ICIS","3400055460","110010717260","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/25/2018","03-200163196","FIFRA"
"ICIS","20416","110010718857","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/29/2015","03-200137645","FIFRA"
"ICIS","3600170419","110010720229","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/28/2015","03-200138195","FIFRA"
"ICIS","3400104684","110010724145","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/21/2014","05-200103649","FIFRA"
"ICIS","2200019747","110010725858","EPA","AIF","NOV","Notice of Violation","01/19/2011","07-200045172","RCRA"
"SFDW","NM3520005","110010725992","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275318","SDWA"
"SFDW","NM3519425","110010726134","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275740","SDWA"
"SFDW","NM3519425","110010726134","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285726","SDWA"
"ICIS","1778","110010727892","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","05/06/2014","05-200103687","FIFRA"
"ICIS","3568","110010728089","EPA","AIF","NOV","Notice of Violation","12/15/2011","05-200074696","FIFRA"
"ICIS","21458","110010731565","EPA","AIF","NOV","Notice of Violation","07/02/2015","09-200125045","FIFRA"
"ICIS","359","110010731832","EPA","AIF","NOV","Notice of Violation","08/21/2019","08-200184907","RCRA"
"ICIS","359","110010731832","EPA","AIF","NOV","Notice of Violation","02/19/2020","08-200184908","RCRA"
"ICIS","967","110010735035","EPA","AIF","NOV","Notice of Violation","05/21/2003","06-100019133","FIFRA"
"ICIS","23855","110010736258","EPA","AIF","NONC","Notice of Noncompliance Issued","01/29/2007","05-200004655","FIFRA"
"ICIS","4511","110010738023","EPA","AIF","NOV","Notice of Violation","08/23/2023","05-200227529","SDWA"
"ICIS","25426","110010738274","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/12/2016","05-200133423","FIFRA"
"ICIS","25426","110010738274","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/28/2022","05-200209266","FIFRA"
"ICIS","12001","110010740065","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/03/2026","05-200285634","FIFRA"
"SSTS","061485MN001","110010740500","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/03/2015","05-200129040","FIFRA"
"ICIS","36720","110010741377","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/30/2014","05-200103345","FIFRA"
"ICIS","21243","110010742777","EPA","AIF","NONC","Notice of Noncompliance Issued","01/25/2007","05-200004570","FIFRA"
"RCRAINFO","MID005320254","110010742786","EPA","AIF","NONC","Notice of Noncompliance Issued","02/07/2007","05-200005628","RCRA"
"RCRAINFO","MIK526716469","110010742786","EPA","AIF","NOV","Notice of Violation","07/18/2013","05-200085656","RCRA"
"ICIS","43691","110010743188","EPA","AIF","NOV","Notice of Violation","09/12/2006","05-200002507","CWA"
"ICIS","3601693521","110010747353","EPA","AIF","NONC","Notice of Noncompliance Issued","07/24/2024","06-200268344","SDWA"
"ICIS","3601693521","110010747353","EPA","AIF","NONC","Notice of Noncompliance Issued","07/24/2024","06-200258816","SDWA"
"ICIS","2659495","110010747460","EPA","AIF","NOV","Notice of Violation","03/26/2003","06-100018956","SDWA"
"ICIS","37926","110010747889","EPA","AIF","NOV","Notice of Violation","05/22/2003","06-100019109","SDWA"
"ICIS","37926","110010747889","EPA","AIF","NOV","Notice of Violation","03/26/2010","06-200034228","SDWA"
"ICIS","37926","110010747889","EPA","AIF","NOV","Notice of Violation","08/26/2011","06-200050893","SDWA"
"ICIS","37926","110010747889","EPA","AIF","NOV","Notice of Violation","04/25/2011","06-200046593","SDWA"
"ICIS","37926","110010747889","EPA","AIF","NOV","Notice of Violation","03/30/2012","06-200063384","SDWA"
"ICIS","9123","110010750099","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018093","TSCA"
"ICIS","9123","110010750099","EPA","AIF","NONC","Notice of Noncompliance Issued","02/14/2012","08-200060651","TSCA"
"ICIS","11127","110010750801","EPA","AIF","NOV","Notice of Violation",,"08-100017512","CWA"
"ICIS","51857","110010750954","EPA","AIF","NOV","Notice of Violation","05/13/2021","08-200196102","RCRA"
"ICIS","30027","110010751230","EPA","AIF","NONC","Notice of Noncompliance Issued","07/29/2021","08-200200010","TSCA"
"ICIS","15573","110010751301","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018405","FIFRA"
"ICIS","5512","110010751686","EPA","AIF","NONC","Notice of Noncompliance Issued","03/26/2004","05-100020552","CERCLA"
"ICIS","11139","110010754344","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/16/2016","05-200133479","FIFRA"
"ICIS","11139","110010754344","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/30/2026","05-200285598","FIFRA"
"ICIS","24008","110010755682","EPA","AIF","NOV","Notice of Violation","06/23/2011","08-200048425","SDWA"
"ICIS","7730680","110010764351","EPA","AIF","NONC","Notice of Noncompliance Issued","07/20/2005","03-100021966","TSCA"
"ICIS","7730680","110010764351","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200001982","TSCA"
"ICIS","30223","110010764958","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200042703","TSCA"
"ICIS","12939","110010766536","EPA","AIF","NONC","Notice of Noncompliance Issued","01/18/2005","03-100021076","TSCA"
"ICIS","1400018200","110010768375","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/29/2015","03-200138332","FIFRA"
"ICIS","3000009605","110010772477","EPA","AIF","NOV","Notice of Violation","05/21/2012","05-200064999","FIFRA"
"ICIS","3601602154","110010774484","EPA","AIF","NONC","Notice of Noncompliance Issued","11/16/2023","06-200234602","SDWA"
"ICIS","35195","110010776400","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","11/14/2022","06-200217918","SDWA"
"ICIS","35195","110010776400","EPA","AIF","NONC","Notice of Noncompliance Issued","10/19/2023","06-200230531","SDWA"
"SFDW","LA1067011","110010777374","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200281919","SDWA"
"SFDW","TX0200563","110010778480","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288711","SDWA"
"ICIS","31571","110010780440","EPA","AIF","NONC","Notice of Noncompliance Issued","07/25/2002","08-100018176","TSCA"
"ICIS","31571","110010780440","EPA","AIF","NONC","Notice of Noncompliance Issued","07/23/2009","08-200016812","TSCA"
"ICIS","32761","110010781092","EPA","AIF","NOV","Notice of Violation","11/19/2002","08-100018966","CWA"
"ICIS","51588","110010781109","EPA","AIF","NOV","Notice of Violation","10/01/2019","08-200184963","RCRA"
"ICIS","51588","110010781109","EPA","AIF","NOV","Notice of Violation","02/28/2020","08-200184964","RCRA"
"TRIS","70123TRNSG6101H","110010783296","EPA","AIF","NOV","Notice of Violation","05/21/2003","06-100019134","FIFRA"
"ICIS","9654","110010784696","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200059998","FIFRA"
"SSTS","047691MD001","110010784696","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200059998","FIFRA"
"ICIS","9240","110010789003","EPA","AIF","NONC","Notice of Noncompliance Issued","07/10/2007","03-200006524","TSCA"
"ICIS","3601601578","110010800794","EPA","AIF","NONC","Notice of Noncompliance Issued","12/14/2023","06-200234434","SDWA"
"ICIS","7426357","110010814798","EPA","AIF","NOV","Notice of Violation","09/27/2011","05-200056712","FIFRA"
"RCRAINFO","MOD050709054","110010816279","EPA","AIF","NOV","Notice of Violation","03/03/2009","07-200017457","RCRA"
"ICIS","600044240","110010826428","EPA","AIF","NONC","Notice of Noncompliance Issued",,"04-200008658","TSCA"
"ICIS","2200011618","110010826650","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/16/2011","08-200045100","CAA"
"RCRAINFO","IAD005285853","110010828827","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/20/2007","07-200007112","RCRA"
"RCRAINFO","IAD005285853","110010828827","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/24/2008","07-200011004","RCRA"
"RCRAINFO","KSD007130669","110010833376","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/04/2007","07-200008730","RCRA"
"RCRAINFO","KSD007130669","110010833376","EPA","AIF","NOV","Notice of Violation","04/03/2007","07-200008729","RCRA"
"RCRAINFO","KSD980632756","110010834865","EPA","AIF","NOV","Notice of Violation","11/19/2007","07-200008735","RCRA"
"ICIS","1000001297","110010853610","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","05/16/2008","08-200009037","FIFRA"
"SSTS","085858WV002","110010873732","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200059525","FIFRA"
"ICIS","2625226","110010877337","EPA","AIF","NONC","Notice of Noncompliance Issued","05/04/2005","03-100021999","TSCA"
"RCRAINFO","WIR000137752","110010884891","EPA","AIF","NOV","Notice of Violation","01/17/2018","05-200166474","RCRA"
"RCRAINFO","WID038983532","110010891366","EPA","AIF","NOV","Notice of Violation","02/16/2007","05-200005265","RCRA"
"ICIS","2600036448","110010892677","EPA","AIF","NOV","Notice of Violation","11/22/2011","05-200048861","SDWA"
"RCRAINFO","WAD988468286","110010896922","EPA","AIF","NOV","Notice of Violation","08/07/2017","10-200154350","RCRA"
"ICIS","600044717","110010915073","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200017680","FIFRA"
"ICIS","600028374","110010919426","EPA","AIF","NONC","Notice of Noncompliance Issued","09/26/2007","08-200025550","CAA"
"ICIS","600018233","110010919578","EPA","AIF","NONC","Notice of Noncompliance Issued","04/16/2007","08-200006064","EPCRA"
"SFDW","TX2520002","110010921315","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290359","SDWA"
"SFDW","TX0710001","110010922216","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200288698","SDWA"
"SFDW","TX1130001","110010923484","EPA","AIF","NONC","Notice of Noncompliance Issued","04/27/2026","06-200291203","SDWA"
"SFDW","TX1720003","110010923527","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289047","SDWA"
"SFDW","TX1160005","110010923545","EPA","AIF","NONC","Notice of Noncompliance Issued","03/26/2024","06-200280613","SDWA"
"SFDW","TX1340001","110010923625","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289241","SDWA"
"RCRAINFO","PAD041398348","110010958213","EPA","AIF","NOV","Notice of Violation","10/23/2001","03-100018772","RCRA"
"ICIS","2655146","110010972493","EPA","AIF","NONC","Notice of Noncompliance Issued","09/11/2002","03-100018527","EPCRA"
"ICIS","6385929","110010981330","EPA","AIF","NONC","Notice of Noncompliance Issued","01/28/2005","03-100021961","TSCA"
"RCRAINFO","PAD085690592","110010981330","EPA","AIF","NOV","Notice of Violation","11/21/2007","03-200007617","RCRA"
"RCRAINFO","PAD005028493","110010989261","EPA","AIF","NOV","Notice of Violation","02/26/2003","03-100018973","RCRA"
"RCRAINFO","PAD987276573","110010989500","EPA","AIF","NOV","Notice of Violation","11/21/2006","03-200004115","RCRA"
"RCRAINFO","PAD981040041","110010990534","EPA","AIF","NOV","Notice of Violation","07/10/2006","03-200001266","RCRA"
"SFDW","OK2005534","110011007258","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286411","SDWA"
"SFDW","OK2002702","110011008550","EPA","AIF","NONC","Notice of Noncompliance Issued","01/27/2026","06-200285394","SDWA"
"ICIS","3601644980","110011008747","EPA","AIF","NONC","Notice of Noncompliance Issued","11/13/2023","06-200248173","SDWA"
"SFDW","OK2005810","110011009283","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285184","SDWA"
"SFDW","OK1021417","110011009782","EPA","AIF","NONC","Notice of Noncompliance Issued","01/27/2026","06-200285341","SDWA"
"ICIS","2364794","110011013615","EPA","AIF","NONC","Notice of Noncompliance Issued","08/27/2003","06-100019740","CWA"
"ICIS","5872232","110011014534","EPA","AIF","NOV","Notice of Violation",,"05-100020972","CERCLA"
"ICIS","6683949","110011018022","EPA","AIF","NONC","Notice of Noncompliance Issued","11/08/2004","05-100021196","CERCLA"
"ICIS","2200001197","110011043922","EPA","AIF","NOV","Notice of Violation","08/24/2010","08-200039673","SDWA"
"ICIS","48976","110011047287","EPA","AIF","NOV","Notice of Violation","09/06/2001","08-100018054","CWA"
"ICIS","1800044049","110011048099","EPA","AIF","NOV","Notice of Violation","07/20/2010","08-200037905","CERCLA"
"ICIS","1800044049","110011048099","EPA","AIF","NOV","Notice of Violation","07/20/2010","08-200037906","EPCRA"
"ICIS","1800002482","110011048883","EPA","AIF","NONC","Notice of Noncompliance Issued","09/02/2009","08-200017916","EPCRA"
"ICIS","1400008753","110011083503","EPA","AIF","NOV","Notice of Violation","10/15/2008","07-200012001","RCRA"
"RCRAINFO","MOR000005991","110011083727","EPA","AIF","NOV","Notice of Violation","06/07/2006","07-200008726","RCRA"
"RCRAINFO","MOD007119555","110011103162","EPA","AIF","NOV","Notice of Violation","01/05/2011","07-200044328","RCRA"
"RCRAINFO","MOD981713787","110011104731","EPA","AIF","NOV","Notice of Violation","02/11/2009","07-200017502","RCRA"
"RCRAINFO","MOD007139975","110011105231","EPA","AIF","NOV","Notice of Violation","08/23/2006","07-200002552","RCRA"
"RCRAINFO","MOD000677252","110011105259","EPA","AIF","NOV","Notice of Violation","03/02/2007","07-200005649","RCRA"
"ICIS","3400104727","110011125745","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/24/2014","05-200104214","FIFRA"
"SFDW","LA1027003","110011151127","EPA","AIF","NONC","Notice of Noncompliance Issued","07/14/2025","06-200278877","SDWA"
"ICIS","3601533269","110011151127","EPA","AIF","NONC","Notice of Noncompliance Issued","12/11/2023","06-200234092","SDWA"
"RCRAINFO","KSD007162407","110011241815","EPA","AIF","NOV","Notice of Violation","06/09/2010","07-200038730","RCRA"
"RCRAINFO","KSD007128846","110011247971","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/19/2007","07-200004803","RCRA"
"RCRAINFO","KSD007128846","110011247971","EPA","AIF","NOV","Notice of Violation","05/12/2006","07-200004802","RCRA"
"RCRAINFO","KSD000809707","110011247999","EPA","AIF","NOV","Notice of Violation","08/08/2007","07-200007276","RCRA"
"RCRAINFO","ILD980821557","110011268699","EPA","AIF","NOV","Notice of Violation","05/20/2013","05-200086624","RCRA"
"RCRAINFO","ILD980821557","110011268699","EPA","AIF","NOV","Notice of Violation","06/25/2021","05-200198373","RCRA"
"RCRAINFO","IAT200011187","110011274325","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/11/2008","07-200007845","RCRA"
"RCRAINFO","IAT200011187","110011274325","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","11/20/2008","07-200012022","RCRA"
"RCRAINFO","IAD005278502","110011274334","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/07/2008","07-200008660","RCRA"
"RCRAINFO","IAT200010015","110011274922","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","05/05/2006","07-200000790","RCRA"
"RCRAINFO","IAT200010015","110011274922","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/09/2008","07-200011246","RCRA"
"RCRAINFO","IAD007275753","110011275093","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/11/2008","07-200010424","RCRA"
"ICIS","2600013040","110011369214","EPA","AIF","NOV","Notice of Violation","06/13/2012","01-200073890","EPCRA"
"ICIS","1681785","110011369866","EPA","AIF","NONC","Notice of Noncompliance Issued","02/25/2003","HQ-100018926","EPCRA"
"ICIS","50952","110011372674","EPA","AIF","NONC","Notice of Noncompliance Issued","09/30/2004","08-100021043","EPCRA"
"ICIS","48262","110011385367","EPA","AIF","NOV","Notice of Violation",,"08-100018423","CWA"
"ICIS","3400105636","110011392885","EPA","AIF","NOV","Notice of Violation","12/24/2013","05-200104411","FIFRA"
"RCRAINFO","ILD005163092","110011392938","EPA","AIF","NOV","Notice of Violation","02/07/2005","05-100017692","RCRA"
"ICIS","600034732","110011398040","EPA","AIF","NONC","Notice of Noncompliance Issued","02/08/2008","05-200008599","TSCA"
"ICIS","7825462","110011400457","EPA","AIF","NOV","Notice of Violation","11/30/2005","05-100022427","FIFRA"
"ICIS","1800047759","110011400457","EPA","AIF","NOV","Notice of Violation","03/12/2010","05-200034293","FIFRA"
"ICIS","1800047759","110011400457","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/12/2016","05-200133425","FIFRA"
"ICIS","2226592","110011402320","EPA","AIF","NONC","Notice of Noncompliance Issued","08/06/2003","06-100019539","TSCA"
"ICIS","3400104688","110011406120","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/21/2014","05-200103650","FIFRA"
"SFDW","OK2003702","110011406237","EPA","AIF","NONC","Notice of Noncompliance Issued","01/27/2026","06-200285251","SDWA"
"ICIS","2600016958","110011409298","EPA","AIF","NONC","Notice of Noncompliance Issued","08/19/2011","07-200050111","TSCA"
"ICIS","1922849","110011411622","EPA","AIF","NONC","Notice of Noncompliance Issued","11/14/2023","06-200234596","SDWA"
"ICIS","6385937","110011414433","EPA","AIF","NOV","Notice of Violation","04/26/2004","06-100020651","FIFRA"
"RCRAINFO","LAD069746899","110011416510","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/28/2007","06-200006053","RCRA"
"ICIS","3600139780","110011417234","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/11/2016","05-200134534","FIFRA"
"ICIS","3400103210","110011417298","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/31/2014","05-200103873","FIFRA"
"ICIS","3400040827","110011433118","EPA","AIF","NONC","Notice of Noncompliance Issued","11/01/2013","05-200089293","TSCA"
"ICIS","3400080435","110011434439","EPA","AIF","NOV","Notice of Violation","04/25/2014","05-200097819","FIFRA"
"ICIS","3600137708","110011434689","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/03/2016","05-200134234","FIFRA"
"ICIS","3000039368","110011437070","EPA","AIF","NOV","Notice of Violation","09/24/2012","05-200075339","FIFRA"
"ICIS","3000039368","110011437070","EPA","AIF","NOV","Notice of Violation","09/24/2012","05-200074550","FIFRA"
"ICIS","3000039368","110011437070","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/10/2014","05-200104220","FIFRA"
"ICIS","7825457","110011438774","EPA","AIF","NOV","Notice of Violation","11/30/2005","05-100022423","FIFRA"
"ICIS","7825457","110011438774","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200064593","FIFRA"
"RCRAINFO","WID079713459","110011441662","EPA","AIF","NOV","Notice of Violation",,"05-200058106","RCRA"
"ICIS","3600252433","110011443410","EPA","AIF","NONC","Notice of Noncompliance Issued",,"05-200144633","EPCRA"
"ICIS","5868789","110011445052","EPA","AIF","NOV","Notice of Violation","09/02/2002","05-100019879","FIFRA"
"ICIS","5868789","110011445052","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/23/2014","05-200103680","FIFRA"
"ICIS","5868789","110011445052","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/24/2018","05-200169488","FIFRA"
"RCRAINFO","IAD022034433","110011455326","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","12/11/2008","07-200017263","RCRA"
"RCRAINFO","IAD022034433","110011455326","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/10/2009","07-200017265","RCRA"
"RCRAINFO","KSD007242126","110011457538","EPA","AIF","NOV","Notice of Violation","06/07/2011","07-200049114","RCRA"
"ICIS","3400094061","110011458671","EPA","AIF","NOV","Notice of Violation","08/05/2014","05-200101999","FIFRA"
"ICIS","3600043998","110011463013","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/30/2015","09-200120824","FIFRA"
"ICIS","50667","110011466485","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020193","TSCA"
"ICIS","51389","110011468367","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018075","TSCA"
"ICIS","600039086","110011468786","EPA","AIF","NONC","Notice of Noncompliance Issued","12/18/2007","08-200007625","TSCA"
"ICIS","50436","110011468820","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018076","TSCA"
"ICIS","6684292","110011471861","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2005","07-100021608","TSCA"
"ICIS","6684292","110011471861","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2005","07-100021606","TSCA"
"ICIS","6684292","110011471861","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2005","07-100021419","TSCA"
"ICIS","6684292","110011471861","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2005","07-100021420","TSCA"
"ICIS","6684292","110011471861","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2005","07-100021421","TSCA"
"ICIS","6684292","110011471861","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2005","07-100021607","TSCA"
"ICIS","5869690","110011472316","EPA","AIF","NONC","Notice of Noncompliance Issued","05/21/2003","07-200006149","TSCA"
"ICIS","600039882","110011476321","EPA","AIF","NOV","Notice of Violation","02/07/2008","07-200008195","TSCA"
"ICIS","2200012483","110011476367","EPA","AIF","NONC","Notice of Noncompliance Issued","12/21/2010","07-200042672","TSCA"
"NCDB","C03#92-0151","110011478560","EPA","AIF","NONC","Notice of Noncompliance Issued","02/15/2005","03-100021569","TSCA"
"ICIS","600030063","110011478702","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/28/2015","03-200138112","FIFRA"
"ICIS","600030063","110011478702","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/12/2017","03-200155882","FIFRA"
"ICIS","600030063","110011478702","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/19/2017","03-200155439","FIFRA"
"NCDB","I03#19900808MD023 1","110011479248","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200006645","FIFRA"
"ICIS","6385926","110011481146","EPA","AIF","NONC","Notice of Noncompliance Issued","07/28/2004","03-100021031","TSCA"
"NCDB","I03#199904010000 15","110011481333","EPA","AIF","NOV","Notice of Violation","06/06/2003","03-100019189","FIFRA"
"ICIS","2600019570","110011485552","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/02/2011","02-200049990","FIFRA"
"ICIS","5869854","110011486481","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/15/2011","02-200050071","FIFRA"
"ICIS","2084571","110011486524","EPA","AIF","NOV","Notice of Violation","02/10/2014","05-200094055","FIFRA"
"ICIS","2084571","110011486524","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/10/2026","05-200287211","FIFRA"
"ICIS","2600020802","110011486953","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/12/2011","02-200049755","FIFRA"
"ICIS","22577","110011488755","EPA","AIF","NOV","Notice of Violation","06/24/2005","03-100021593","FIFRA"
"ICIS","3600171574","110011488791","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/28/2015","03-200138380","FIFRA"
"NCDB","C03#F99005P","110011488899","EPA","AIF","NOV","Notice of Violation",,"03-100020287","FIFRA"
"ICIS","600022186","110011492795","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","05/29/2007","08-200006280","FIFRA"
"ICIS","600028439","110011492875","EPA","AIF","NONC","Notice of Noncompliance Issued","07/26/2007","08-200006666","TSCA"
"ICIS","6224236","110011493026","EPA","AIF","NONC","Notice of Noncompliance Issued","01/14/2004","08-100019969","TSCA"
"ICIS","50432","110011494123","EPA","AIF","NOV","Notice of Violation",,"08-100018284","TSCA"
"ICIS","1400022627","110011495131","EPA","AIF","NONC","Notice of Noncompliance Issued","07/01/2009","07-200016070","TSCA"
"ICIS","2441973","110011496050","EPA","AIF","NONC","Notice of Noncompliance Issued","02/25/2003","HQ-100018977","EPCRA"
"ICIS","2441995","110011497380","EPA","AIF","NONC","Notice of Noncompliance Issued","05/07/2003","03-100018871","TSCA"
"ICIS","3600171562","110011498003","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/28/2015","03-200138371","FIFRA"
"ICIS","7733174","110011498959","EPA","AIF","NONC","Notice of Noncompliance Issued","12/08/2000","03-200004434","TSCA"
