"ACTIVITY_ID","CASE_NUMBER","RELIEF_CODE","RELIEF_DESC"
"45","01-1982-0010","INJ","Injunctive Relief"
"47","01-1982-0012","CFS","Cost Recovery RI/FS (CERCLA)"
"47","01-1982-0012","CRA","Cost Recovery"
"47","01-1982-0012","CRD","Cost Recovery Remedial Design (CERCLA)"
"47","01-1982-0012","IRA","Injunctive Remedial Action (CERCLA)"
"47","01-1982-0012","IRD","Injunctive Remedial Design (CERCLA)"
"49","01-1982-0014","CFS","Cost Recovery RI/FS (CERCLA)"
"49","01-1982-0014","CRA","Cost Recovery"
"49","01-1982-0014","CRD","Cost Recovery Remedial Design (CERCLA)"
"49","01-1982-0014","CRR","Cost Recovery Removal (CERCLA)"
"93","01-1985-0006","PEN","Penalty"
"120","01-1986-0022","CFS","Cost Recovery RI/FS (CERCLA)"
"120","01-1986-0022","CRA","Cost Recovery"
"120","01-1986-0022","CRD","Cost Recovery Remedial Design (CERCLA)"
"120","01-1986-0022","CRR","Cost Recovery Removal (CERCLA)"
"124","01-1987-0005","CRA","Cost Recovery"
"124","01-1987-0005","CRD","Cost Recovery Remedial Design (CERCLA)"
"133","01-1987-0014","INJ","Injunctive Relief"
"133","01-1987-0014","PEN","Penalty"
"155","01-1988-0017","INJ","Injunctive Relief"
"155","01-1988-0017","PEN","Penalty"
"163","01-1988-0025","PEN","Penalty"
"164","01-1988-0026","CFS","Cost Recovery RI/FS (CERCLA)"
"164","01-1988-0026","CRR","Cost Recovery Removal (CERCLA)"
"166","01-1989-0002","IFS","Injunctive RI/FS (CERCLA)"
"167","01-1989-0003","INJ","Injunctive Relief"
"167","01-1989-0003","PEN","Penalty"
"168","01-1989-0004","IRA","Injunctive Remedial Action (CERCLA)"
"169","01-1989-0005","INJ","Injunctive Relief"
"169","01-1989-0005","PEN","Penalty"
"170","01-1989-0007","INJ","Injunctive Relief"
"170","01-1989-0007","PEN","Penalty"
"171","01-1989-0008","PEN","Penalty"
"172","01-1989-0009","CFS","Cost Recovery RI/FS (CERCLA)"
"172","01-1989-0009","CRA","Cost Recovery"
"172","01-1989-0009","CRD","Cost Recovery Remedial Design (CERCLA)"
"173","01-1989-0010","COR","Corrective Action (RCRA)"
"173","01-1989-0010","INJ","Injunctive Relief"
"173","01-1989-0010","PEN","Penalty"
"174","01-1989-0011","CRA","Cost Recovery"
"175","01-1989-0012","CFS","Cost Recovery RI/FS (CERCLA)"
"175","01-1989-0012","OCR","Other Cost Recovery (CERCLA)"
"176","01-1989-0013","INJ","Injunctive Relief"
"177","01-1989-0014","INJ","Injunctive Relief"
"177","01-1989-0014","PEN","Penalty"
"178","01-1989-0015","PEN","Penalty"
"179","01-1989-0016","OCR","Other Cost Recovery (CERCLA)"
"180","01-1989-0017","INJ","Injunctive Relief"
"180","01-1989-0017","PEN","Penalty"
"181","01-1989-0018","INJ","Injunctive Relief"
"181","01-1989-0018","PEN","Penalty"
"182","01-1989-0019","INJ","Injunctive Relief"
"183","01-1989-0020","INJ","Injunctive Relief"
"184","01-1989-0021","INJ","Injunctive Relief"
"184","01-1989-0021","PEN","Penalty"
"185","01-1989-0023","INJ","Injunctive Relief"
"185","01-1989-0023","PEN","Penalty"
"186","01-1989-0024","CFS","Cost Recovery RI/FS (CERCLA)"
"186","01-1989-0024","CRR","Cost Recovery Removal (CERCLA)"
"186","01-1989-0024","IRA","Injunctive Remedial Action (CERCLA)"
"186","01-1989-0024","IRD","Injunctive Remedial Design (CERCLA)"
"187","01-1989-0026","CFS","Cost Recovery RI/FS (CERCLA)"
"187","01-1989-0026","CRR","Cost Recovery Removal (CERCLA)"
"187","01-1989-0026","IRA","Injunctive Remedial Action (CERCLA)"
"187","01-1989-0026","IRD","Injunctive Remedial Design (CERCLA)"
"188","01-1989-0027","INJ","Injunctive Relief"
"188","01-1989-0027","PEN","Penalty"
"189","01-1989-0028","CRA","Cost Recovery"
"189","01-1989-0028","CRD","Cost Recovery Remedial Design (CERCLA)"
"189","01-1989-0028","IRA","Injunctive Remedial Action (CERCLA)"
"189","01-1989-0028","IRD","Injunctive Remedial Design (CERCLA)"
"191","01-1989-0030","CRA","Cost Recovery"
"191","01-1989-0030","CRD","Cost Recovery Remedial Design (CERCLA)"
"192","01-1989-0031","INJ","Injunctive Relief"
"193","01-1990-0001","PEN","Penalty"
"194","01-1990-0002","CRR","Cost Recovery Removal (CERCLA)"
"195","01-1990-0003","INJ","Injunctive Relief"
"195","01-1990-0003","PEN","Penalty"
"196","01-1990-0004","INJ","Injunctive Relief"
"196","01-1990-0004","PEN","Penalty"
"197","01-1990-0006","INJ","Injunctive Relief"
"197","01-1990-0006","PEN","Penalty"
"198","01-1990-0007","CRA","Cost Recovery"
"198","01-1990-0007","CRD","Cost Recovery Remedial Design (CERCLA)"
"199","01-1990-0008","CFS","Cost Recovery RI/FS (CERCLA)"
"199","01-1990-0008","CRA","Cost Recovery"
"199","01-1990-0008","CRD","Cost Recovery Remedial Design (CERCLA)"
"199","01-1990-0008","CRR","Cost Recovery Removal (CERCLA)"
"200","01-1990-0009","CRA","Cost Recovery"
"201","01-1990-0010","CFS","Cost Recovery RI/FS (CERCLA)"
"201","01-1990-0010","IRA","Injunctive Remedial Action (CERCLA)"
"201","01-1990-0010","IRD","Injunctive Remedial Design (CERCLA)"
"202","01-1990-0023","INJ","Injunctive Relief"
"203","01-1990-0024","INJ","Injunctive Relief"
"203","01-1990-0024","PEN","Penalty"
"204","01-1990-0025","INJ","Injunctive Relief"
"204","01-1990-0025","PEN","Penalty"
"205","01-1990-0027","INJ","Injunctive Relief"
"205","01-1990-0027","PEN","Penalty"
"206","01-1990-0029","INJ","Injunctive Relief"
"207","01-1990-0034","CFS","Cost Recovery RI/FS (CERCLA)"
"207","01-1990-0034","IRA","Injunctive Remedial Action (CERCLA)"
"207","01-1990-0034","IRD","Injunctive Remedial Design (CERCLA)"
"208","01-1990-0037","CFS","Cost Recovery RI/FS (CERCLA)"
"208","01-1990-0037","CRA","Cost Recovery"
"208","01-1990-0037","CRD","Cost Recovery Remedial Design (CERCLA)"
"208","01-1990-0037","CRR","Cost Recovery Removal (CERCLA)"
"209","01-1990-0039","INJ","Injunctive Relief"
"209","01-1990-0039","PEN","Penalty"
"210","01-1990-0041","INJ","Injunctive Relief"
"210","01-1990-0041","PEN","Penalty"
"211","01-1990-0042","INJ","Injunctive Relief"
"211","01-1990-0042","PEN","Penalty"
"212","01-1990-0043","INJ","Injunctive Relief"
"212","01-1990-0043","PEN","Penalty"
"213","01-1990-0044","INJ","Injunctive Relief"
"213","01-1990-0044","PEN","Penalty"
"214","01-1990-0045","INJ","Injunctive Relief"
"214","01-1990-0045","PEN","Penalty"
"215","01-1990-0046","CRA","Cost Recovery"
"215","01-1990-0046","CRD","Cost Recovery Remedial Design (CERCLA)"
"217","01-1990-0049","COR","Corrective Action (RCRA)"
"217","01-1990-0049","INJ","Injunctive Relief"
"217","01-1990-0049","PEN","Penalty"
"218","01-1990-0051","CFS","Cost Recovery RI/FS (CERCLA)"
"218","01-1990-0051","CRR","Cost Recovery Removal (CERCLA)"
"220","01-1990-0053","INJ","Injunctive Relief"
"220","01-1990-0053","PEN","Penalty"
"221","01-1990-0054","PEN","Penalty"
"224","01-1990-0059","CRR","Cost Recovery Removal (CERCLA)"
"225","01-1991-0001","CFS","Cost Recovery RI/FS (CERCLA)"
"225","01-1991-0001","CRA","Cost Recovery"
"225","01-1991-0001","CRR","Cost Recovery Removal (CERCLA)"
"225","01-1991-0001","IFS","Injunctive RI/FS (CERCLA)"
"225","01-1991-0001","IRA","Injunctive Remedial Action (CERCLA)"
"225","01-1991-0001","IRD","Injunctive Remedial Design (CERCLA)"
"226","01-1991-0004","CRA","Cost Recovery"
"226","01-1991-0004","CRD","Cost Recovery Remedial Design (CERCLA)"
"227","01-1991-0006","IRA","Injunctive Remedial Action (CERCLA)"
"227","01-1991-0006","IRD","Injunctive Remedial Design (CERCLA)"
"228","01-1991-0007","INJ","Injunctive Relief"
"229","01-1991-0008","INJ","Injunctive Relief"
"229","01-1991-0008","PEN","Penalty"
"230","01-1991-0010","CRR","Cost Recovery Removal (CERCLA)"
"232","01-1991-0012","CRR","Cost Recovery Removal (CERCLA)"
"233","01-1991-0013","COR","Corrective Action (RCRA)"
"233","01-1991-0013","PEN","Penalty"
"234","01-1991-0014","CRA","Cost Recovery"
"234","01-1991-0014","CRD","Cost Recovery Remedial Design (CERCLA)"
"235","01-1991-0015","CRA","Cost Recovery"
"236","01-1991-0016","INJ","Injunctive Relief"
"236","01-1991-0016","PEN","Penalty"
"237","01-1991-0017","INJ","Injunctive Relief"
"237","01-1991-0017","PEN","Penalty"
"238","01-1991-0018","INJ","Injunctive Relief"
"238","01-1991-0018","PEN","Penalty"
"239","01-1991-0019","CFS","Cost Recovery RI/FS (CERCLA)"
"239","01-1991-0019","CRA","Cost Recovery"
"239","01-1991-0019","CRD","Cost Recovery Remedial Design (CERCLA)"
"239","01-1991-0019","CRR","Cost Recovery Removal (CERCLA)"
"240","01-1991-0020","CFS","Cost Recovery RI/FS (CERCLA)"
"240","01-1991-0020","CRA","Cost Recovery"
"240","01-1991-0020","CRD","Cost Recovery Remedial Design (CERCLA)"
"240","01-1991-0020","CRR","Cost Recovery Removal (CERCLA)"
"242","01-1991-0023","INJ","Injunctive Relief"
"243","01-1991-0024","INJ","Injunctive Relief"
"244","01-1991-0025","CRA","Cost Recovery"
"244","01-1991-0025","CRD","Cost Recovery Remedial Design (CERCLA)"
"244","01-1991-0025","OCR","Other Cost Recovery (CERCLA)"
"245","01-1992-0001","CFS","Cost Recovery RI/FS (CERCLA)"
"246","01-1992-0002","CRA","Cost Recovery"
"247","01-1992-0003","COL","Collection Of A Pre-Existing Debt"
"247","01-1992-0003","PEN","Penalty"
"248","01-1992-0004","INJ","Injunctive Relief"
"248","01-1992-0004","PEN","Penalty"
"249","01-1992-0005","INJ","Injunctive Relief"
"249","01-1992-0005","PEN","Penalty"
"250","01-1992-0006","INJ","Injunctive Relief"
"250","01-1992-0006","PEN","Penalty"
"251","01-1992-0007","CRR","Cost Recovery Removal (CERCLA)"
"251","01-1992-0007","OCR","Other Cost Recovery (CERCLA)"
"252","01-1992-0008","INJ","Injunctive Relief"
"252","01-1992-0008","PEN","Penalty"
"253","01-1992-0009","INJ","Injunctive Relief"
"253","01-1992-0009","PEN","Penalty"
"254","01-1992-0010","CRR","Cost Recovery Removal (CERCLA)"
"254","01-1992-0010","PEN","Penalty"
"256","01-1993-0002","INJ","Injunctive Relief"
"257","01-1993-0003","CRA","Cost Recovery"
"257","01-1993-0003","CRD","Cost Recovery Remedial Design (CERCLA)"
"257","01-1993-0003","IRA","Injunctive Remedial Action (CERCLA)"
"257","01-1993-0003","IRD","Injunctive Remedial Design (CERCLA)"
"258","01-1993-0004","INJ","Injunctive Relief"
"258","01-1993-0004","PEN","Penalty"
"259","01-1993-0005","INJ","Injunctive Relief"
"259","01-1993-0005","PEN","Penalty"
"261","01-1993-0007","CFS","Cost Recovery RI/FS (CERCLA)"
"262","01-1993-0008","CFS","Cost Recovery RI/FS (CERCLA)"
"262","01-1993-0008","IRA","Injunctive Remedial Action (CERCLA)"
"262","01-1993-0008","IRD","Injunctive Remedial Design (CERCLA)"
"263","01-1993-0010","INJ","Injunctive Relief"
"264","01-1993-0012","OCR","Other Cost Recovery (CERCLA)"
"265","01-1993-0013","CRA","Cost Recovery"
"265","01-1993-0013","CRD","Cost Recovery Remedial Design (CERCLA)"
"266","01-1993-0015","CFS","Cost Recovery RI/FS (CERCLA)"
"266","01-1993-0015","CRR","Cost Recovery Removal (CERCLA)"
"266","01-1993-0015","IRA","Injunctive Remedial Action (CERCLA)"
"266","01-1993-0015","IRD","Injunctive Remedial Design (CERCLA)"
"267","01-1993-0016","CRA","Cost Recovery"
"267","01-1993-0016","CRD","Cost Recovery Remedial Design (CERCLA)"
"268","01-1993-0017","CFS","Cost Recovery RI/FS (CERCLA)"
"268","01-1993-0017","CRA","Cost Recovery"
"268","01-1993-0017","CRD","Cost Recovery Remedial Design (CERCLA)"
"268","01-1993-0017","CRR","Cost Recovery Removal (CERCLA)"
"268","01-1993-0017","OCR","Other Cost Recovery (CERCLA)"
"269","01-1993-0018","PEN","Penalty"
"270","01-1993-0019","CRA","Cost Recovery"
"270","01-1993-0019","CRD","Cost Recovery Remedial Design (CERCLA)"
"273","01-1993-0022","IRA","Injunctive Remedial Action (CERCLA)"
"273","01-1993-0022","IRD","Injunctive Remedial Design (CERCLA)"
"274","01-1993-0023","CRA","Cost Recovery"
"274","01-1993-0023","CRD","Cost Recovery Remedial Design (CERCLA)"
"275","01-1993-0024","COL","Collection Of A Pre-Existing Debt"
"275","01-1993-0024","INJ","Injunctive Relief"
"276","01-1993-0025","INJ","Injunctive Relief"
"276","01-1993-0025","PEN","Penalty"
"277","01-1993-0026","INJ","Injunctive Relief"
"277","01-1993-0026","PEN","Penalty"
"278","01-1993-0027","INJ","Injunctive Relief"
"278","01-1993-0027","PEN","Penalty"
"280","01-1993-0029","CRA","Cost Recovery"
"280","01-1993-0029","OCR","Other Cost Recovery (CERCLA)"
"281","01-1994-0001","CFS","Cost Recovery RI/FS (CERCLA)"
"281","01-1994-0001","CRA","Cost Recovery"
"281","01-1994-0001","CRD","Cost Recovery Remedial Design (CERCLA)"
"282","01-1994-0002","INJ","Injunctive Relief"
"282","01-1994-0002","PEN","Penalty"
"283","01-1994-0003","COL","Collection Of A Pre-Existing Debt"
"283","01-1994-0003","INJ","Injunctive Relief"
"283","01-1994-0003","PEN","Penalty"
"284","01-1994-0004","INJ","Injunctive Relief"
"284","01-1994-0004","PEN","Penalty"
"285","01-1994-0005","INJ","Injunctive Relief"
"285","01-1994-0005","PEN","Penalty"
"286","01-1994-0006","CFS","Cost Recovery RI/FS (CERCLA)"
"288","01-1994-0008","INJ","Injunctive Relief"
"288","01-1994-0008","PEN","Penalty"
"289","01-1994-0009","INJ","Injunctive Relief"
"290","01-1994-0010","PEN","Penalty"
"291","01-1994-0011","CFS","Cost Recovery RI/FS (CERCLA)"
"295","01-1994-0017","CRA","Cost Recovery"
"295","01-1994-0017","PEN","Penalty"
"296","01-1994-0018","IRM","Injunctive Removal (CERCLA)"
"297","01-1994-0019","INJ","Injunctive Relief"
"297","01-1994-0019","PEN","Penalty"
"298","01-1994-0020","CFS","Cost Recovery RI/FS (CERCLA)"
"298","01-1994-0020","CRA","Cost Recovery"
"298","01-1994-0020","CRD","Cost Recovery Remedial Design (CERCLA)"
"298","01-1994-0020","CRR","Cost Recovery Removal (CERCLA)"
"298","01-1994-0020","IRA","Injunctive Remedial Action (CERCLA)"
"298","01-1994-0020","IRD","Injunctive Remedial Design (CERCLA)"
"298","01-1994-0020","IRM","Injunctive Removal (CERCLA)"
"299","01-1994-0021","CRA","Cost Recovery"
"300","01-1994-0022","CFS","Cost Recovery RI/FS (CERCLA)"
"300","01-1994-0022","CRA","Cost Recovery"
"300","01-1994-0022","CRD","Cost Recovery Remedial Design (CERCLA)"
"300","01-1994-0022","CRR","Cost Recovery Removal (CERCLA)"
"300","01-1994-0022","IRA","Injunctive Remedial Action (CERCLA)"
"300","01-1994-0022","IRD","Injunctive Remedial Design (CERCLA)"
"301","01-1994-0023","INJ","Injunctive Relief"
"302","01-1994-0024","CRA","Cost Recovery"
"302","01-1994-0024","CRD","Cost Recovery Remedial Design (CERCLA)"
"303","01-1994-0025","CRA","Cost Recovery"
"303","01-1994-0025","CRD","Cost Recovery Remedial Design (CERCLA)"
"304","01-1994-0026","OCR","Other Cost Recovery (CERCLA)"
"305","01-1994-0027","CFS","Cost Recovery RI/FS (CERCLA)"
"305","01-1994-0027","CRA","Cost Recovery"
"305","01-1994-0027","CRD","Cost Recovery Remedial Design (CERCLA)"
"305","01-1994-0027","PEN","Penalty"
"306","01-1994-0028","INJ","Injunctive Relief"
"308","01-1995-0001","INJ","Injunctive Relief"
"321","01-1995-0015","PEN","Penalty"
"339","01-1995-0033","PEN","Penalty"
"367","01-1995-0061","IRM","Injunctive Removal (CERCLA)"
"373","01-1995-0068","INJ","Injunctive Relief"
"373","01-1995-0068","PEN","Penalty"
"374","01-1995-0069","CFS","Cost Recovery RI/FS (CERCLA)"
"374","01-1995-0069","CRA","Cost Recovery"
"374","01-1995-0069","CRD","Cost Recovery Remedial Design (CERCLA)"
"374","01-1995-0069","IRA","Injunctive Remedial Action (CERCLA)"
"375","01-1995-0070","CRA","Cost Recovery"
"376","01-1995-0071","INJ","Injunctive Relief"
"376","01-1995-0071","PEN","Penalty"
"404","01-1995-0101","CFS","Cost Recovery RI/FS (CERCLA)"
"404","01-1995-0101","CRA","Cost Recovery"
"404","01-1995-0101","CRD","Cost Recovery Remedial Design (CERCLA)"
"404","01-1995-0101","CRR","Cost Recovery Removal (CERCLA)"
"408","01-1995-0105","OCR","Other Cost Recovery (CERCLA)"
"410","01-1995-0107","PEN","Penalty"
"412","01-1995-0110","CFS","Cost Recovery RI/FS (CERCLA)"
"412","01-1995-0110","CRA","Cost Recovery"
"412","01-1995-0110","IRA","Injunctive Remedial Action (CERCLA)"
"412","01-1995-0110","IRD","Injunctive Remedial Design (CERCLA)"
"414","01-1995-0112","INJ","Injunctive Relief"
"414","01-1995-0112","PEN","Penalty"
"415","01-1995-0113","IRM","Injunctive Removal (CERCLA)"
"416","01-1995-0114","INJ","Injunctive Relief"
"416","01-1995-0114","PEN","Penalty"
"432","01-1995-0130","PEN","Penalty"
"433","01-1995-0131","PEN","Penalty"
"436","01-1996-0004","CFS","Cost Recovery RI/FS (CERCLA)"
"436","01-1996-0004","CRA","Cost Recovery"
"436","01-1996-0004","CRD","Cost Recovery Remedial Design (CERCLA)"
"436","01-1996-0004","IRA","Injunctive Remedial Action (CERCLA)"
"436","01-1996-0004","IRD","Injunctive Remedial Design (CERCLA)"
"438","01-1996-0006","PEN","Penalty"
"440","01-1996-0008","CFS","Cost Recovery RI/FS (CERCLA)"
"474","01-1996-0042","INJ","Injunctive Relief"
"474","01-1996-0042","PEN","Penalty"
"477","01-1996-0046","CRR","Cost Recovery Removal (CERCLA)"
"478","01-1996-0047","INJ","Injunctive Relief"
"478","01-1996-0047","PEN","Penalty"
"493","01-1996-0063","CFS","Cost Recovery RI/FS (CERCLA)"
"493","01-1996-0063","CRA","Cost Recovery"
"493","01-1996-0063","CRD","Cost Recovery Remedial Design (CERCLA)"
"493","01-1996-0063","PEN","Penalty"
"494","01-1996-0064","CFS","Cost Recovery RI/FS (CERCLA)"
"494","01-1996-0064","CRA","Cost Recovery"
"494","01-1996-0064","CRD","Cost Recovery Remedial Design (CERCLA)"
"494","01-1996-0064","PEN","Penalty"
"498","01-1996-0068","CFS","Cost Recovery RI/FS (CERCLA)"
"498","01-1996-0068","CRA","Cost Recovery"
"498","01-1996-0068","CRD","Cost Recovery Remedial Design (CERCLA)"
"498","01-1996-0068","IRA","Injunctive Remedial Action (CERCLA)"
"498","01-1996-0068","IRD","Injunctive Remedial Design (CERCLA)"
"498","01-1996-0068","PEN","Penalty"
"550","01-1996-0121","INJ","Injunctive Relief"
"551","01-1996-0122","CRA","Cost Recovery"
"551","01-1996-0122","OCR","Other Cost Recovery (CERCLA)"
"553","01-1996-0125","CFS","Cost Recovery RI/FS (CERCLA)"
"553","01-1996-0125","CRA","Cost Recovery"
"553","01-1996-0125","CRD","Cost Recovery Remedial Design (CERCLA)"
"553","01-1996-0125","CRR","Cost Recovery Removal (CERCLA)"
"553","01-1996-0125","OCR","Other Cost Recovery (CERCLA)"
"555","01-1996-0127","CFS","Cost Recovery RI/FS (CERCLA)"
"555","01-1996-0127","CRA","Cost Recovery"
"555","01-1996-0127","CRD","Cost Recovery Remedial Design (CERCLA)"
"557","01-1996-0129","CRR","Cost Recovery Removal (CERCLA)"
"558","01-1996-0131","CRR","Cost Recovery Removal (CERCLA)"
"560","01-1997-0001","INJ","Injunctive Relief"
"560","01-1997-0001","PEN","Penalty"
"619","01-1997-0061","PEN","Penalty"
"625","01-1997-0067","GMZ","0% Gravity Mitigaiton"
"632","01-1997-0074","CRA","Cost Recovery"
"632","01-1997-0074","IRA","Injunctive Remedial Action (CERCLA)"
"634","01-1997-0076","OCR","Other Cost Recovery (CERCLA)"
"636","01-1997-0078","PEN","Penalty"
"637","01-1997-0079","PEN","Penalty"
"638","01-1997-0080","PEN","Penalty"
"639","01-1997-0081","CRR","Cost Recovery Removal (CERCLA)"
"640","01-1997-0082","PEN","Penalty"
"641","01-1997-0083","PEN","Penalty"
"642","01-1997-0084","PEN","Penalty"
"643","01-1997-0085","PEN","Penalty"
"644","01-1997-0086","PEN","Penalty"
"645","01-1997-0087","PEN","Penalty"
"646","01-1997-0088","PEN","Penalty"
"647","01-1997-0089","PEN","Penalty"
"648","01-1997-0090","PEN","Penalty"
"649","01-1997-0091","PEN","Penalty"
"650","01-1997-0092","PEN","Penalty"
"651","01-1997-0093","PEN","Penalty"
"652","01-1997-0094","PEN","Penalty"
"653","01-1997-0095","PEN","Penalty"
"654","01-1997-0096","PEN","Penalty"
"655","01-1997-0097","PEN","Penalty"
"656","01-1997-0098","PEN","Penalty"
"657","01-1997-0099","PEN","Penalty"
"658","01-1997-0100","PEN","Penalty"
"659","01-1997-0101","PEN","Penalty"
"660","01-1997-0102","PEN","Penalty"
"661","01-1997-0103","PEN","Penalty"
"662","01-1997-0104","PEN","Penalty"
"663","01-1997-0105","PEN","Penalty"
"664","01-1997-0106","PEN","Penalty"
"665","01-1997-0107","PEN","Penalty"
"666","01-1997-0108","PEN","Penalty"
"667","01-1997-0109","PEN","Penalty"
"668","01-1997-0110","PEN","Penalty"
"669","01-1997-0111","PEN","Penalty"
"670","01-1997-0112","PEN","Penalty"
"671","01-1997-0113","PEN","Penalty"
"672","01-1997-0114","PEN","Penalty"
"673","01-1997-0115","PEN","Penalty"
"674","01-1997-0116","PEN","Penalty"
"675","01-1997-0117","PEN","Penalty"
"676","01-1997-0118","PEN","Penalty"
"678","01-1997-0120","PEN","Penalty"
"714","01-1997-0156","PEN","Penalty"
"715","01-1997-0157","PEN","Penalty"
"716","01-1997-0158","PEN","Penalty"
"717","01-1997-0159","PEN","Penalty"
"718","01-1997-0160","PEN","Penalty"
"719","01-1997-0161","PEN","Penalty"
"723","01-1997-0166","INJ","Injunctive Relief"
"725","01-1997-0168","PEN","Penalty"
"726","01-1997-0169","IRM","Injunctive Removal (CERCLA)"
"727","01-1997-0170","INJ","Injunctive Relief"
"727","01-1997-0170","PEN","Penalty"
"728","01-1997-0171","INJ","Injunctive Relief"
"730","01-1997-0174","PEN","Penalty"
"732","01-1997-0177","CRA","Cost Recovery"
"733","01-1997-0178","CRR","Cost Recovery Removal (CERCLA)"
"734","01-1997-0179","CRR","Cost Recovery Removal (CERCLA)"
"734","01-1997-0179","IRM","Injunctive Removal (CERCLA)"
"736","01-1997-0181","CFS","Cost Recovery RI/FS (CERCLA)"
"736","01-1997-0181","CRD","Cost Recovery Remedial Design (CERCLA)"
"737","01-1997-0182","INJ","Injunctive Relief"
"738","01-1997-0183","INJ","Injunctive Relief"
"739","01-1997-0184","PEN","Penalty"
"740","01-1997-0186","OCR","Other Cost Recovery (CERCLA)"
"741","01-1997-0187","COL","Collection Of A Pre-Existing Debt"
"742","01-1997-0188","PEN","Penalty"
"743","01-1997-0189","CFS","Cost Recovery RI/FS (CERCLA)"
"743","01-1997-0189","CRA","Cost Recovery"
"743","01-1997-0189","CRD","Cost Recovery Remedial Design (CERCLA)"
"744","01-1997-0190","PEN","Penalty"
"745","01-1997-0191","PEN","Penalty"
"746","01-1997-0192","IRA","Injunctive Remedial Action (CERCLA)"
"747","01-1997-0193","INJ","Injunctive Relief"
"748","01-1997-0194","PEN","Penalty"
"749","01-1997-0195","PEN","Penalty"
"750","01-1997-0196","INJ","Injunctive Relief"
"751","01-1997-0197","INJ","Injunctive Relief"
"752","01-1997-0198","PEN","Penalty"
"753","01-1997-0199","PEN","Penalty"
"754","01-1997-0200","INJ","Injunctive Relief"
"754","01-1997-0200","PEN","Penalty"
"755","01-1997-0201","CRR","Cost Recovery Removal (CERCLA)"
"756","01-1997-0202","CRR","Cost Recovery Removal (CERCLA)"
"757","01-1997-0203","CRR","Cost Recovery Removal (CERCLA)"
"758","01-1997-0204","INJ","Injunctive Relief"
"758","01-1997-0204","PEN","Penalty"
"759","01-1997-0205","INJ","Injunctive Relief"
"759","01-1997-0205","PEN","Penalty"
"760","01-1997-0206","INJ","Injunctive Relief"
"762","01-1997-0208","CRR","Cost Recovery Removal (CERCLA)"
"767","01-1997-0213","INJ","Injunctive Relief"
"767","01-1997-0213","PEN","Penalty"
"768","01-1997-0215","IFS","Injunctive RI/FS (CERCLA)"
"768","01-1997-0215","IRM","Injunctive Removal (CERCLA)"
"769","01-1997-0216","INJ","Injunctive Relief"
"769","01-1997-0216","PEN","Penalty"
"770","01-1997-0218","PEN","Penalty"
"771","01-1997-0219","COL","Collection Of A Pre-Existing Debt"
"772","01-1997-0220","PEN","Penalty"
"773","01-1997-0221","PEN","Penalty"
"774","01-1997-0222","INJ","Injunctive Relief"
"774","01-1997-0222","PEN","Penalty"
"775","01-1997-0223","INJ","Injunctive Relief"
"775","01-1997-0223","PEN","Penalty"
"776","01-1997-0224","IRA","Injunctive Remedial Action (CERCLA)"
"777","01-1997-0225","CRR","Cost Recovery Removal (CERCLA)"
"778","01-1997-0226","CRR","Cost Recovery Removal (CERCLA)"
"779","01-1997-0227","COL","Collection Of A Pre-Existing Debt"
"779","01-1997-0227","PEN","Penalty"
"780","01-1997-0228","PEN","Penalty"
"781","01-1997-0229","PEN","Penalty"
"784","01-1997-0232","CFS","Cost Recovery RI/FS (CERCLA)"
"784","01-1997-0232","CRA","Cost Recovery"
"784","01-1997-0232","CRD","Cost Recovery Remedial Design (CERCLA)"
"785","01-1997-0233","OCR","Other Cost Recovery (CERCLA)"
"786","01-1997-0234","PEN","Penalty"
"787","01-1997-0235","PEN","Penalty"
"788","01-1997-0236","PEN","Penalty"
"789","01-1997-0237","PEN","Penalty"
"790","01-1997-0238","PEN","Penalty"
"792","01-1997-0240","PEN","Penalty"
"794","01-1997-0242","PEN","Penalty"
"795","01-1997-0243","PEN","Penalty"
"796","01-1997-0244","CFS","Cost Recovery RI/FS (CERCLA)"
"796","01-1997-0244","CRA","Cost Recovery"
"796","01-1997-0244","CRD","Cost Recovery Remedial Design (CERCLA)"
"796","01-1997-0244","CRR","Cost Recovery Removal (CERCLA)"
"797","01-1997-0245","CFS","Cost Recovery RI/FS (CERCLA)"
"797","01-1997-0245","CRA","Cost Recovery"
"797","01-1997-0245","CRD","Cost Recovery Remedial Design (CERCLA)"
"797","01-1997-0245","CRR","Cost Recovery Removal (CERCLA)"
"798","01-1997-0246","PEN","Penalty"
"799","01-1997-0247","CRA","Cost Recovery"
"800","01-1997-0248","PEN","Penalty"
"801","01-1997-0249","PEN","Penalty"
"802","01-1997-0250","PEN","Penalty"
"805","01-1997-0253","PEN","Penalty"
"812","01-1998-0001","IRD","Injunctive Remedial Design (CERCLA)"
"813","01-1998-0002","IRA","Injunctive Remedial Action (CERCLA)"
"813","01-1998-0002","IRM","Injunctive Removal (CERCLA)"
"814","01-1998-0003","IRM","Injunctive Removal (CERCLA)"
"815","01-1998-0004","INJ","Injunctive Relief"
"815","01-1998-0004","PEN","Penalty"
"816","01-1998-0006","PEN","Penalty"
"817","01-1998-0007","PEN","Penalty"
"818","01-1998-0008","PEN","Penalty"
"819","01-1998-0009","PEN","Penalty"
"820","01-1998-0010","PEN","Penalty"
"821","01-1998-0011","PEN","Penalty"
"822","01-1998-0012","PEN","Penalty"
"823","01-1998-0013","PEN","Penalty"
"824","01-1998-0014","PEN","Penalty"
