"ACTIVITY_ID","CASE_NUMBER","RELIEF_CODE","RELIEF_DESC"
"85726","06-2002-3514","PEN","Penalty"
"85725","06-2002-3515","PEN","Penalty"
"85724","06-2002-3516","PEN","Penalty"
"85723","06-2002-3517","PEN","Penalty"
"85721","06-2002-3518","PEN","Penalty"
"86748","06-2002-3520","PEN","Penalty"
"86749","06-2002-3521","PEN","Penalty"
"86750","06-2002-3522","PEN","Penalty"
"86751","06-2002-3523","PEN","Penalty"
"86752","06-2002-3524","PEN","Penalty"
"86761","06-2002-3525","PEN","Penalty"
"86774","06-2002-3526","PEN","Penalty"
"86775","06-2002-3527","PEN","Penalty"
"86777","06-2002-3528","PEN","Penalty"
"86779","06-2002-3529","PEN","Penalty"
"86781","06-2002-3530","PEN","Penalty"
"42019","06-2002-3702","PEN","Penalty"
"42022","06-2002-3705","CRA","Cost Recovery"
"42024","06-2002-3708","INJ","Injunctive Relief"
"42024","06-2002-3708","PEN","Penalty"
"42028","06-2002-3712","INJ","Injunctive Relief"
"42028","06-2002-3712","PEN","Penalty"
"42030","06-2002-3714","INJ","Injunctive Relief"
"42030","06-2002-3714","PEN","Penalty"
"42032","06-2002-3716","INJ","Injunctive Relief"
"42032","06-2002-3716","PEN","Penalty"
"42033","06-2002-3717","INJ","Injunctive Relief"
"42033","06-2002-3717","PEN","Penalty"
"42036","06-2002-3720","PEN","Penalty"
"42037","06-2002-3721","PEN","Penalty"
"42038","06-2002-3722","CRA","Cost Recovery"
"85180","06-2002-3723","INJ","Injunctive Relief"
"85180","06-2002-3723","PEN","Penalty"
"86648","06-2002-3725","INJ","Injunctive Relief"
"86648","06-2002-3725","PEN","Penalty"
"86480","06-2002-3728","INJ","Injunctive Relief"
"86480","06-2002-3728","PEN","Penalty"
"86639","06-2002-3742","PEN","Penalty"
"86643","06-2002-3743","PEN","Penalty"
"86715","06-2002-3744","PEN","Penalty"
"87816","06-2002-3747","INJ","Injunctive Relief"
"87816","06-2002-3747","PEN","Penalty"
"91391","06-2002-3748","INJ","Injunctive Relief"
"91391","06-2002-3748","PEN","Penalty"
"42039","06-2002-3901","PEN","Penalty"
"42040","06-2002-3902","PEN","Penalty"
"42041","06-2002-3903","PEN","Penalty"
"42042","06-2002-3904","PEN","Penalty"
"42043","06-2002-3905","PEN","Penalty"
"42044","06-2002-3906","PEN","Penalty"
"42045","06-2002-3910","PEN","Penalty"
"42046","06-2002-3911","PEN","Penalty"
"42047","06-2002-3912","PEN","Penalty"
"42048","06-2002-3913","PEN","Penalty"
"42049","06-2002-3914","PEN","Penalty"
"42050","06-2002-3915","PEN","Penalty"
"42051","06-2002-3916","PEN","Penalty"
"42052","06-2002-3917","PEN","Penalty"
"42053","06-2002-3918","INJ","Injunctive Relief"
"42053","06-2002-3918","PEN","Penalty"
"42054","06-2002-3919","INJ","Injunctive Relief"
"42054","06-2002-3919","PEN","Penalty"
"42055","06-2002-3920","INJ","Injunctive Relief"
"42055","06-2002-3920","PEN","Penalty"
"42056","06-2002-3921","INJ","Injunctive Relief"
"42056","06-2002-3921","PEN","Penalty"
"42057","06-2002-3922","PEN","Penalty"
"42058","06-2002-3923","PEN","Penalty"
"42059","06-2002-3924","INJ","Injunctive Relief"
"42059","06-2002-3924","PEN","Penalty"
"42060","06-2002-3925","INJ","Injunctive Relief"
"42060","06-2002-3925","PEN","Penalty"
"42061","06-2002-3926","INJ","Injunctive Relief"
"42061","06-2002-3926","PEN","Penalty"
"42062","06-2002-3927","INJ","Injunctive Relief"
"42062","06-2002-3927","PEN","Penalty"
"42063","06-2002-3928","INJ","Injunctive Relief"
"42063","06-2002-3928","PEN","Penalty"
"42064","06-2002-3929","INJ","Injunctive Relief"
"42064","06-2002-3929","PEN","Penalty"
"83855","06-2002-3930","PEN","Penalty"
"83853","06-2002-3931","PEN","Penalty"
"85163","06-2002-3932","INJ","Injunctive Relief"
"85163","06-2002-3932","PEN","Penalty"
"85164","06-2002-3933","INJ","Injunctive Relief"
"85164","06-2002-3933","PEN","Penalty"
"85162","06-2002-3934","INJ","Injunctive Relief"
"85162","06-2002-3934","PEN","Penalty"
"85715","06-2002-3935","PEN","Penalty"
"85712","06-2002-3936","PEN","Penalty"
"85709","06-2002-3937","PEN","Penalty"
"86638","06-2002-3938","PEN","Penalty"
"86633","06-2002-3939","PEN","Penalty"
"86404","06-2002-3940","PEN","Penalty"
"86401","06-2002-3941","PEN","Penalty"
"86740","06-2002-3942","PEN","Penalty"
"86741","06-2002-3943","PEN","Penalty"
"86742","06-2002-3944","PEN","Penalty"
"86719","06-2002-3945","PEN","Penalty"
"86717","06-2002-3946","PEN","Penalty"
"86702","06-2002-3947","PEN","Penalty"
"86701","06-2002-3948","PEN","Penalty"
"86699","06-2002-3949","PEN","Penalty"
"86698","06-2002-3950","PEN","Penalty"
"86696","06-2002-3951","PEN","Penalty"
"42065","06-2002-4101","INJ","Injunctive Relief"
"42066","06-2002-4105","PEN","Penalty"
"42067","06-2002-4110","INJ","Injunctive Relief"
"42068","06-2002-4111","INJ","Injunctive Relief"
"42069","06-2002-4112","INJ","Injunctive Relief"
"42070","06-2002-4113","PEN","Penalty"
"42071","06-2002-4114","INJ","Injunctive Relief"
"42072","06-2002-4115","INJ","Injunctive Relief"
"42073","06-2002-4117","INJ","Injunctive Relief"
"42074","06-2002-4118","PEN","Penalty"
"42075","06-2002-4119","PEN","Penalty"
"42076","06-2002-4120","PEN","Penalty"
"42077","06-2002-4121","PEN","Penalty"
"42078","06-2002-4122","PEN","Penalty"
"42079","06-2002-4123","INJ","Injunctive Relief"
"42080","06-2002-4124","INJ","Injunctive Relief"
"42081","06-2002-4125","PEN","Penalty"
"42082","06-2002-4126","PEN","Penalty"
"42083","06-2002-4127","PEN","Penalty"
"42084","06-2002-4128","PEN","Penalty"
"42085","06-2002-4129","PEN","Penalty"
"42086","06-2002-4130","PEN","Penalty"
"42087","06-2002-4131","PEN","Penalty"
"42088","06-2002-4132","PEN","Penalty"
"42089","06-2002-4133","PEN","Penalty"
"42090","06-2002-4134","PEN","Penalty"
"42091","06-2002-4135","INJ","Injunctive Relief"
"42092","06-2002-4136","PEN","Penalty"
"42093","06-2002-4137","PEN","Penalty"
"42094","06-2002-4138","PEN","Penalty"
"42095","06-2002-4139","PEN","Penalty"
"42096","06-2002-4140","PEN","Penalty"
"42097","06-2002-4141","PEN","Penalty"
"42098","06-2002-4142","PEN","Penalty"
"42099","06-2002-4143","PEN","Penalty"
"42100","06-2002-4150","PEN","Penalty"
"42101","06-2002-4151","PEN","Penalty"
"42102","06-2002-4152","PEN","Penalty"
"42103","06-2002-4153","INJ","Injunctive Relief"
"42104","06-2002-4154","PEN","Penalty"
"42105","06-2002-4155","PEN","Penalty"
"42106","06-2002-4156","PEN","Penalty"
"42107","06-2002-4157","PEN","Penalty"
"42108","06-2002-4158","PEN","Penalty"
"84971","06-2002-4162","INJ","Injunctive Relief"
"84937","06-2002-4163","PEN","Penalty"
"85169","06-2002-4164","PEN","Penalty"
"85209","06-2002-4168","INJ","Injunctive Relief"
"84775","06-2002-4172","PEN","Penalty"
"85172","06-2002-4173","INJ","Injunctive Relief"
"85176","06-2002-4175","PEN","Penalty"
"103258","06-2002-4179","INJ","Injunctive Relief"
"42109","06-2002-4301","PEN","Penalty"
"42110","06-2002-4302","PEN","Penalty"
"42111","06-2002-4303","PEN","Penalty"
"42112","06-2002-4304","PEN","Penalty"
"42113","06-2002-4305","PEN","Penalty"
"42114","06-2002-4306","PEN","Penalty"
"42115","06-2002-4307","PEN","Penalty"
"42116","06-2002-4308","PEN","Penalty"
"42117","06-2002-4309","PEN","Penalty"
"42118","06-2002-4310","PEN","Penalty"
"42119","06-2002-4311","PEN","Penalty"
"42120","06-2002-4312","PEN","Penalty"
"42121","06-2002-4313","PEN","Penalty"
"42122","06-2002-4314","PEN","Penalty"
"42123","06-2002-4315","PEN","Penalty"
"42124","06-2002-4316","PEN","Penalty"
"42125","06-2002-4317","PEN","Penalty"
"42126","06-2002-4318","PEN","Penalty"
"42127","06-2002-4319","PEN","Penalty"
"42128","06-2002-4320","PEN","Penalty"
"42129","06-2002-4321","PEN","Penalty"
"42130","06-2002-4322","PEN","Penalty"
"42131","06-2002-4323","PEN","Penalty"
"42132","06-2002-4324","PEN","Penalty"
"42133","06-2002-4325","PEN","Penalty"
"42134","06-2002-4326","PEN","Penalty"
"42135","06-2002-4327","PEN","Penalty"
"42136","06-2002-4328","PEN","Penalty"
"42137","06-2002-4329","PEN","Penalty"
"42138","06-2002-4330","PEN","Penalty"
"42139","06-2002-4331","PEN","Penalty"
"42140","06-2002-4332","PEN","Penalty"
"42141","06-2002-4333","PEN","Penalty"
"42142","06-2002-4334","PEN","Penalty"
"42143","06-2002-4335","PEN","Penalty"
"42144","06-2002-4336","PEN","Penalty"
"42145","06-2002-4337","PEN","Penalty"
"42146","06-2002-4338","PEN","Penalty"
"42147","06-2002-4339","PEN","Penalty"
"42148","06-2002-4340","PEN","Penalty"
"42149","06-2002-4341","PEN","Penalty"
"42150","06-2002-4342","PEN","Penalty"
"42151","06-2002-4343","PEN","Penalty"
"42152","06-2002-4344","PEN","Penalty"
"42153","06-2002-4345","PEN","Penalty"
"42154","06-2002-4346","PEN","Penalty"
"42155","06-2002-4347","PEN","Penalty"
"42156","06-2002-4348","PEN","Penalty"
"42157","06-2002-4349","PEN","Penalty"
"42158","06-2002-4350","PEN","Penalty"
"42159","06-2002-4351","PEN","Penalty"
"42160","06-2002-4352","PEN","Penalty"
"84235","06-2002-4353","PEN","Penalty"
"84248","06-2002-4354","PEN","Penalty"
"84249","06-2002-4355","PEN","Penalty"
"84250","06-2002-4356","PEN","Penalty"
"85084","06-2002-4357","PEN","Penalty"
"84335","06-2002-4358","PEN","Penalty"
"84336","06-2002-4359","PEN","Penalty"
"84337","06-2002-4360","PEN","Penalty"
"84338","06-2002-4361","PEN","Penalty"
"84339","06-2002-4362","PEN","Penalty"
"85086","06-2002-4363","PEN","Penalty"
"85085","06-2002-4364","PEN","Penalty"
"84194","06-2002-4365","PEN","Penalty"
"85078","06-2002-4366","PEN","Penalty"
"85077","06-2002-4367","PEN","Penalty"
"85076","06-2002-4368","PEN","Penalty"
"85075","06-2002-4369","PEN","Penalty"
"85074","06-2002-4370","PEN","Penalty"
"85070","06-2002-4371","PEN","Penalty"
"85069","06-2002-4372","PEN","Penalty"
"85071","06-2002-4373","PEN","Penalty"
"85072","06-2002-4374","PEN","Penalty"
"85073","06-2002-4375","PEN","Penalty"
"85539","06-2002-4376","PEN","Penalty"
"85548","06-2002-4377","PEN","Penalty"
"85555","06-2002-4378","PEN","Penalty"
"85557","06-2002-4379","PEN","Penalty"
"85558","06-2002-4380","PEN","Penalty"
"85559","06-2002-4381","PEN","Penalty"
"85563","06-2002-4382","PEN","Penalty"
"85665","06-2002-4383","PEN","Penalty"
"85671","06-2002-4384","PEN","Penalty"
"85672","06-2002-4385","PEN","Penalty"
"85673","06-2002-4386","PEN","Penalty"
"85674","06-2002-4387","PEN","Penalty"
"85676","06-2002-4388","PEN","Penalty"
"85677","06-2002-4389","PEN","Penalty"
"85681","06-2002-4390","PEN","Penalty"
"85679","06-2002-4391","PEN","Penalty"
"85683","06-2002-4392","PEN","Penalty"
"85685","06-2002-4393","PEN","Penalty"
"85748","06-2002-4394","PEN","Penalty"
"85750","06-2002-4395","PEN","Penalty"
"85755","06-2002-4396","PEN","Penalty"
"86015","06-2002-4397","PEN","Penalty"
"86266","06-2002-4398","PEN","Penalty"
"86020","06-2002-4399","PEN","Penalty"
"86016","06-2002-4400","PEN","Penalty"
"85965","06-2002-4401","PEN","Penalty"
"86692","06-2002-4402","PEN","Penalty"
"86693","06-2002-4403","PEN","Penalty"
"86694","06-2002-4404","PEN","Penalty"
"86695","06-2002-4405","PEN","Penalty"
"42161","06-2002-4501","PEN","Penalty"
"42162","06-2002-4502","PEN","Penalty"
"42163","06-2002-4503","PEN","Penalty"
"42164","06-2002-4504","PEN","Penalty"
"42165","06-2002-4505","PEN","Penalty"
"42166","06-2002-4506","PEN","Penalty"
"42167","06-2002-4507","PEN","Penalty"
"42168","06-2002-4508","PEN","Penalty"
"42169","06-2002-4509","PEN","Penalty"
"42170","06-2002-4510","PEN","Penalty"
"42171","06-2002-4511","PEN","Penalty"
"42172","06-2002-4512","PEN","Penalty"
"42173","06-2002-4513","PEN","Penalty"
"42174","06-2002-4514","PEN","Penalty"
"42175","06-2002-4515","PEN","Penalty"
"42176","06-2002-4516","PEN","Penalty"
"42177","06-2002-4517","PEN","Penalty"
"42178","06-2002-4518","PEN","Penalty"
"42179","06-2002-4519","PEN","Penalty"
"42180","06-2002-4520","PEN","Penalty"
"42181","06-2002-4521","PEN","Penalty"
"42182","06-2002-4522","PEN","Penalty"
"42183","06-2002-4523","PEN","Penalty"
"42184","06-2002-4524","PEN","Penalty"
"42185","06-2002-4525","PEN","Penalty"
"42186","06-2002-4526","PEN","Penalty"
"42187","06-2002-4527","PEN","Penalty"
"42188","06-2002-4528","PEN","Penalty"
"42189","06-2002-4529","PEN","Penalty"
"42190","06-2002-4530","PEN","Penalty"
"42191","06-2002-4531","PEN","Penalty"
"42192","06-2002-4532","PEN","Penalty"
"42193","06-2002-4533","PEN","Penalty"
"42194","06-2002-4534","PEN","Penalty"
"42195","06-2002-4535","PEN","Penalty"
"42196","06-2002-4536","PEN","Penalty"
"42197","06-2002-4537","PEN","Penalty"
"42198","06-2002-4538","PEN","Penalty"
"42199","06-2002-4539","PEN","Penalty"
"42200","06-2002-4540","PEN","Penalty"
"42201","06-2002-4541","PEN","Penalty"
"42202","06-2002-4542","PEN","Penalty"
"42203","06-2002-4543","PEN","Penalty"
"42204","06-2002-4544","PEN","Penalty"
"42205","06-2002-4545","PEN","Penalty"
"85080","06-2002-4546","PEN","Penalty"
"85079","06-2002-4547","PEN","Penalty"
"84984","06-2002-4548","PEN","Penalty"
"84897","06-2002-4549","PEN","Penalty"
"84896","06-2002-4550","PEN","Penalty"
"84895","06-2002-4551","PEN","Penalty"
"84894","06-2002-4552","PEN","Penalty"
"84893","06-2002-4553","PEN","Penalty"
"84892","06-2002-4554","PEN","Penalty"
"84891","06-2002-4555","PEN","Penalty"
"84890","06-2002-4556","PEN","Penalty"
"84889","06-2002-4557","PEN","Penalty"
"84888","06-2002-4558","PEN","Penalty"
"84868","06-2002-4559","PEN","Penalty"
"84867","06-2002-4560","PEN","Penalty"
"84863","06-2002-4561","PEN","Penalty"
"84858","06-2002-4562","PEN","Penalty"
"84856","06-2002-4563","PEN","Penalty"
"84848","06-2002-4564","PEN","Penalty"
"84847","06-2002-4565","PEN","Penalty"
"84846","06-2002-4566","PEN","Penalty"
"84845","06-2002-4567","PEN","Penalty"
"84844","06-2002-4568","PEN","Penalty"
"84842","06-2002-4569","PEN","Penalty"
"84843","06-2002-4570","PEN","Penalty"
"84783","06-2002-4571","PEN","Penalty"
"84784","06-2002-4572","PEN","Penalty"
"84748","06-2002-4573","PEN","Penalty"
"42206","06-2002-4801","PEN","Penalty"
"42207","06-2002-4802","PEN","Penalty"
"42208","06-2002-4803","PEN","Penalty"
"42209","06-2002-4804","PEN","Penalty"
"42210","06-2002-4805","PEN","Penalty"
"42211","06-2002-4806","PEN","Penalty"
"42212","06-2002-4807","PEN","Penalty"
"42213","06-2002-4808","PEN","Penalty"
"42214","06-2002-4809","PEN","Penalty"
"42215","06-2002-4810","PEN","Penalty"
"42216","06-2002-4811","PEN","Penalty"
"42217","06-2002-4812","PEN","Penalty"
"42218","06-2002-4813","PEN","Penalty"
"86482","06-2002-4851","PEN","Penalty"
"42219","06-2002-5100","PEN","Penalty"
"42220","06-2002-5101","PEN","Penalty"
"92410","06-2003-0000","INJ","Injunctive Relief"
"93630","06-2003-0009","INJ","Injunctive Relief"
"98303","06-2003-0329","PEN","Penalty"
"87006","06-2003-0502","PEN","Penalty"
"88802","06-2003-0504","PEN","Penalty"
"96132","06-2003-0505","PEN","Penalty"
"89272","06-2003-0509","PEN","Penalty"
"91190","06-2003-0510","PEN","Penalty"
"90094","06-2003-0511","PEN","Penalty"
"92540","06-2003-0512","PEN","Penalty"
"86383","06-2003-0525","PEN","Penalty"
"103303","06-2003-0601","INJ","Injunctive Relief"
"103018","06-2003-0602","INJ","Injunctive Relief"
"103020","06-2003-0603","INJ","Injunctive Relief"
"103033","06-2003-0604","INJ","Injunctive Relief"
"105629","06-2003-0605","INJ","Injunctive Relief"
"102991","06-2003-0606","INJ","Injunctive Relief"
"103030","06-2003-0607","INJ","Injunctive Relief"
"103011","06-2003-0608","INJ","Injunctive Relief"
"102894","06-2003-0609","INJ","Injunctive Relief"
"92750","06-2003-0735","PEN","Penalty"
"92675","06-2003-0738","PEN","Penalty"
"93463","06-2003-0743","PEN","Penalty"
"97715","06-2003-0746","PEN","Penalty"
"104884","06-2003-0748","PEN","Penalty"
"100879","06-2003-0752","PEN","Penalty"
"100366","06-2003-0753","PEN","Penalty"
"103967","06-2003-0758","PEN","Penalty"
"103367","06-2003-0762","PEN","Penalty"
"103659","06-2003-0763","PEN","Penalty"
"100423","06-2003-0764","PEN","Penalty"
"102197","06-2003-0765","PEN","Penalty"
"101855","06-2003-0766","PEN","Penalty"
"103353","06-2003-0767","PEN","Penalty"
"103668","06-2003-0768","PEN","Penalty"
"103724","06-2003-0769","PEN","Penalty"
"102360","06-2003-0770","PEN","Penalty"
"105052","06-2003-0771","PEN","Penalty"
"103677","06-2003-0772","PEN","Penalty"
"103775","06-2003-0773","PEN","Penalty"
"103964","06-2003-0774","PEN","Penalty"
"103680","06-2003-0775","PEN","Penalty"
"105058","06-2003-0776","PEN","Penalty"
"105130","06-2003-0777","PEN","Penalty"
"102395","06-2003-0778","PEN","Penalty"
"103637","06-2003-0779","PEN","Penalty"
"103688","06-2003-0780","PEN","Penalty"
"104750","06-2003-0781","PEN","Penalty"
"105060","06-2003-0782","PEN","Penalty"
"103713","06-2003-0783","PEN","Penalty"
"103780","06-2003-0784","PEN","Penalty"
"105139","06-2003-0785","PEN","Penalty"
"103717","06-2003-0786","PEN","Penalty"
"103384","06-2003-0787","PEN","Penalty"
"104855","06-2003-0788","PEN","Penalty"
"104700","06-2003-0789","PEN","Penalty"
"104867","06-2003-0790","PEN","Penalty"
"103720","06-2003-0791","PEN","Penalty"
"103956","06-2003-0792","PEN","Penalty"
"104862","06-2003-0795","PEN","Penalty"
"101924","06-2003-0796","PEN","Penalty"
"104763","06-2003-0803","PEN","Penalty"
"97918","06-2003-0901","INJ","Injunctive Relief"
"99044","06-2003-0906","INJ","Injunctive Relief"
"99044","06-2003-0906","PEN","Penalty"
"104871","06-2003-0908","INJ","Injunctive Relief"
"103791","06-2003-0909","INJ","Injunctive Relief"
"104027","06-2003-0911","INJ","Injunctive Relief"
"104027","06-2003-0911","PEN","Penalty"
"105877","06-2003-0912","PEN","Penalty"
"105647","06-2003-0919","INJ","Injunctive Relief"
"105647","06-2003-0919","PEN","Penalty"
"105826","06-2003-0924","INJ","Injunctive Relief"
"3601421591","06-2003-0950","PEN","Penalty"
"87530","06-2003-1104","INJ","Injunctive Relief"
"90132","06-2003-1111","INJ","Injunctive Relief"
"91080","06-2003-1116","INJ","Injunctive Relief"
"91721","06-2003-1117","INJ","Injunctive Relief"
"91721","06-2003-1117","PEN","Penalty"
"89466","06-2003-1218","INJ","Injunctive Relief"
"92392","06-2003-1581","INJ","Injunctive Relief"
"92391","06-2003-1582","INJ","Injunctive Relief"
"92009","06-2003-1590","PEN","Penalty"
"92002","06-2003-1593","INJ","Injunctive Relief"
"92024","06-2003-1604","PEN","Penalty"
"92384","06-2003-1637","INJ","Injunctive Relief"
"92382","06-2003-1638","INJ","Injunctive Relief"
"92380","06-2003-1639","INJ","Injunctive Relief"
"92378","06-2003-1640","INJ","Injunctive Relief"
"92377","06-2003-1641","INJ","Injunctive Relief"
"98926","06-2003-1678","INJ","Injunctive Relief"
"98929","06-2003-1679","INJ","Injunctive Relief"
"97703","06-2003-1702","INJ","Injunctive Relief"
"99115","06-2003-1704","INJ","Injunctive Relief"
"103560","06-2003-1705","INJ","Injunctive Relief"
"99100","06-2003-1706","INJ","Injunctive Relief"
"99240","06-2003-1708","INJ","Injunctive Relief"
"101408","06-2003-1709","INJ","Injunctive Relief"
"99375","06-2003-1711","INJ","Injunctive Relief"
"91597","06-2003-1712","PEN","Penalty"
"99430","06-2003-1713","INJ","Injunctive Relief"
"99432","06-2003-1715","INJ","Injunctive Relief"
"101748","06-2003-1716","INJ","Injunctive Relief"
"99324","06-2003-1718","INJ","Injunctive Relief"
"99418","06-2003-1720","INJ","Injunctive Relief"
"99426","06-2003-1722","INJ","Injunctive Relief"
"101726","06-2003-1739","INJ","Injunctive Relief"
"101404","06-2003-1747","INJ","Injunctive Relief"
"91598","06-2003-1748","PEN","Penalty"
"97714","06-2003-1751","INJ","Injunctive Relief"
"90129","06-2003-1753","PEN","Penalty"
"90148","06-2003-1754","INJ","Injunctive Relief"
"90902","06-2003-1755","INJ","Injunctive Relief"
"90183","06-2003-1756","INJ","Injunctive Relief"
"90184","06-2003-1757","INJ","Injunctive Relief"
"90187","06-2003-1758","INJ","Injunctive Relief"
"90106","06-2003-1759","INJ","Injunctive Relief"
"89386","06-2003-1760","INJ","Injunctive Relief"
"89924","06-2003-1761","INJ","Injunctive Relief"
"90930","06-2003-1763","PEN","Penalty"
"92397","06-2003-1764","PEN","Penalty"
"90337","06-2003-1766","PEN","Penalty"
"90118","06-2003-1767","PEN","Penalty"
"90243","06-2003-1768","INJ","Injunctive Relief"
"89062","06-2003-1769","PEN","Penalty"
"90181","06-2003-1770","PEN","Penalty"
"92418","06-2003-1771","PEN","Penalty"
"89604","06-2003-1772","PEN","Penalty"
"89957","06-2003-1773","PEN","Penalty"
"91002","06-2003-1775","PEN","Penalty"
"90655","06-2003-1779","INJ","Injunctive Relief"
"90976","06-2003-1780","INJ","Injunctive Relief"
"89929","06-2003-1781","INJ","Injunctive Relief"
"89947","06-2003-1782","INJ","Injunctive Relief"
"89939","06-2003-1783","INJ","Injunctive Relief"
"89432","06-2003-1784","INJ","Injunctive Relief"
"90928","06-2003-1785","INJ","Injunctive Relief"
"91485","06-2003-1786","PEN","Penalty"
"92102","06-2003-1787","PEN","Penalty"
"90837","06-2003-1788","INJ","Injunctive Relief"
"90182","06-2003-1789","INJ","Injunctive Relief"
"89966","06-2003-1790","INJ","Injunctive Relief"
"89995","06-2003-1791","INJ","Injunctive Relief"
"90021","06-2003-1793","INJ","Injunctive Relief"
"90191","06-2003-1794","INJ","Injunctive Relief"
"90518","06-2003-1795","INJ","Injunctive Relief"
"90004","06-2003-1796","INJ","Injunctive Relief"
"90058","06-2003-1797","INJ","Injunctive Relief"
"90116","06-2003-1798","INJ","Injunctive Relief"
"90342","06-2003-1799","INJ","Injunctive Relief"
"90551","06-2003-1800","INJ","Injunctive Relief"
"90964","06-2003-1802","INJ","Injunctive Relief"
"90970","06-2003-1803","INJ","Injunctive Relief"
"90978","06-2003-1804","INJ","Injunctive Relief"
"91634","06-2003-1805","INJ","Injunctive Relief"
"91510","06-2003-1806","INJ","Injunctive Relief"
"91638","06-2003-1807","INJ","Injunctive Relief"
"91442","06-2003-1808","INJ","Injunctive Relief"
"91641","06-2003-1809","INJ","Injunctive Relief"
"92929","06-2003-1810","INJ","Injunctive Relief"
"91949","06-2003-1811","INJ","Injunctive Relief"
"91502","06-2003-1812","INJ","Injunctive Relief"
"91498","06-2003-1813","INJ","Injunctive Relief"
"101035","06-2003-1814","INJ","Injunctive Relief"
"92444","06-2003-1815","INJ","Injunctive Relief"
"92638","06-2003-1816","INJ","Injunctive Relief"
"90671","06-2003-1817","INJ","Injunctive Relief"
"90982","06-2003-1818","INJ","Injunctive Relief"
"90749","06-2003-1819","INJ","Injunctive Relief"
"90753","06-2003-1820","INJ","Injunctive Relief"
"90727","06-2003-1821","INJ","Injunctive Relief"
"90957","06-2003-1823","INJ","Injunctive Relief"
"91236","06-2003-1824","INJ","Injunctive Relief"
"90769","06-2003-1825","INJ","Injunctive Relief"
"90954","06-2003-1826","INJ","Injunctive Relief"
"90951","06-2003-1827","INJ","Injunctive Relief"
"90943","06-2003-1828","INJ","Injunctive Relief"
"90948","06-2003-1829","INJ","Injunctive Relief"
"90941","06-2003-1830","INJ","Injunctive Relief"
"90939","06-2003-1831","INJ","Injunctive Relief"
"90927","06-2003-1832","INJ","Injunctive Relief"
"90998","06-2003-1833","INJ","Injunctive Relief"
"90929","06-2003-1834","INJ","Injunctive Relief"
"91058","06-2003-1835","INJ","Injunctive Relief"
"91062","06-2003-1836","INJ","Injunctive Relief"
"91000","06-2003-1837","INJ","Injunctive Relief"
"92447","06-2003-1839","INJ","Injunctive Relief"
"91010","06-2003-1840","INJ","Injunctive Relief"
"91015","06-2003-1841","INJ","Injunctive Relief"
"91023","06-2003-1842","INJ","Injunctive Relief"
"91162","06-2003-1843","INJ","Injunctive Relief"
"91160","06-2003-1844","INJ","Injunctive Relief"
"91159","06-2003-1845","INJ","Injunctive Relief"
"93200","06-2003-1846","INJ","Injunctive Relief"
"91672","06-2003-1847","INJ","Injunctive Relief"
"91669","06-2003-1848","INJ","Injunctive Relief"
"91678","06-2003-1849","INJ","Injunctive Relief"
"91675","06-2003-1850","INJ","Injunctive Relief"
"91662","06-2003-1852","INJ","Injunctive Relief"
"91055","06-2003-1853","INJ","Injunctive Relief"
"91052","06-2003-1854","INJ","Injunctive Relief"
"92404","06-2003-1855","INJ","Injunctive Relief"
"91489","06-2003-1856","PEN","Penalty"
"91942","06-2003-1857","INJ","Injunctive Relief"
"91941","06-2003-1858","INJ","Injunctive Relief"
"91168","06-2003-1859","INJ","Injunctive Relief"
"91508","06-2003-1860","INJ","Injunctive Relief"
"91506","06-2003-1861","INJ","Injunctive Relief"
"91944","06-2003-1862","INJ","Injunctive Relief"
"91496","06-2003-1864","INJ","Injunctive Relief"
"91431","06-2003-1865","INJ","Injunctive Relief"
"91497","06-2003-1866","INJ","Injunctive Relief"
"91495","06-2003-1867","INJ","Injunctive Relief"
"91301","06-2003-1868","INJ","Injunctive Relief"
"91568","06-2003-1869","INJ","Injunctive Relief"
"91650","06-2003-1870","INJ","Injunctive Relief"
"91613","06-2003-1872","INJ","Injunctive Relief"
"91645","06-2003-1873","INJ","Injunctive Relief"
"92412","06-2003-1874","INJ","Injunctive Relief"
"91624","06-2003-1875","INJ","Injunctive Relief"
"91652","06-2003-1876","INJ","Injunctive Relief"
"91611","06-2003-1877","INJ","Injunctive Relief"
"91618","06-2003-1878","INJ","Injunctive Relief"
"91619","06-2003-1879","INJ","Injunctive Relief"
"91657","06-2003-1880","INJ","Injunctive Relief"
"91654","06-2003-1881","INJ","Injunctive Relief"
"91536","06-2003-1882","INJ","Injunctive Relief"
"91539","06-2003-1883","INJ","Injunctive Relief"
"92070","06-2003-1887","INJ","Injunctive Relief"
"92093","06-2003-1888","INJ","Injunctive Relief"
"92458","06-2003-1889","INJ","Injunctive Relief"
"91515","06-2003-1890","PEN","Penalty"
"91576","06-2003-1891","INJ","Injunctive Relief"
"91665","06-2003-1892","INJ","Injunctive Relief"
"92047","06-2003-1893","INJ","Injunctive Relief"
"92710","06-2003-1894","INJ","Injunctive Relief"
"92712","06-2003-1895","INJ","Injunctive Relief"
"92460","06-2003-1896","PEN","Penalty"
"96315","06-2003-1897","PEN","Penalty"
"92261","06-2003-1898","INJ","Injunctive Relief"
"92947","06-2003-1899","INJ","Injunctive Relief"
"92958","06-2003-1900","INJ","Injunctive Relief"
"92521","06-2003-1901","INJ","Injunctive Relief"
"92529","06-2003-1902","INJ","Injunctive Relief"
"92526","06-2003-1903","INJ","Injunctive Relief"
