"ACTIVITY_ID","CASE_NUMBER","REGIONAL_DOCKET_NMBR"
"3600807448","03-2016-0523","SDWA-03-2016-0523-DS"
"3600807453","04-2016-2541","TACA-04-2016-2541(b)"
"3600807463","03-2016-0592","SDWA-03-2016-0592-DS"
"3601085288","07-2017-0109","CWA-07-2017-0109"
"3600655168","02-2016-8022","SDWA-02-2016-8022"
"3600809209","03-2016-0452","SDWA-03-2016-0452-DS"
"3600809224","04-2016-4019","RCRA-04-2016-4019(b)"
"3600809282","03-2016-0455","SDWA-03-2016-0455-DS"
"3600819372","04-2016-4009","RCRA-04-2016-4009(b)"
"3601022958","05-2017-7416","CAA-05-2017-022"
"3601023553","04-2017-9809","FC #001019"
"3601025095","05-2017-9910","RCRA-05-2017-0013"
"3601177011","03-2017-0164","CAA/CWA/CERC/RCRA-03-2017-0164"
"3601190768","03-2017-8355","CAA-03-2017-8355"
"3601459077","02-2018-3037","CWA-02-2018-3037"
"3601983643","09-2019-6007","PWS-AOC-2019-6006"
"3601983642","09-2019-0057","UIC-09-2019-0057"
"3601978768","07-2019-0270","CERCLA-07-2019-0270"
"3601561479","04-2018-5003","CWA-04-2018-5003(b)"
"3601561495","04-2018-2028","EPCRA-04-2018-2028(b)"
"3600242748","04-2015-1638","CAA-04-2015-1638"
"3600242749","04-2015-2519","TSCA-04-2015-2519(b)"
"3600773933","04-2010-9190","04-2010-9190"
"3600773947","04-2010-9112","04-2010-9112"
"3600801681","03-2016-0191","TSCA-03-2016-0191"
"3600662149","04-2009-9193","04-2009-9193"
"3600662334","09-2016-0607","CAA-15-8257"
"3602392880","04-2021-1290","T94-00778377"
"3600244469","09-2015-0512","CAA-15-8193"
"3600859672","02-2017-7904","II-UST-FC-1178EC"
"3600485658","06-2016-3507","CAA-06-201603507"
"3600485668","03-2016-0006","RCRA-03-2016-0006"
"3600664684","02-2016-7948","II-UST-FC-1128EC"
"3600673519","07-2016-0104","CWA-07-2015-0110"
"3600854464","07-2017-0016","CWA-07-2016-0079"
"3600854470","07-2017-0017","CWA-07-2016-0064"
"3600907202","06-2017-0909","06-2017-0909"
"3600907328","03-2017-0040","FIFRA-03-2017-0040"
"3602298648","09-2020-3574","CAA (112r)-09-2020-0074"
"3602300385","04-2020-1448","SCS-22968731"
"3602303195","02-2020-5076","FIFRA-02-2020-5076"
"3602705884","04-2021-1359","799-24735847"
"3602705954","04-2021-0002","CAA-04-2021-0002(b)"
"3602706368","03-2021-8035","FIFRA-03-2021-8035"
"3602706436","03-2021-8036","FIFRA-03-2021-8036"
"3602706437","04-2021-1363","799-24921132"
"3602706439","04-2021-1364","799-25007006"
"3602706440","04-2021-1365","9YX-20158603"
"3601987366","04-2019-7500","MPRSA-04-2019-7500"
"3602087995","07-2019-0243","CWA-07-2019-0243"
"3602094490","01-2020-2025","CWA-AO-01-FY20-26"
"3600392269","03-2015-0205","RCRA-03-2015-0205"
"3600392306","07-2015-0402","TSCA-07-2015-0070"
"3600803561","05-2016-1919","CWA-05-2017-0002"
"3600820642","07-2016-0350","CAA-07-2016-0033"
"3600821535","06-2016-0924","06-2016-0924"
"3600831269","08-2016-0105","FIFRA-08-2016-0014"
"3600401115","08-2015-0104","EPCRA-08-2015-0005"
"3600401116","08-2015-0112","SDWA-08-2015-0029"
"3600401133","08-2015-0126","SDWA-08-2015-0053"
"3602438332","03-2021-0028","CWA-03-2021-0028DW"
"3600749820","08-2016-0047","2:19-cv-677-TC"
"3602218545","07-2020-0146","RCRA-07-2020-0146"
"3602218992","04-2020-1285","799-67546761"
"3602219217","07-2020-0106","CWA-07-2020-0106"
"3602233943","04-2020-1372","SCS-07515143"
"3601799596","07-2019-0145","FIFRA-07-2019-0145"
"3602208012","02-2020-5009","FIFRA-02-2020-5009"
"3602208068","05-2020-4702","SDWA-05-2020-0004"
"3602208069","07-2020-0137","RCRA-07-2020-0137"
"3601145683","05-2017-9919","RCRA-05-2017-0022"
"3602446030","02-2021-5012","FIFRA-02-2021-5012"
"3602351388","03-2021-0019","CWA-03-2021-0019DN"
"3600356630","02-2015-7931","II-UST-FC-1006S"
"3600356692","06-2014-1328","06-2014-1328"
"3602697013","04-2021-1338","9HJ-01986457"
"3602292062","04-2020-1407","AMT-32621417"
"3602291529","04-2020-1400","ARR-00853102"
"3600396798","04-2015-3752","CERCLA-04-2015-3752"
"3601271589","04-2017-8013","CAA-04-2017-8013(b)"
"3601283848","04-2018-2001","CERCLA-04-2018-2001(b)"
"3601504984","02-2018-7929","II-UST-FC-1266EC"
"3601523937","02-2018-3014","CWA-02-2018-3014"
"3601533467","02-2018-3051","CWA-02-2018-3051"
"3601390299","02-2018-7919","II-UST-FC-1223EC"
"3601390591","02-2018-7920","II-UST-FC-1254EC"
"3601563150","04-2018-4007","RCRA-04-2018-4007(b)"
"3601597201","03-2018-4037","FIFRA-03-2018-4037"
"3601561516","04-2018-3014","FIFRA-04-2018-3014(b)"
"3601984686","05-2019-5049","CAA-05-2019-0034"
"3602401594","02-2021-5051","FIFRA20215051"
"3602401599","02-2021-5053","FIFRA20215053"
"3602401603","02-2021-5054","FIFRA20215054"
"3602401610","02-2021-5057","FIFRA20215057"
"3601954783","01-2019-2047","CWA-01-2019-0042"
"3602407020","03-2021-8012","FIFRA-03-2021-8012"
"3600396128","03-2015-0213","FIFRA-03-2015-0213"
"3600778244","09-2016-6501","UIC-09-2016-6501"
"3600778259","09-2016-4024","FIFRA-09-2016-0018"
"3600812904","03-2016-0193","CAA-03-2016-0193"
"3600655679","04-2016-9790","HG4-40050699-2"
"3600655687","07-2016-0092","RCRA-07-2015-0031"
"3600655698","04-2016-9793","HG4-4005100-8"
"3600729413","04-2016-3402","79952880131"
"3600740175","06-2016-1802","CWA-06-2016-1802"
"3600746108","05-2016-0053","FIFRA-05-2016-0012"
"3600746111","04-2016-2511","TSCA-04-2016-2511(b)"
"3600921394","01-2017-4002","FIFRA-01-20017"
"3601194291","02-2017-7109","RCRA-02-2017-7109"
"3601502686","06-2018-3400","3:18-cv-02526-JGC"
"3600819373","04-2016-9171","04-2016-9171"
"3600819379","04-2016-4013","RCRA-04-2016-4013(b)"
"3600820485","01-2016-1016","CAA-01-2016-0074"
"3600820485","01-2016-1016","RCRA-01-2016-0075"
"3600820511","07-2016-0356","CWA-07-2016-0083"
"3600824061","05-2016-0075","TSCA-05-2016-0010"
"3600699817","04-2015-1008","SDWA-04-2015-1008(b)"
"3601132804","07-2017-0210","EPCRA-07-2017-0210"
"3601175603","03-2017-6001","EPCRA-03-2017-6001"
"3601949389","04-2019-5502","CWA-04-2019-5502(b)"
"3601519308","01-2018-2022","CWA-01-2018-0048"
"3601920888","01-2019-2041","CWA-01-2019-0009"
"3601964506","09-2019-6008","PWS-AO-2019-6008"
"3600670519","04-2016-1656","CAA-04-2016-1656"
"3600671332","04-2016-1659","CAA-04-2016-1659"
"3600671334","04-2016-3298","231-2003236-7"
"3600671358","08-2016-0026","FIFRA-08-2016-0005"
"3600655662","07-2016-0093","RCRA-07-2015-0029"
"3600904862","08-2017-0010","CWA-08-2017-0001"
"3600907126","08-2017-0015","TSCA-08-2017-0001"
"3600908880","03-2017-0059","CAA-03-2017-0059"
"3601153045","05-2017-0075","TSCA-05-2017-0005"
"3601153089","02-2017-8021","SDWA-02-2017-8021"
"3601345124","02-2018-7917","II-UST-FC-1232EC"
"3602386924","04-2021-9001","2:20-mc-02028"
"3602395406","08-2021-0037","TSCA-08-2021-0002"
"3601359262","09-2018-0604","R9-CAA-18-1003"
"3601390242","02-2018-3024","CWA-02-2018-3024"
"3601390289","02-2018-3314","CWA-02-2018-3314"
"3601502066","02-2018-3401","CWA-02-2018-3401"
"3600721940","07-2016-0151","FIFRA-07-2016-0006"
"3600721952","07-2016-0153","CAA-07-2016-0019"
"3600747267","03-2016-8004","FIFRA-03-2016-8004"
"3600744024","03-2016-0096","CWA-03-2016-0096"
"3600833002","08-2016-0125","CAA-08-2016-0007"
"3600833020","08-2016-0126","CAA-08-2016-0006"
"3600896795","04-2017-4001","RCRA-04-2017-4001(b)"
"3600896803","04-2017-2508","TSCA-04-2017-2508(b)"
"3600721843","07-2016-0160","RCRA-07-2016-0011"
"3600819365","02-2016-0010","16-11501 and 16-11502"
"3602427564","02-2021-5036","FIFRA-02-2021-5036"
"3602427565","02-2021-5037","FIFRA-02-2021-5037"
"3602427567","02-2021-5067","FIFRA-02-2021-5067"
"3602427605","02-2021-5040","FIFRA-02-2021-5040"
"3602427658","05-2021-9909","RCRA-05-2021-0014"
"3600482150","05-2016-7352","CWA-05-2016-0003"
"3600482132","01-2016-0001","CERCLA 01-2015-0071"
"3600482135","02-2016-7928","II-UST-FC-1110EC"
"3600484118","08-2016-0010","SDWA-08-2016-0001"
"3600484120","08-2016-0012","RCRA(CIT)-08-2016-0002"
"3600399809","03-2015-0265","CAA-03-2015-0265"
"3600823862","06-2016-0931","06-2016-0931"
"3600732713","07-2016-0189","RCRA-07-2016-0012"
"3600732745","07-2016-0191","RCRA-07-2016-0005"
"3600732752","05-2016-0049","FIFRA-05-2016-0011"
"3600733025","04-2016-3409","04-2016-3409"
"3601012206","08-2017-0044","TSCA-08-2017-0004"
"3602156003","07-2020-0062","CWA-07-2020-0062"
"3602156013","04-2020-0707","FIFRA-04-2020-0707(b)"
"3602226900","09-2020-0038","SPCC-09-2020-0038"
"3602235333","03-2020-0112","CAA-03-2020-0112"
"3600829899","HQ-2016-5006","FIFRA-HQ-2016-5006"
"3600363415","05-2015-0087","FIFRA-05-2015-0046"
"3600653737","04-2016-9769","231-7752894-4"
"3600653748","04-2016-9743","799-29519838"
"3600913491","07-2017-0060","CWA-07-2017-0011"
"3600913498","07-2017-0062","CWA-07-2016-0058"
"3600913564","01-2017-4001","FIFRA-01-2017-0015"
"3601054164","05-2017-0049","FIFRA-05-2017-0032"
"3601757773","04-2019-8001","CAA-04-2019-8001(b)"
"3601873004","02-2019-8030","SDWA-02-2019-8030"
"3601813338","02-2019-9275","TSCA-02-2019-9275"
"3601868432","02-2019-9292","TSCA-02-2019-9292"
"3602042911","02-2020-7902","II-UST-FC-1327EC"
"3602006651","09-2019-0055","CWA-09-2019-0055"
"3602006656","05-2020-0101","TSCA 05 2019 0017"
"3602006814","08-2019-0131","TSCA-08-2019-0005"
"3602098739","08-2020-0034","FIFRA-08-2020-0013"
"3602151417","04-2020-0846","FIFRA-04-2020-0846"
"3602151427","04-2020-0845","FIFRA-04-2020-0845"
"3602250680","09-2020-0639","CAA 09-2020-0039"
"3602250709","03-2020-0097","CWA-03-2020-0097"
"3600751610","06-2016-3353","CAA-06-2016-3353"
"3600819317","08-2016-0057","SDWA-08-2016-0014"
"3600959877","05-2017-9906","RCRA-05-2017-0008"
"3601329741","04-2018-8006","CAA-04-2018-8006(b)"
"3602256768","04-2020-2109","RCRA-04-2020-2109(B)"
"3602266389","02-2020-5033","FIFRA-02-2020-5033"
"3602266393","02-2020-5034","FIFRA-02-2020-5034"
"3602267191","09-2020-1505","CWA-09-2020-0042"
"3602296140","HQ-2020-5013","TSCA-HQ-2020-5013"
"3600782000","07-2016-0262","RCRA-07-2016-0027"
"3600782008","02-2016-7964","II-UST-FC-1130EC"
"3600782009","07-2016-0260","CAA-07-2016-0031"
"3600815021","08-2016-0095","SDWA-08-2016-0030"
"3600850064","06-2016-0938","06-2016-0938"
"3600858355","02-2017-8003","SDWA-02-2017-8003"
"3601012926","05-2017-7412","EPCCRA-05-2017-0015"
"3601023022","07-2017-0327","CWA-07-2017-0027"
"3600954038","06-2017-0903","06-2017-0903"
"3601190250","02-2017-7108","RCRA-02-2017-7108"
"3601194526","09-2017-6505","UIC-09-2017-0003"
"3600810341","08-2016-0083","SDWA-08-2016-0018"
"3600810360","08-2016-0085","CWA-08-2016-0016"
"3600810361","08-2016-0086","CWA-08-2016-0015"
"3600979867","04-2016-2033","EPCRA-04-2016-2033(b)"
"3600979874","04-2017-2008","CERCLA-04-2017-2008(b)"
"3600995392","09-2017-0503","CAA-09-2017-0004"
"3400298111","08-2014-0139","FIFRA-08-2014-0009"
"3600655090","06-2016-1749","CWA 06-2016-1749"
"3602469449","08-2021-0061","SDWA-08-2021-0013"
"3601964300","08-2019-0107","NOW"
"3601964311","08-2019-0108","NOW"
"3602093374","07-2020-0019","TSCA-07-2020-0019"
"3602310690","04-2021-1203","NL7-01153768"
"3600752390","02-2016-9268","TSCA-02-2016-9268"
"3600752428","07-2016-0211","CAA-07-2016-0027"
"3600652929","04-2016-9734","04-2016-9734"
"3600652932","04-2016-9735","04-2016-9735"
"3600652933","04-2016-9767","222-3050691-1"
"3600652937","04-2016-9737","04-2016-9737"
"3600676883","04-2016-3363","04-2016-3363"
"3600676892","04-2016-3364","04-2016-3364"
"3601895050","03-2019-0068","TSCA-03-2019-0068"
"3602253325","04-2020-0715","FIFRA-04-2020-0715(b)"
"3602085715","08-2020-0017","SDWA-08-2020-0016"
"3602089407","08-2020-0021","CAA-08-2020-0001"
"3601192658","02-2017-9273","TSCA-02-2017-9273"
"3600476451","04-2016-4500","CWA-04-2016-4500(b)"
"3601173993","07-2017-0219","CWA-07-2017-0219"
"3601174096","07-2017-0345","TSCA-07-2017-0345"
"3601192667","02-2017-9281","TSCA-02-2017-9281"
"3601068450","04-2017-1629","CAA-04-2017-1629"
"3601477373","04-2018-2901","TSCA-04-2018-2901(b)"
"3601704471","04-2018-2014","EPCRA-04-2018-2014(b)"
"3602033812","05-2020-0013","FIFRA-05-2020-0001"
"3601123132","EF-2017-0003","4:17-cv-03775"
"3602218310","04-2020-3113","TSCA-04-2020-3113(b)"
"3600808299","03-2016-0437","SDWA-03-2016-0437-DS"
"3600811408","04-2016-3000","FIFRA-04-2016-3000(b)"
"3600828979","08-2016-0116","CERCLA-08-2016-0007"
"3600654917","04-2016-9780","04-2016-9780"
"3600775716","02-2016-9202","TSCA-02-2016-9202"
"3600995504","04-2017-1250","SDWA-04-2017-1250"
"3600804849","03-2016-0467","SDWA-03-2016-0467-DS"
"3601930929","08-2019-0059","21-cv-20-S"
"3600653270","05-2016-9910","RCRA-05-2016-0006"
"3600658486","05-2016-1005","V-W-16-C-005"
"3600658604","05-2016-1003","V-W-16-C-003"
"3600898319","04-2017-8002","CAA-04-2017-8002(b)"
"3600907175","05-2017-2001","RUST 05-2017-0002"
"3600907196","05-2017-2003","RUST-05-2017-003"
"3601022941","05-2017-0036","FIFRA-05-2017-0022"
"3601014573","03-2017-0119","FIFRA-03-2017-0119"
"3601014673","07-2017-0326","CWA-07-2017-0028"
"3601014685","07-2017-0150","FIFRA-07-2017-0150"
"3601145805","09-2017-2002","OPA-09-2017-0004"
"3601150770","10-2017-0171","16-31602 (JCW)"
"3600771455","07-2016-0240","CWA-07-2016-0055"
"3601339903","09-2018-7501","TSCA-09-2018-0001"
"3601357525","05-2018-0310","CWA-05-2018-0001"
"3601497582","03-2018-0086","CAA-RCRA-03-2018-0086"
"3601497640","07-2018-0233","RCRA-07-2018-0233"
"3601498979","07-2018-0248","RCRA-07-2018-0248"
"3601596440","03-2018-4030","FIFRA-03-2018-4030"
"3602253998","05-2020-0167","FIFRA-05-2020-0041"
"3602255024","09-2020-6532","UIC-09-2020-0032"
"3600399164","03-2015-0212","FIFRA-03-2015-0212"
"3601006352","07-2017-0318","CWA-07-2016-0046"
"3600246225","08-2015-0092","FIFRA-08-2015-0005"
"3600246260","08-2015-0094","CERCLA-08-2015-0007"
"3600684544","07-2016-0113","TSCA-07-2016-0002"
"3601054516","02-2017-0011","2:19-cv-08654"
"3600983361","04-2017-1634","CAA-04-2017-1634"
"3601203550","04-2017-3752","CERCLA-04-2017-3752"
"3601208579","04-2017-8526","FIFRA-04-2016-3340"
"3601208592","04-2017-8527","FIFRA-04-2016-3329"
"3601208597","04-2017-8528","FIFRA-04-2016-3294"
"3602285330","04-2020-0054","CAA-04-2020-0054(b)"
"3602317654","04-2021-1208","CHQ-06867180"
"3602317655","04-2021-1209","916-42901523"
"3602317656","04-2021-1210","KQ6-01384473"
"3600490310","07-2016-0064","CWA-07-2015-0122"
"3600490321","03-2016-0026","CWA/EPC-03-2016-0026"
"3600732099","04-2016-3445","315-90048647"
"3600738592","06-2016-1215","06-2016-1215"
"3602250755","01-2020-7008","TSCA-01-2020-0050"
"3602292241","04-2020-1416","799-82678920"
"3602292264","04-2020-1419","9UA-02503094"
"3602292273","04-2020-1420","AEK-76474482"
"3602406195","01-2021-2008","CWA-01-2021-0025"
"3602406191","01-2021-2007","CWA-01-2021-0023"
"3601596178","03-2018-8005","FIFRA-03-2018-8005"
"3602406212","08-2021-0044","SDWA-08-2021-0009"
"3601782214","04-2018-2903","TSCA-04-2018-2903(b)"
"3601874339","07-2019-1073","TSCA-07-2019-1073"
"3601902542","07-2019-0211","RCRA-07-2019-0211"
"3603083431","01-2022-5000","RCRA-01-2022-0020"
"3603468048","02-2023-7901","II-UST-FC-1422E"
"3603553796","04-2023-0051","CAA-04-2023-0051(b)"
"3603008700","04-2021-0711","FIFRA-04-2021-0711"
"3603019898","02-2022-7903","II-UST-FC-1398EC"
"3603427811","03-2023-8001","FIFRA-03-2023-8001"
"3603447700","04-2022-1145","FIFRA-04-2022-1145"
"3603305451","02-2022-7913","II-UST-FC-1418EC"
"3603531575","04-2022-0985","FIFRA-04-2022-0985"
"3603531576","04-2022-0981","FIFRA-04-2022-0981"
"3603559410","04-2023-3200","TSCA-04-2023-3200(b)"
"3602801769","02-2021-5154","FIFRA-02-2021-5154"
"3602801771","02-2021-5155","FIFRA-02-2021-5155"
"3603587891","03-2023-4027","FIFRA-03-2023-4027"
"3603591366","02-2023-4103","EPCRA-02-2023-4103"
"3602963786","02-2021-3354","CWA-02-2021-3354"
"3602964521","04-2022-1238","799-69103851"
"3603439406","05-2023-0305","SDWA-05-2022-0009"
"3603439760","08-2023-0004","EPCRA-08-2023-0001"
"3603439767","08-2023-0006","FIFRA-08-2023-0004"
"3603446003","04-2023-1218","241-01092923"
"3603630787","03-2023-0018","CAA-03-2023-0018"
"3603351983","01-2022-1025","CAA-01-2022-0058"
"3603352431","04-2022-3111","TSCA-04-2022-3111(b)"
"3602989817","02-2022-5030","FIFRA0202025030"
"3602989827","02-2022-5057","FIFRA0220225057"
"3603005259","03-2022-4043","FIFRA-03-2022-4043"
"3603147186","04-2022-2306","SDWA-04-2022-2306"
"3603054084","09-2022-5032","RCRA-09-2022-0032"
"3603455315","04-2022-1118","FIFRA-04-2022-1118"
"3603470998","04-2022-0856","FIFRA-04-2022-0856"
"3603471001","04-2022-0850","FIFRA-04-2022-0850"
"3603471299","04-2022-2014","FIFRA-04-2022-2014"
"3603471403","04-2022-0813","FIFRA-04-2022-0813"
"3603471410","04-2022-1188","FIFRA-04-2022-1188"
"3603471555","04-2022-1029","FIFRA-04-2022-1029"
"3602802220","02-2021-5180","FIFRA-02-2021-5180"
"3602794784","08-2021-0163","FIFRA-08-2021-0062"
"3602794785","09-2021-1012","SPCC-09-2021-0051"
"3602794793","08-2021-0164","FIFRA-08-2021-0063"
"3602809512","04-2021-0602","EPCRA-04-2021-0602(b)"
"3602838265","01-2021-1024","CAA-01-2021-0070"
"3602838467","02-2021-0014","20-04536-EAG11"
"3602879819","08-2022-0008","FIFRA-08-2021-0007"
"3602955462","03-2022-0024","CAA-03-2022-0024"
"3602972667","02-2022-5026","FIFRA-02-2022-5026"
"3602272966","04-2019-4755","CWA-04-2019-4755"
"3603255682","06-2022-1799","CWA-06-2022-1799"
"3603375878","04-2022-9009","TSCA-04-2022-9009(B)"
"3603590535","07-2023-0086","TSCA-07-2023-0086"
"3603597388","04-2023-1264","916-49632808"
"3603447685","04-2022-1163","FIFRA-04-2022-1163"
"3602807017","04-2021-1456","M34-10258370"
"3602808469","03-2021-0105","RCRA-03-2021-0105"
"3603560977","02-2023-9226","TSCA-02-2023-9226"
"3602888747","02-2021-5224","FIFRA-02-2021-5224"
"3602923031","02-2022-8501","SDWA-02-2022-8501"
"3603087460","05-2022-0079","TSCA-05-2022-0002"
"3603484887","02-2022-2014","CERCLA-02-2022-2014"
"3603485291","09-2023-0602","CAA-09-2023-0013"
"3603485310","04-2023-1226","DSV-15925339"
"3603333836","02-2022-5110","FIFRA-02-2022-5110"
"3603333844","02-2022-5168","FIFRA-02-2022-5168"
"3603346621","04-2022-0312","CWA-04-2022-0312"
"3603364702","05-2022-0162","EPCRA-05-2022-0014"
"3603366847","04-2022-1326","SCS-18069289"
"3603252159","02-2022-8030","SDWA-02-2022-8030"
"3603252160","02-2022-8036","SDWA-02-2022-8036"
"3603254028","03-2022-8009","FIFRA-03-2022-8009"
"3603293842","09-2022-7765","TSCA-09-2022-0065"
"3602929417","08-2022-0029","CWA-08-2021-0014"
"3602787242","03-2021-0040","CAA-03-2021-0040"
"3603472658","04-2022-0865","FIFRA-04-2022-0865"
"3603560101","03-2023-0067","CERCLA-03-2023-0067"
"3603329922","04-2022-1304","442-90951167"
"3603329924","04-2022-1305","442-90951126"
"3603329930","04-2022-1010","FIFRA-04-2022-1010"
"3603329935","04-2022-1021","FIFRA-04-2022-1021"
"3603329936","04-2022-1027","FIFRA-04-2022-1027"
"3603329937","04-2022-1036","FIFRA-04-2022-1036"
"3603329938","04-2022-1002","FIFRA-04-2022-1002"
"3603329939","04-2022-1038","FIFRA-04-2022-1038"
"3602876126","08-2022-0002","FIFRA-08-2022-0002"
"3602977649","02-2022-5204","FIFRA-02-2022-5204"
"3602828905","02-2021-2048","CERCLA-02-2021-2048"
"3602832162","01-2021-1023","CAA-01-2021-0049"
"3602832390","08-2021-0199","SDWA-08-2021-0039"
"3602832461","08-2021-0201","CAA-08-2021-0008"
"3603482783","03-2023-4024","FIFRA-03-2023-4024"
"3603482788","03-2023-4025","FIFRA-03-2023-4025"
"3603482809","03-2023-4022","FIFRA-03-2023-4022"
"3603483009","03-2023-4023","FIFRA-03-2023-4023"
"3603486357","02-2023-3305","CWA-02-2023-3305"
"3604860293","02-2026-5020","FIFRA-02-2026-5020"
"3603660833","04-2023-1286","799-58301483"
"3603660835","04-2023-0721","FIFRA-04-2023-0721"
"3602801883","01-2021-7005","TSCA-01-2021-0072"
"3603097658","06-2022-4809","CWA-06-2022-4809"
"3603590483","07-2023-0080","RCRA-07-2023-0080"
"3602793433","04-2019-4000","RCRA-2019-4000(b)"
"3602840868","01-2021-5001","RCRA-01-2021-0086"
"3602910616","03-2022-4008","FIFRA-03-2022-4008"
"3603519097","05-2023-5010","CAA-05-2023-0016"
"3603519451","07-2023-0014","TSCA-07-2023-0014"
"3603555301","10-2023-0066","771346499101"
"3603556006","03-2023-0078","CWA-03-2023-0078CW"
"3603556015","09-2023-0604","R9-CAA-23-1004"
"3602834718","02-2021-5203","FIFRA-02-2021-5203"
"3603073224","01-2022-1014","CAA-01-2022-0014"
"3603073740","02-2022-3018","CWA-02-2022-3018"
"3603073761","08-2022-0066","SDWA-08-2022-0011"
"3603613933","05-2023-5024","CAA-05-2023-0022"
"3603613951","05-2023-5025","CAA-05-2023-0017"
"3603618541","10-2023-0100","397982027664"
"16728","03-1994-0225","CWA-III-128"
"3603292884","02-2022-5150","FIFRA-02-2022-5150"
"3603292891","02-2022-5151","FIFRA-02-2022-5151"
"3603292892","02-2022-5152","FIFRA-02-2022-5152"
"3603355717","02-2022-5171","FIFRA-02-2022-5171"
"3603355945","03-2022-0035","RCRA-03-2022-0035"
"3603423315","01-2023-1000","CAA-01-2022-0068"
"3603423359","07-2022-0138","RCRA-07-2022-0138"
"3603082022","04-2022-1256","008-80020748"
"3603549959","02-2023-5031","FIFRA-02-2023-5031"
"3602778021","01-2021-1012","CAA-R1-2021-0074"
"3602778023","04-2021-0056","CAA-04-2021-0056(b)"
"3603537919","01-2023-2008","CWA-01-2023-0035"
"3602923040","03-2022-0014","CWA-03-2022-0014"
"3603375868","02-2022-7209","RCRA-02-2022-7209"
"3603375890","04-2022-1078","FIFRA-04-2022-1078"
"3603375910","04-2022-1107","FIFRA-04-2022-1107"
"3603376369","04-2022-1066","FIFRA-04-2022-1066"
"3602947082","03-2022-0030","RCRA-03-2022-0030"
"3602861499","02-2021-3355","CWA-02-2021-3355"
"3602812215","02-2021-5201","FIFRA-02-2021-5201"
"3603366848","04-2022-1327","300-87364486"
"3603366850","04-2022-1329","9UV-00192342"
"3603366851","04-2022-1330","336-29127800"
